wavelength transmission
16320.0 0.52965
16330.0 0.52191
16340.0 0.51416
16350.0 0.5037
16360.0 0.49324
16370.0 0.48275
16380.0 0.47226
16390.0 0.46175
16400.0 0.45123
16410.0 0.438
16420.0 0.42745
16430.0 0.41419
16440.0 0.40361
16450.0 0.39031
16460.0 0.377
16470.0 0.36638
16480.0 0.35303
16490.0 0.33967
16500.0 0.32901
16510.0 0.31562
16520.0 0.30493
16530.0 0.2915
16540.0 0.28079
16550.0 0.26777
16560.0 0.25618
16570.0 0.24487
16580.0 0.23407
16590.0 0.22301
16600.0 0.21276
16610.0 0.2028
16620.0 0.19307
16630.0 0.1836
16640.0 0.17442
16650.0 0.16603
16660.0 0.15762
16670.0 0.14948
16680.0 0.14213
16690.0 0.13507
16700.0 0.12825
16710.0 0.12197
16720.0 0.11571
16730.0 0.10997
16740.0 0.1048
16750.0 0.099344
16760.0 0.094712
16770.0 0.09035
16780.0 0.085983
16790.0 0.082164
16800.0 0.078368
16810.0 0.074789
16820.0 0.07151
16830.0 0.068227
16840.0 0.065494
16850.0 0.062731
16860.0 0.059992
16870.0 0.057528
16880.0 0.055033
16890.0 0.05284
16900.0 0.050896
16910.0 0.048699
16920.0 0.047028
16930.0 0.045104
16940.0 0.043457
16950.0 0.042088
16960.0 0.040437
16970.0 0.039064
16980.0 0.037689
16990.0 0.036592
17000.0 0.035494
17010.0 0.034394
17020.0 0.033293
17030.0 0.032191
17040.0 0.03134
17050.0 0.030264
17060.0 0.029411
17070.0 0.028585
17080.0 0.027676
17090.0 0.026809
17100.0 0.02596
17110.0 0.025085
17120.0 0.024189
17130.0 0.023309
17140.0 0.022406
17150.0 0.02145
17160.0 0.020516
17170.0 0.019522
17180.0 0.018498
17190.0 0.017467
17200.0 0.01644
17210.0 0.015382
17220.0 0.014324
17230.0 0.01326
17240.0 0.012223
17250.0 0.011154
17260.0 0.010137
17270.0 0.0091167
17280.0 0.008092
17290.0 0.0071031
17300.0 0.0061957
17310.0 0.0052644
17320.0 0.004429
17330.0 0.0035669
17340.0 0.0027878
17350.0 0.0018864
17360.0 0.0020018
17370.0 0.0012653
17380.0 0.0065935
17390.0 0.0070697
17400.0 0.0071225
17410.0 0.0067224
17420.0 0.0058199
17430.0 0.0045633
17440.0 0.0030411
17450.0 0.0012565
17460.0 0.0032659
17470.0 0.00067398
17480.0 0.001851
17490.0 0.0025351
17500.0 0.0029103
17510.0 0.0039355
17520.0 0.003831
17530.0 0.0031693
17540.0 0.0026594
17550.0 0.0022225
17560.0 0.0018262
17570.0 0.0014555
17580.0 0.0010516
17590.0 0.0012147
17600.0 0.0010998
17610.0 0.0010027
17620.0 0.00091999
17630.0 0.0008523
17640.0 0.00076913
17650.0 0.00063472
17660.0 0.00059495
17670.0 0.00054408
17680.0 0.00049344
17690.0 0.00044449
17700.0 0.0003984
17710.0 0.00034672
17720.0 0.00032387
17730.0 0.00030216
17740.0 0.0002841
17750.0 0.00026824
17760.0 0.00025348
17770.0 0.00023747
17780.0 0.00022385
17790.0 0.00021167
17800.0 0.00020094
17810.0 0.00019182
17820.0 0.00018312
17830.0 0.00017533
17840.0 0.00016823
17850.0 0.00016192
17860.0 0.00015589
17870.0 0.00015054
17880.0 0.00014508
17890.0 0.00014248
17900.0 0.00013979
17910.0 0.00013737
17920.0 0.00013488
17930.0 0.00013268
17940.0 0.00013042
17950.0 0.00012816
17960.0 0.00014402
17970.0 0.0001488
17980.0 0.00015001
17990.0 0.00014938
18000.0 0.00014852
18010.0 0.00014685
18020.0 0.00014619
18030.0 0.00014295
18040.0 0.00013688
18050.0 0.00011873
18060.0 0.00011942
18070.0 0.00011994
