wavelength transmission
300.0 0.0
310.0 0.1
320.0 0.61
330.0 0.84
340.0 0.93
350.0 0.97
360.0 1.0
370.0 0.97
380.0 0.73
390.0 0.36
400.0 0.05
410.0 0.01
420.0 0.0
