wavelength transmission
520.0 0.0
540.0 0.06
560.0 0.28
580.0 0.5
600.0 0.69
620.0 0.79
640.0 0.88
660.0 0.94
680.0 0.98
700.0 1.0
720.0 0.94
740.0 0.85
760.0 0.73
780.0 0.57
800.0 0.42
820.0 0.31
840.0 0.17
860.0 0.11
880.0 0.06
900.0 0.04
920.0 0.02
940.0 0.01
960.0 0.0
