wavelength transmission
680.0 0.0
700.0 0.01
720.0 0.17
740.0 0.36
760.0 0.56
780.0 0.76
800.0 0.96
820.0 0.98
840.0 0.99
860.0 1.0
880.0 0.98
900.0 0.93
920.0 0.84
940.0 0.71
960.0 0.58
980.0 0.47
1000.0 0.36
1020.0 0.28
1040.0 0.2
1060.0 0.15
1080.0 0.1
1100.0 0.08
1120.0 0.05
1140.0 0.03
1160.0 0.02
1200.0 0.0
