wavelength transmission
460.0 0.0
480.0 0.02
500.0 0.38
520.0 0.91
540.0 0.98
560.0 0.72
580.0 0.62
600.0 0.4
620.0 0.2
640.0 0.08
660.0 0.02
680.0 0.01
700.0 0.01
720.0 0.01
740.0 0.0
