teff logg meta FUV NUV G3 G3_BP G3_RP U B V R I u g r i z J H Ks W1 W2 W3 H1 H2 H3 H4
4000.0 1.0 -0.5 8.164954124367796e-06 27.189729690551758 963009.4375 779204.375 1070796.5 48028.90234375 406941.53125 904647.6875 1094629.125 1024576.0 52172.76953125 572716.5 1077407.875 1106419.75 1008042.25 766941.0 601594.6875 257110.796875 51951.4375 13670.7021484375 423.2618408203125 2.353320053462013e-07 5.9057281355275585e-06 2.8705811886780715e-06 1.6348724676581957e-05
4000.0 3.5 0.2 0.0008386878180317581 120.49678802490234 906511.6875 690818.875 1055838.0 63102.9921875 404369.5625 775000.25 1009934.5 1060741.25 69026.3125 506084.53125 942915.125 1080344.25 1049956.0 793735.6875 614872.875 259050.125 51328.9609375 13895.6201171875 423.6902770996094 6.028128232279873e-05 0.0003946858241121803 0.0001969223579315572 0.0011745805470215612
4000.0 4.0 -0.5 0.0021363147534430027 216.33790588378906 985719.4375 787784.875 1109570.625 91571.7734375 462844.78125 876602.9375 1114989.625 1072218.5 98938.53125 574024.875 1081332.625 1145817.25 1055682.125 766523.0 578562.9375 243864.046875 48524.37109375 14038.556640625 420.1820068359375 0.00015457793630531397 0.001024994010455791 0.0005118769192931564 0.0030214307593622765
4000.0 2.0 0.5 9.311578469350934e-05 34.94123458862305 914494.5 683434.1875 1071375.125 33224.73046875 341946.46875 788717.3125 1033931.75 1069958.0 36484.7109375 474417.75 970451.1875 1097211.5 1057840.375 812937.625 594504.3125 259601.78125 52880.2265625 13584.78515625 421.57025146484375 6.743594440719601e-06 4.7129567626776144e-05 2.3597176228327685e-05 0.00013708968863144374
4000.0 3.5 0.5 0.0009042637539096177 110.9718017578125 873916.4375 639110.6875 1044693.125 56173.07421875 378210.21875 719622.0625 962632.0625 1076469.125 61568.0703125 474167.4375 865382.625 1064375.25 1069623.25 817060.125 616160.125 261191.625 52153.08203125 13923.384765625 427.4185791015625 6.749255685795302e-05 0.00040366313412464874 0.00020239484661435523 0.0012190963506722675
4000.0 5.0 0.0 0.01068899966776371 350.0146789550781 995991.125 761530.25 1154204.5 90728.0703125 446559.4375 842439.4375 1122162.5 1139364.875 98025.4140625 545158.6875 1055052.375 1187578.625 1125067.5 791914.25 537970.0 232228.78125 48063.25390625 14243.951171875 428.57696533203125 0.0008218221062494853 0.004239733721332228 0.0021601139475309504 0.013400905445166044
4000.0 5.0 0.5 0.008266235701739788 280.9400329589844 888607.375 631827.625 1081766.625 78984.5078125 399570.21875 698019.25 970179.5 1131519.125 85827.2734375 474407.71875 845697.0625 1099223.375 1127148.625 833490.5625 584515.375 248392.25 50051.21484375 14245.62890625 430.0402526855469 0.0006351736895637206 0.003177382282525977 0.0016392821930464145 0.010217346039292195
4000.0 3.5 -1.0 0.0010425510117784142 291.9312438964844 991828.0625 815928.4375 1095629.75 108498.8203125 493391.71875 910170.4375 1117996.625 1047775.375 116539.453125 615592.625 1097972.0 1134184.5 1030733.4375 752958.6875 580217.25 244986.421875 48850.60546875 14116.271484375 421.72882080078125 6.74884883356494e-05 0.0005896519559415783 0.00029261837420750707 0.0016624283507433032
4000.0 0.5 0.5 5.514180429599946e-06 8.141234397888184 944354.75 709343.4375 1095934.625 16287.9716796875 300638.1875 837711.0 1088814.875 1073720.5 17884.935546875 464338.34375 1047008.6875 1125605.125 1055989.375 826693.75 565336.4375 256023.65625 53443.58984375 13198.841796875 415.8321838378906 3.434507734266597e-07 3.5034435405504064e-06 1.7577356944173247e-06 9.764601833234234e-06
4000.0 0.5 0.2 4.905895821138984e-06 8.954418182373047 957539.875 743564.8125 1089694.625 21155.498046875 334470.875 876014.0625 1101443.625 1053860.375 23217.458984375 505676.375 1075917.875 1121810.875 1035771.5625 804541.5625 576139.6875 256492.21875 52952.265625 13285.5458984375 416.9166259765625 2.6669958292550996e-07 3.2017145132205443e-06 1.592286859639121e-06 8.911022362357476e-06
4000.0 3.0 0.5 0.0004400429897941649 78.4358139038086 888851.1875 657650.1875 1053014.0 48604.52734375 370304.34375 746479.5 987413.125 1072646.375 53334.40625 478702.15625 903286.6875 1074952.75 1063956.25 812881.3125 609758.375 260712.203125 52414.01171875 13815.2080078125 425.8594970703125 3.255386948792696e-05 0.00020404381337016492 0.00010207573344784097 0.0006075956203349747
4000.0 2.0 0.2 7.84502990427427e-05 38.14459228515625 935356.875 724983.8125 1071392.125 40796.625 374694.21875 832895.8125 1060929.375 1050258.25 44759.42578125 512178.5625 1019541.9375 1100986.625 1035834.0 789874.75 600203.0625 258920.484375 52335.53515625 13624.21875 420.77398681640625 5.257438627202134e-06 4.19034297820464e-05 2.0843152768087975e-05 0.00012042040340147015
4000.0 2.5 -0.5 0.00013757843407802284 83.95270538330078 957891.1875 780980.0 1063802.875 77136.9140625 449829.6875 882947.875 1081417.375 1022303.9375 83518.1640625 581764.375 1061888.125 1098392.625 1006131.0 756783.125 608516.75 256260.34375 50990.78125 13869.81640625 421.62762451171875 7.577588797981218e-06 8.268558575498375e-05 4.071745506750875e-05 0.00023296312195026465
4000.0 1.0 0.5 1.4797989933867939e-05 13.581587791442871 933937.3125 699170.3125 1087886.5 20825.0078125 310667.0625 819768.9375 1071383.5 1071504.25 22863.359375 464148.96875 1022388.0 1116443.875 1055901.625 821320.0625 576573.9375 257874.140625 53325.4921875 13337.572265625 417.3616638183594 9.931562682119393e-07 8.654071837282686e-06 4.343514151827106e-06 2.4427847896426347e-05
4000.0 0.0 0.5 1.9907904516003327e-06 4.781101703643799 955197.875 719081.75 1105363.75 12649.0400390625 291835.5625 854567.375 1106213.5 1078475.875 13896.1279296875 464671.8125 1070348.75 1136228.25 1058263.875 833330.75 552183.0 253393.40625 53492.140625 13051.2001953125 414.9074401855469 1.1061571006547243e-07 1.3956885502860778e-06 7.005274041963437e-07 3.846177015140957e-06
4000.0 3.0 0.2 0.0003905154298990965 85.12893676757812 916154.625 703949.125 1059633.5 56219.640625 397221.84375 795532.5625 1026746.5 1055035.25 61577.921875 510275.625 969572.125 1085961.375 1042992.875 789974.4375 611439.6875 259263.671875 51747.38671875 13812.9775390625 423.27667236328125 2.7530623670165254e-05 0.00019178417424140187 9.547227129877359e-05 0.0005633519366369732
4000.0 1.5 0.2 3.2239538995781913e-05 24.227571487426758 942981.375 731688.875 1077201.125 33369.6328125 360619.09375 847872.6875 1075334.875 1049930.125 36622.57421875 509981.65625 1039777.125 1107957.75 1034388.8125 793214.875 593688.125 258569.15625 52574.05859375 13518.501953125 419.2403259277344 2.0694906439339088e-06 1.829583924265888e-05 9.098948365112917e-06 5.20206608098346e-05
4000.0 0.0 0.2 1.851689944487589e-06 5.236930847167969 963986.75 745944.875 1097782.625 16459.333984375 319764.40625 885095.6875 1113624.375 1059712.625 18064.74609375 499028.375 1090724.5 1130421.25 1040024.3125 813089.6875 564892.8125 254636.453125 53101.265625 13157.25390625 416.4302062988281 8.74436785992795e-08 1.3038216330107727e-06 6.477970556475872e-07 3.5961919565822606e-06
4000.0 1.5 -1.0 2.172562017221935e-05 111.13316345214844 962489.375 793489.3125 1059977.375 76830.8515625 452926.65625 910136.875 1083898.875 1013611.625 82888.890625 607902.75 1066580.75 1096361.375 997903.5625 751339.0 607864.875 255940.96875 51374.9453125 13966.5205078125 427.3044128417969 4.038113896079082e-07 1.65940509391205e-05 8.023136344440301e-06 4.5800711529734975e-05
4000.0 3.5 -0.5 0.0008477861993014812 152.59207153320312 962823.875 778000.25 1077072.0 86909.1953125 459798.6875 868281.6875 1086262.0 1040585.375 94082.1328125 573099.9375 1060301.5 1111083.0 1024397.5 762596.3125 602387.6875 252353.65625 49468.203125 13923.1171875 417.15838623046875 5.768482585546792e-05 0.00043907550450158117 0.00021826564140375632 0.001270893164873754
4000.0 0.5 -1.0 2.811116701195715e-06 46.80081558227539 955675.125 759993.6875 1072972.25 45797.32421875 384210.3125 889092.25 1089382.25 1029083.0625 49736.65625 553563.5 1060428.125 1109608.375 1014022.875 768412.0 606935.875 257282.53125 52031.06640625 13843.3974609375 429.1589660644531 0.0 2.434911816013474e-06 1.1581089511546862e-06 6.7223053595863955e-06
4000.0 0.0 -0.5 1.1776406836361275e-06 10.314260482788086 960703.75 753521.5625 1085499.875 27842.548828125 346840.625 890040.0 1105162.0 1040577.8125 30329.26171875 524537.25 1080157.375 1121089.375 1023786.9375 787370.4375 591577.0625 256917.234375 52543.640625 13494.1083984375 424.0531311035156 4.599245499062275e-09 9.593259982344424e-07 4.6110611574559474e-07 2.6454543131225564e-06
4000.0 1.0 0.2 1.3000276339880656e-05 14.9376220703125 950572.25 738415.3125 1083202.5 26724.41015625 347561.4375 863040.1875 1088940.125 1050952.5 29330.376953125 508517.8125 1058940.5 1114776.125 1034209.5 798018.5 585644.5625 257752.671875 52774.23046875 13406.021484375 417.9125671386719 7.896479803360514e-07 7.88256896510121e-06 3.927662663039024e-06 2.2193485308133482e-05
4000.0 2.0 -0.5 5.391623199102469e-05 59.7321662902832 959398.8125 782557.9375 1064018.375 68769.8828125 439899.21875 892029.25 1084614.5 1020405.8125 74510.9609375 583238.0 1066714.875 1099089.25 1004122.375 757782.75 607573.4375 256795.8125 51391.04296875 13817.3681640625 422.6126403808594 2.5276368421574704e-06 3.463749362880428e-05 1.698015610272668e-05 9.679791328490486e-05
4000.0 1.0 -1.0 7.856628144509159e-06 74.42205810546875 960330.375 781048.5 1065180.25 61145.07421875 423720.75 905021.3125 1086652.375 1019487.625 66192.3984375 587815.375 1065188.5 1101720.75 1004029.5625 758150.1875 607678.5625 256567.640625 51688.21875 13906.8681640625 428.2167053222656 2.61264039080618e-08 6.38115976083174e-06 3.061716803848468e-06 1.7607384617547053e-05
4000.0 1.5 -0.5 2.1426196326501667e-05 41.115318298339844 961461.0625 782561.8125 1066493.875 58860.1328125 426207.9375 900013.75 1089251.625 1021254.6875 63848.1796875 581157.0 1072221.75 1101946.25 1004840.6875 761119.875 605125.1875 257028.65625 51685.8828125 13750.228515625 423.07135009765625 8.413137844306576e-07 1.4523651871646643e-05 7.093369274954782e-06 4.0394964520970776e-05
4000.0 3.0 -0.5 0.0003469868388492614 114.19811248779297 957768.1875 778582.8125 1066677.125 83113.59375 456048.875 873924.625 1080525.0 1027706.25 89975.6171875 577540.0625 1058630.25 1100752.75 1011581.125 758417.0625 607920.625 255221.84375 50386.9375 13901.912109375 419.62261962890625 2.1631536819110184e-05 0.00019356441699335526 9.575359491505337e-05 0.0005519939122465776
4000.0 0.0 0.0 1.64491052601079e-06 5.724532604217529 965664.8125 754641.75 1093328.375 19599.052734375 332442.28125 894326.6875 1113840.5 1051097.75 21464.705078125 513303.15625 1094157.0 1126773.0 1032221.9375 803170.4375 573120.8125 255357.03125 52893.18359375 13243.271484375 418.1424255371094 6.419737641297932e-08 1.1913767957129247e-06 5.877569018538551e-07 3.288941082610939e-06
4000.0 0.0 -1.0 1.0177793683396885e-06 27.878236770629883 946766.0 727619.1875 1082725.875 32854.9921875 335626.4375 857226.625 1089689.375 1042798.875 35759.65625 503806.5 1047970.625 1119214.0 1028468.25 782877.75 605595.375 258118.15625 52449.328125 13785.3994140625 430.4494323730469 0.0 9.361790568984104e-07 4.409941390589123e-07 2.5896268583691263e-06
4000.0 1.5 0.5 3.842827572952956e-05 22.105056762695312 924828.875 692069.5625 1079940.5 26496.48046875 326002.90625 805180.625 1053743.875 1070269.75 29093.150390625 469475.15625 997986.9375 1107295.75 1056471.875 816310.625 585762.375 258930.671875 53128.03125 13466.26171875 419.3669738769531 2.7164440148360556e-06 2.079562070654471e-05 1.043614215470572e-05 5.964752847666451e-05
4000.0 2.5 0.5 0.00021052044758107513 53.32350540161133 902972.3125 673185.6875 1062255.75 40723.37890625 358134.3125 770555.75 1012052.9375 1070454.5 44710.54296875 479067.34375 939649.9375 1086313.875 1059965.375 811248.0 602591.1875 260105.90625 52620.63671875 13697.931640625 423.791015625 1.547799989665444e-05 0.00010105255444941355 5.054626892377471e-05 0.0002975314304324742
4000.0 4.5 -0.5 0.005337979178875685 318.8475341796875 1021731.375 809956.5625 1154496.0 99199.0859375 472237.65625 899374.25 1159668.5 1112655.5 106894.109375 584864.1875 1119347.625 1194658.75 1095197.625 770295.125 538924.9375 231640.078125 47816.32421875 14222.0634765625 426.8990783691406 0.00040262514598147256 0.0023730948804923098 0.001191165354367523 0.007144033011093757
4000.0 4.5 0.2 0.0041609699837863445 228.95098876953125 918943.25 686706.1875 1084313.375 75876.4296875 415203.1875 761962.4375 1019522.625 1100038.0 82583.9296875 503321.4375 934520.125 1108238.75 1090310.25 805503.6875 593365.6875 250071.1875 49690.51171875 14074.3779296875 424.3291320800781 0.0003145511700628999 0.0017409387379106135 0.0008816326601951097 0.0054013671708989614
4000.0 4.5 -1.0 0.006470562424510717 608.4780883789062 1052578.125 849191.6875 1175348.125 118108.609375 504519.625 944001.3125 1193476.375 1122587.625 126646.1640625 627341.6875 1159592.0 1220007.5 1104191.25 762585.8125 511168.1875 223385.703125 47501.75390625 14421.666015625 433.96221923828125 0.0004883446831864438 0.003096028850887513 0.0015481860251475694 0.008988856023575976
4000.0 5.0 -0.5 0.011783205904066563 438.4471435546875 1049116.375 826508.0 1188817.125 104896.0703125 478487.3125 915552.625 1194295.625 1143171.875 112765.4296875 591179.8125 1149299.375 1232019.75 1124855.375 774184.125 507672.0 222540.859375 47243.0390625 14341.58203125 431.2348937988281 0.0009128822154141632 0.004851411770043882 0.002455873824001839 0.014972406361841403
4000.0 2.0 0.0 6.813036452513188e-05 40.91273880004883 945310.875 746533.6875 1070004.875 47462.125 394866.375 855504.625 1072692.5 1039299.0625 51946.25390625 534875.0625 1041653.4375 1101581.25 1023976.1875 777911.5625 603279.6875 258351.875 52013.078125 13664.9970703125 420.7578430175781 4.233022076204632e-06 3.827861040083394e-05 1.8959405294203332e-05 0.00010907670077567705
4250.0 5.0 0.2 0.02233186922967434 643.6318969726562 1393862.125 1168880.875 1520194.125 145150.359375 732897.5625 1292088.125 1569636.75 1438906.875 155983.015625 884640.6875 1559593.75 1586770.75 1403694.625 956232.5 658676.3125 273440.6875 54692.5703125 15309.689453125 458.4712219238281 0.0017196542998188628 0.008601453727349214 0.004308523672573423 0.02746570116491044
4250.0 0.0 0.5 3.047147629331448e-06 8.82336139678955 1430880.625 1200100.5 1543245.0 32592.869140625 552745.5 1433720.625 1651183.125 1432268.25 35345.9609375 855414.0625 1694080.625 1609898.75 1387394.125 1008137.0 616392.125 273978.0 57478.171875 14275.46875 454.8511657714844 1.485530863417617e-07 2.1075617822858482e-06 1.0481732951470813e-06 5.8460666613868254e-06
4250.0 0.5 0.2 7.737644409644417e-06 22.390581130981445 1426014.25 1224695.5 1517123.5 54456.546875 622333.0625 1449585.75 1627635.625 1403303.5 58728.609375 918087.625 1674633.75 1583376.0 1363489.625 979745.25 640938.8125 277378.28125 57041.44140625 14515.1171875 455.74444580078125 3.803909237627873e-07 5.069133987458936e-06 2.507713558273249e-06 1.4172967977110568e-05
4250.0 2.0 0.0 0.00012508149666246027 121.71113586425781 1412020.375 1236884.875 1488192.25 112630.046875 727358.125 1422579.875 1588909.125 1378413.5 120488.4375 975235.3125 1626840.125 1555403.125 1342667.125 945984.625 666987.1875 279550.96875 56213.38671875 14914.2509765625 456.18878173828125 7.311762073713242e-06 7.136968938691085e-05 3.517596339415921e-05 0.00020327799510402926
4250.0 0.0 -1.0 2.684980017875205e-06 252.5440673828125 1396544.0 1170516.75 1512222.625 84179.1328125 620696.875 1377142.25 1588868.375 1410016.75 91199.9453125 889165.6875 1589094.125 1583544.625 1376768.25 962792.375 672836.25 279314.0 56553.24609375 15034.0771484375 467.5938720703125 0.0 3.6443423673658742e-06 1.4579047440627193e-06 1.1170036370381131e-05
4250.0 1.5 0.2 5.6238357501570135e-05 57.46408462524414 1413963.375 1220327.5 1502667.75 79354.546875 668617.625 1421114.0 1603298.875 1393337.875 85418.9296875 934836.25 1640832.125 1568991.875 1356490.875 964049.25 657161.25 279546.625 56706.76171875 14763.421875 455.04693603515625 3.4447873502713297e-06 3.183608687844091e-05 1.5783098501590576e-05 9.093934726859851e-05
4250.0 2.0 0.5 0.00016582802345510572 66.43964385986328 1399467.0 1181904.25 1509908.375 71225.546875 636694.875 1370254.625 1591596.0 1412417.875 77162.34375 883227.125 1611729.125 1574634.25 1376424.75 978041.625 655668.1875 280422.6875 56972.03125 14805.5732421875 454.1338195800781 1.164066340933433e-05 8.346243758303222e-05 4.165642392582707e-05 0.00024384692026971594
4250.0 3.0 0.5 0.0009192209108732641 154.88076782226562 1385807.5 1175893.5 1495289.5 96614.0 686345.4375 1338245.625 1563467.75 1407214.75 104689.4765625 895769.6875 1574494.75 1559544.75 1372519.625 965956.375 669902.5 281390.28125 56421.265625 14950.802734375 455.10491943359375 6.704585326141915e-05 0.00042093398356776414 0.00020991927030984792 0.0012590217299932747
4250.0 1.0 -1.0 4.825047653866932e-05 671.776611328125 1410717.375 1251007.5 1475941.5 146137.875 766899.4375 1448086.5 1571764.875 1368076.625 156640.859375 1029321.25 1601475.5 1544600.875 1334954.875 930968.125 672394.75 277592.5 55795.41796875 15140.435546875 463.37579345703125 0.0 6.594519979064442e-05 3.000289926391422e-05 0.00018572857067876463
4250.0 1.0 0.5 2.3535978471045382e-05 25.14824676513672 1411411.375 1184347.25 1525076.875 47677.609375 584194.75 1397226.625 1618400.25 1421117.75 51679.8203125 861909.1875 1648175.75 1589856.375 1382144.375 993951.9375 639635.4375 278610.96875 57402.21875 14578.7861328125 453.70660400390625 1.4846936758112316e-06 1.3752705200599472e-05 6.863434133784379e-06 3.898957742348715e-05
4250.0 3.0 0.0 0.000769536301959306 231.90594482421875 1402168.875 1228621.875 1480566.25 139940.859375 761108.0 1387715.375 1573099.75 1375750.625 149640.796875 970617.125 1604555.75 1547782.625 1340260.375 937265.4375 675267.125 279935.3125 55789.21484375 15052.4072265625 455.8856201171875 5.113828563456217e-05 0.00039674785837470175 0.00019574394153547777 0.001150926637441057
4250.0 3.0 0.2 0.0008131153881549835 187.95892333984375 1397239.875 1209717.75 1487152.125 120755.4296875 731307.5 1369964.875 1572363.0 1387104.125 129882.5234375 940738.6875 1597443.625 1553569.375 1351631.125 947339.375 673724.1875 280607.4375 56031.3046875 15005.9931640625 455.2791442871094 5.653929611002472e-05 0.00039836824401541743 0.0001974560732625746 0.0011706932734964974
4250.0 0.5 0.5 8.715952390048187e-06 14.964611053466797 1420372.25 1191992.375 1532956.75 39139.34375 567437.25 1416136.5 1633687.5 1425561.0 42437.15625 858928.25 1670572.5 1598183.625 1384069.75 1000921.9375 628905.8125 276698.28125 57491.55078125 14433.9345703125 453.9989318847656 5.048722915053431e-07 5.494176095305204e-06 2.7414134426503985e-06 1.5393380604529548e-05
4250.0 0.0 -0.5 2.0327913716755575e-06 92.74879455566406 1416571.375 1211916.125 1511901.0 72927.5234375 635611.25 1432369.5 1611885.375 1399367.0 78606.3515625 923972.3125 1640466.75 1582197.125 1362679.5 965598.3125 659270.6875 278159.15625 56637.58984375 14707.126953125 462.9686279296875 0.0 1.7143398714784545e-06 8.122991550853854e-07 4.775042709340198e-06
4250.0 2.5 -0.5 0.0003730378521140665 583.37255859375 1409549.625 1265320.25 1464622.25 181531.359375 819551.125 1431844.25 1565723.75 1355380.75 192105.28125 1043981.8125 1605111.5 1532313.75 1320901.25 921866.625 673618.75 278075.1875 55505.87109375 15152.1171875 458.7231140136719 1.674110587854256e-05 0.00024353885926581482 0.00011847300057616316 0.0006782263733134752
4250.0 5.0 0.0 0.024432076141238213 716.7404174804688 1417541.25 1202724.25 1532024.5 158592.0625 756530.4375 1328964.375 1599473.875 1436591.0 169808.53125 914655.3125 1601350.375 1602293.875 1400033.25 944923.5625 647241.1875 269345.21875 54228.8125 15367.3349609375 459.8445129394531 0.0018825462878162464 0.009578897349487903 0.004776758037339779 0.030270336294739405
4250.0 2.0 0.2 0.00014075178478378803 88.22884368896484 1408683.0 1218111.0 1496911.5 94172.9375 692238.25 1405321.625 1592604.875 1390206.625 101281.8984375 940370.375 1625673.75 1563477.625 1354117.0 957143.875 663257.5625 280008.03125 56489.57421875 14862.4990234375 455.0780944824219 9.02737402942012e-06 7.551224883697814e-05 3.7404963235892574e-05 0.00021733315205913473
4250.0 3.5 0.2 0.001883928314782679 262.31988525390625 1390125.375 1200224.375 1484119.625 129455.7109375 740783.5 1348589.5 1562241.5 1388795.125 139325.0625 931847.8125 1582036.625 1549989.25 1353541.375 945979.5 678176.25 280948.625 55824.3203125 15059.580078125 455.35626220703125 0.00013517462530780958 0.0008779603515080393 0.00043494264876362356 0.0026146958878269532
4250.0 0.5 -0.5 5.732639692723751e-06 145.24575805664062 1419445.375 1240566.375 1495596.875 94478.03125 694822.0 1455258.125 1600741.125 1382007.75 101390.25 979561.6875 1638712.0 1564547.25 1346268.0 951073.1875 663168.875 278195.5625 56337.7265625 14797.525390625 461.4139404296875 1.567808533310082e-09 4.568747169820315e-06 2.180172126878228e-06 1.2723639978663319e-05
4250.0 3.5 0.0 0.001844955375418067 307.681396484375 1396958.125 1220316.25 1479461.875 147414.046875 767983.375 1367941.875 1566834.5 1377858.125 157799.453125 959786.625 1594216.125 1546396.875 1342354.75 936361.375 678100.5 280088.125 55590.51171875 15102.3505859375 455.5921936035156 0.0001290264515409438 0.0008990980473330051 0.0004438036094527077 0.0026420227647674446
4250.0 5.0 0.5 0.020539404824376106 575.6363525390625 1350702.875 1106229.375 1500235.625 129666.4140625 698011.625 1224457.375 1510120.5 1449200.375 140017.03125 839914.9375 1470617.125 1560652.25 1417433.625 978880.8125 672993.75 279126.96875 55563.6015625 15278.7138671875 458.89434814453125 0.0015811918119814732 0.0077077384230519914 0.003889314275436761 0.024953400754051842
4250.0 4.5 0.2 0.009739957749843597 474.660888671875 1378407.375 1170181.125 1491255.125 138143.5 735962.125 1298764.625 1548866.75 1408285.625 148769.015625 895275.6875 1550572.625 1555998.75 1373379.875 952643.8125 678493.375 279885.65625 55309.234375 15171.7421875 455.40771484375 0.0007374712382171482 0.004018424209500687 0.002000740022433229 0.012479906837610834
4250.0 4.0 -0.5 0.006345630157738924 741.2079467773438 1408461.125 1250657.875 1476110.375 193867.0 825656.1875 1387245.75 1572129.375 1368421.25 205785.96875 1004280.8125 1606071.125 1544933.5 1332585.5 922125.0 670130.0 276396.40625 54807.10546875 15276.564453125 456.0022888183594 0.0004495482920198401 0.003165657656376161 0.0015548288362117926 0.00915034207487369
4250.0 1.0 -0.5 1.629270991543308e-05 224.66580200195312 1418943.0 1256877.125 1483377.625 118126.46875 741195.0 1461680.0 1589621.875 1370205.75 126189.9296875 1015635.3125 1631144.25 1551623.125 1335148.0 940094.1875 666654.9375 278177.8125 56079.7734375 14895.97265625 460.4220275878906 2.070718171347554e-07 1.2323742601111846e-05 5.912852067389874e-06 3.435767039263469e-05
4250.0 4.0 0.5 0.004474423825740814 314.6391906738281 1361404.5 1141989.875 1485280.375 115148.8125 702596.9375 1279213.5 1526569.375 1415485.875 124754.8046875 873438.0 1516319.25 1547218.625 1382376.625 967566.0 681679.0 282725.71875 56110.12890625 15092.39453125 456.57867431640625 0.00033699865541106887 0.001872165828638411 0.0009345343192963664 0.005780482671655388
4250.0 2.5 -1.0 0.0023429023567587137 2110.74853515625 1409096.25 1284294.625 1451070.0 230978.734375 873416.8125 1446485.0 1550418.375 1344088.0 244069.9375 1093413.625 1589368.25 1517983.625 1311007.875 910687.3125 669779.8125 275999.96875 55188.66796875 15343.73046875 460.4740905761719 7.452446907134087e-05 0.001925620409463918 0.0009404291710781416 0.005085235670101759
4250.0 4.5 -1.0 0.06274870783090591 2692.84619140625 1451284.25 1287706.125 1522436.125 233279.640625 866270.875 1424644.375 1615781.25 1411375.375 247165.90625 1048325.6875 1639719.125 1595713.0 1375745.25 917164.3125 622463.25 261415.84375 53749.07421875 15683.9912109375 467.30712890625 0.004967330379599195 0.030074458854551057 0.014756963623013495 0.08409559787589614
4250.0 1.5 -1.0 0.00021607046073768288 1077.953125 1411237.125 1270061.875 1463454.875 179677.75 816728.1875 1456084.25 1561911.375 1355589.125 191455.109375 1066812.75 1597081.375 1531213.125 1322607.875 921203.625 672032.9375 276956.90625 55535.4765625 15212.0244140625 462.1166687011719 0.0 0.00025119570675065535 0.00011877926410970872 0.000683669388348177
4250.0 3.5 -1.0 0.011800567619502544 2369.673095703125 1412988.375 1284361.875 1458653.25 243877.015625 886061.0625 1427334.625 1558658.25 1350668.5 257568.171875 1078710.0 1598159.0 1526487.25 1316503.125 910307.0625 662310.75 274231.90625 54861.31640625 15435.3984375 458.8834228515625 0.0007660040733670512 0.007352590550118604 0.00361809511945679 0.019665299895514268
4250.0 0.5 -1.0 1.0538078640820459e-05 409.6706237792969 1406588.125 1219005.25 1492459.125 112919.171875 700921.0625 1423913.25 1581864.75 1386008.125 121752.421875 970489.8125 1600879.5 1562356.5 1352724.875 944571.625 672567.6875 278372.34375 56130.54296875 15077.3603515625 465.11053466796875 0.0 1.524436056696038e-05 6.527999156112956e-06 4.488719338099539e-05
4250.0 2.5 0.2 0.00034972120192833245 130.83917236328125 1403683.0 1216213.625 1491460.5 108696.09375 715568.6875 1389803.875 1582486.375 1387664.875 116878.984375 944683.5625 1612002.875 1558061.25 1351984.625 951089.0625 668406.4375 280279.15625 56261.0234375 14943.1376953125 455.18658447265625 2.357700295780621e-05 0.00017808247305453224 8.830602577184614e-05 0.0005184703258706759
4250.0 4.5 0.0 0.010245825164020061 523.95361328125 1394718.125 1198152.375 1495534.625 151553.203125 759165.5625 1328058.5 1568743.875 1401028.875 162525.859375 922214.3125 1582029.0 1562752.875 1365059.875 942401.5 672924.1875 277536.125 54910.4140625 15203.5478515625 455.10443115234375 0.0007734910941463572 0.004328164345005746 0.00214746973593432 0.013300529849889066
4250.0 2.0 -1.0 0.0007982149836607277 1602.021728515625 1410174.625 1280114.375 1455127.5 209034.09375 851459.125 1454096.25 1554375.625 1347744.375 221637.8125 1086824.125 1592167.75 1522288.5 1314804.375 914597.3125 671257.5 276459.59375 55340.82421875 15281.73046875 461.1766662597656 0.0 0.000772909076979486 0.0003733029233074067 0.0020597560128514892
4250.0 4.0 0.2 0.004317933693528175 356.40740966796875 1382182.625 1185540.0 1483837.0 134750.828125 741361.3125 1323169.5 1552462.875 1394623.25 145123.96875 915326.1875 1564537.5 1548875.5 1359637.0 947966.3125 681029.875 281150.34375 55626.46875 15111.5927734375 455.3384094238281 0.0003197101224076211 0.001901809924544738 0.0009434930297865942 0.0057656580934978595
4250.0 4.5 -0.5 0.015999844297766685 908.5656127929688 1426323.875 1249900.375 1507923.25 192124.703125 815682.3125 1382472.25 1598874.5 1399542.75 204106.765625 987878.125 1623006.625 1579443.875 1363040.25 925712.875 650871.125 269966.9375 54154.6484375 15399.46875 459.3384704589844 0.0012013402275780946 0.007272882877343795 0.003578081790755477 0.021507611953385262
4250.0 5.0 -0.5 0.040232375264167786 1239.386474609375 1456173.25 1259338.375 1552400.75 196179.0 811271.1875 1390858.875 1639048.625 1441540.5 208712.984375 981265.8125 1652142.75 1627870.625 1404248.625 928733.875 618280.375 260051.71875 53561.33203125 15593.8466796875 466.7505798339844 0.0031262592560410054 0.016699542630598318 0.008230944553056297 0.05072236625922166
4250.0 2.0 -0.5 0.00013246778689790517 463.684814453125 1412834.875 1266320.875 1468299.0 163765.921875 801430.1875 1445830.25 1571419.5 1357748.625 173655.109375 1043805.625 1612142.625 1536058.5 1323286.125 925949.3125 672027.0 278140.75 55674.53125 15079.27734375 459.2042236328125 4.455584030593666e-06 9.165747165219185e-05 4.437548568466024e-05 0.00025532680152781575
