teff logg FUV NUV U u B g G3_BP V G3 r R i G3_RP I z J H Ks W1 W2 W3 H1 H2 H3 H4
10750.0 7.25 143660400.0 195494368.0 110905272.0 108233024.0 110975960.0 101204576.0 79598040.0 73187120.0 49666592.0 51105540.0 38697416.0 29122240.0 25942814.0 18608356.0 16537265.0 5977381.5 2182307.5 802834.8125 150112.703125 44799.05078125 1322.208251953125 73351746.72022597 85035280.47926448 121333997.61077985 144033601.275601
10750.0 7.5 124306992.0 199020672.0 115376272.0 112630928.0 109737040.0 100246592.0 79387192.0 73121320.0 49688712.0 51236200.0 38909164.0 29405118.0 26164128.0 18809804.0 16726216.0 6023422.5 2207384.75 811950.25 151481.015625 45098.265625 1322.5902099609375 61665669.63983063 71396237.75378363 101949606.04668152 122157661.82254706
10750.0 7.75 107755896.0 201982800.0 119598664.0 116805024.0 108538816.0 99235344.0 79093888.0 72914160.0 49639452.0 51269376.0 39039912.0 29617408.0 26332998.0 18976034.0 16888278.0 6059508.5 2230610.25 820353.0 152863.296875 45414.71875 1324.55615234375 51856123.3981405 59950246.45473966 85454994.91359091 103202153.49813649
10750.0 8.0 93090168.0 204643936.0 123609000.0 120786864.0 107423328.0 98216544.0 78749840.0 72614600.0 49539476.0 51211016.0 39102184.0 29780342.0 26456596.0 19114218.0 17025862.0 6087860.5 2251618.25 828064.3125 154170.21875 45708.71484375 1325.91845703125 43309926.74318246 49978887.10268045 70909691.2237954 86384019.23857936
10750.0 8.25 80138912.0 207068560.0 127345096.0 124517568.0 106417944.0 97225112.0 78381864.0 72250264.0 49406368.0 51091256.0 39113744.0 29901160.0 26545190.0 19227554.0 17139396.0 6110853.5 2270886.75 834812.6875 155357.984375 45932.2578125 1322.6361083984375 35866478.76050819 41295357.91158011 58157072.31744012 71648959.70966548
10750.0 8.5 68916784.0 209359776.0 130774720.0 127928624.0 105489536.0 96233432.0 77973968.0 71809424.0 49230524.0 50914888.0 39071172.0 29969472.0 26592986.0 19311532.0 17228952.0 6125933.0 2288613.75 840407.5 156450.671875 46166.15625 1322.641845703125 29487351.53814503 33856733.881806485 47235715.56541132 59076351.46545688
10750.0 8.75 59397308.0 211601744.0 133939496.0 131065056.0 104622480.0 95232816.0 77514920.0 71300328.0 49002952.0 50646176.0 38956980.0 29987362.0 26589774.0 19365940.0 17292190.0 6133991.0 2304258.0 844988.1875 157374.09375 46355.6171875 1321.8343505859375 24134941.53604491 27620262.297253992 38135645.51625702 48654706.55155491
10750.0 9.0 51392636.0 213773664.0 136835120.0 133930264.0 103816984.0 94242984.0 77028592.0 70731896.0 48740648.0 50335012.0 38799432.0 29957894.0 26548846.0 19386970.0 17324856.0 6136099.0 2317786.0 848553.875 158114.03125 46498.40234375 1320.286865234375 19717694.011961795 22479649.721948393 30697940.33668302 40169346.204911746
10750.0 9.25 44802728.0 215908624.0 139524704.0 136587296.0 103085056.0 93275432.0 76516048.0 70124688.0 48440540.0 49952864.0 38581548.0 29880612.0 26464028.0 19380492.0 17333236.0 6132951.5 2329414.25 851267.5625 158637.234375 46537.57421875 1312.8779296875 16207014.007936908 18400959.224258855 24851348.013375644 33496360.093820605
10750.0 9.5 39437172.0 217900944.0 142025904.0 139058768.0 102498480.0 92391440.0 76017648.0 69499248.0 48128604.0 49525300.0 38324828.0 29770536.0 26350068.0 19354908.0 17325268.0 6125020.5 2339130.75 853374.9375 159157.53125 46667.5703125 1314.87109375 13533380.206040138 15303003.19395131 20436129.391411494 28394355.830986116
11000.0 6.5 299665120.0 192810528.0 102024728.0 99672664.0 119420592.0 107463128.0 82378984.0 74542672.0 50605032.0 51251472.0 38413304.0 28487244.0 25519336.0 18205592.0 16175468.0 5878346.5 2131161.5 784697.5625 148188.875 44391.66796875 1323.2464599609375 182035225.08143336 211813263.47809792 283630920.4227913 307660047.3817384
11000.0 6.75 278297472.0 200207696.0 105971512.0 103452792.0 118171776.0 106926992.0 82545432.0 75146672.0 50896952.0 51801336.0 38905272.0 28942982.0 25871234.0 18463056.0 16393978.0 5941769.5 2153745.5 792820.125 149358.359375 44749.19921875 1334.4722900390625 160433756.63982445 186697621.8831041 257992574.36845964 286213981.4674638
11000.0 7.0 242791728.0 208617488.0 111367080.0 108643560.0 117801848.0 107011720.0 83210552.0 76099352.0 51467244.0 52596320.0 39583200.0 29539728.0 26348490.0 18811192.0 16694576.0 6025731.5 2184354.25 803415.25 150771.90625 45099.5859375 1339.1871337890625 133441917.31168102 155159861.26288125 219384434.3564441 249531018.38011777
11000.0 7.25 200369632.0 216729728.0 117437160.0 114524992.0 117685560.0 107197456.0 83944696.0 77006856.0 52062928.0 53367460.0 40253572.0 30141306.0 26836720.0 19176940.0 17016508.0 6112203.0 2218458.0 815184.25 152375.546875 45471.140625 1341.7935791015625 106110452.29675262 123155555.2394545 175192998.24805543 204769288.02926168
11000.0 7.5 170851328.0 221900304.0 122905352.0 119876160.0 116871624.0 106648888.0 84113528.0 77320600.0 52323148.0 53767996.0 40666320.0 30573068.0 27183122.0 19461384.0 17275414.0 6177870.5 2248700.75 825888.5 153926.109375 45810.6953125 1342.2861328125 88114253.61902763 102119272.60802136 145264520.73868543 172451838.6480783
11000.0 7.75 149294032.0 225601776.0 127819728.0 124719400.0 115803864.0 105781624.0 83991784.0 77301848.0 52393760.0 53941796.0 40911516.0 30880138.0 27429148.0 19682174.0 17484080.0 6226310.5 2275749.0 835485.75 155422.3125 46125.3671875 1341.4798583984375 75083400.0457549 86912264.92814404 123672537.09238158 148047071.60193083
11000.0 8.0 130535816.0 228799008.0 132404448.0 129262064.0 114764120.0 104855408.0 83778752.0 77151040.0 52389368.0 54004900.0 41071160.0 31122112.0 27619934.0 19865954.0 17659352.0 6265176.5 2299833.5 844269.3125 156894.546875 46476.73046875 1345.1712646484375 63940717.45499842 73913224.06773698 104962709.35231543 126487291.9771769
11000.0 8.25 113621592.0 231783728.0 136668576.0 133504752.0 113796072.0 103907464.0 83502648.0 76901968.0 52324280.0 53968292.0 41150944.0 31304466.0 27756712.0 20019936.0 17810388.0 6295672.5 2322151.5 852012.5625 158236.9375 46744.1484375 1343.0426025390625 54045991.84975267 62371536.28618307 88152489.83274622 106962454.13636994
11000.0 8.5 98339240.0 234633536.0 140579872.0 137383504.0 112927632.0 102974728.0 83190224.0 76572688.0 52219032.0 53875112.0 41177944.0 31434144.0 27854894.0 20144202.0 17936390.0 6318751.0 2342695.0 858550.875 159491.90625 47021.0390625 1343.933349609375 45196546.404918306 52051620.87894385 73043307.65538982 89409338.44355753
11000.0 8.75 84824544.0 237447488.0 144191120.0 140953776.0 112111256.0 102019864.0 82811496.0 76148632.0 52053968.0 53682632.0 41129620.0 31509530.0 27901442.0 20234990.0 18032208.0 6334192.0 2361008.0 863987.9375 160559.328125 47245.30859375 1343.5723876953125 37412764.443609804 42978624.23660258 59781652.06886617 74079759.79753368
11000.0 9.0 73106688.0 240217328.0 147511872.0 144236096.0 111337672.0 101050880.0 82377256.0 75635328.0 51835628.0 53410820.0 41016580.0 31530896.0 27899238.0 20290322.0 18095814.0 6341756.5 2376888.75 868417.625 161368.421875 47339.1953125 1335.523193359375 30697476.56997734 35156330.85256726 48434920.65355576 61057401.618896306
11000.0 9.25 63136424.0 242935472.0 150560240.0 147248752.0 110616600.0 100068632.0 81895984.0 75041328.0 51568052.0 53074896.0 40844200.0 31496558.0 27850294.0 20309594.0 18127028.0 6343769.5 2390458.25 871869.9375 162103.0625 47483.98828125 1334.3829345703125 25057508.244934976 28592962.415348317 38995387.81614888 50307445.13102447
11000.0 9.5 54811536.0 245592384.0 153385968.0 150030624.0 109963256.0 99096624.0 81380024.0 74401032.0 51256696.0 52659536.0 40605468.0 31412628.0 27751894.0 20299406.0 18131454.0 6340318.0 2402230.5 874500.8125 162740.15625 47660.1484375 1338.5611572265625 20491317.954678234 23286763.098513905 31425754.041880228 41713412.79628956
11250.0 6.5 358560480.0 212049200.0 108857560.0 106279000.0 126354904.0 113321432.0 86587712.0 77968536.0 52900788.0 53344428.0 39864852.0 29445126.0 26378764.0 18759672.0 16650436.0 6013236.5 2171255.5 798383.1875 150607.453125 45070.7578125 1339.92578125 228628095.81312126 265808446.1565208 345218959.86653495 367649571.5229363
11250.0 6.75 346810944.0 219366544.0 111951224.0 109244768.0 124538776.0 112416864.0 86429704.0 78357176.0 52995588.0 53686760.0 40197440.0 29781198.0 26622044.0 18944702.0 16806078.0 6058387.5 2188141.75 804852.875 151563.109375 45375.8359375 1350.4932861328125 209321588.05045614 243535444.71710825 327755954.7080774 357022577.4767851
11250.0 7.0 320758432.0 227529808.0 116780496.0 113888840.0 123525184.0 112033784.0 86767656.0 79099952.0 53391824.0 54337872.0 40772600.0 30307194.0 27033560.0 19248362.0 17067152.0 6130784.0 2214444.5 814082.1875 152822.53125 45706.21484375 1356.6710205078125 183996818.78021508 214061222.31584015 296961544.07500935 331001674.5335827
11250.0 7.25 278229472.0 236857088.0 123196640.0 120085296.0 123524624.0 112382496.0 87673984.0 80234936.0 54098592.0 55256380.0 41545852.0 30979214.0 27576628.0 19647128.0 17414064.0 6223900.5 2249238.25 825920.1875 154414.34375 46075.6484375 1359.3287353515625 152796455.31639317 177579022.12867892 251217426.41318643 287096565.1358694
11250.0 7.5 231314992.0 245384064.0 129991368.0 126694256.0 123585632.0 112660888.0 88512240.0 81197240.0 54750004.0 56069652.0 42251716.0 31613118.0 28093736.0 20039338.0 17761876.0 6314057.5 2285905.75 838506.1875 156172.234375 46457.22265625 1359.5367431640625 123177219.51959455 142886695.93225718 202544480.496405 237453265.54448867
11250.0 7.75 200639120.0 250528768.0 135932208.0 132523624.0 122882976.0 112144568.0 88725344.0 81518144.0 55031724.0 56474504.0 42674152.0 32058362.0 28453030.0 20338032.0 18036028.0 6380629.5 2318082.25 849693.6875 157873.609375 46827.42578125 1359.9534912109375 104440584.25423546 120993268.8712629 171525482.84335908 203669921.855281
11250.0 8.0 176915296.0 254404064.0 141262992.0 137793392.0 121983648.0 111355312.0 88687336.0 81552320.0 55146472.0 56681416.0 42946100.0 32390942.0 28719222.0 20577280.0 18260202.0 6431587.0 2346102.0 859733.8125 159492.359375 47187.234375 1361.2481689453125 90089026.82279602 104247210.19675022 147755269.57764092 176734604.47863063
11250.0 8.25 155800720.0 257919888.0 146121936.0 142614112.0 121104768.0 110496976.0 88544008.0 81443768.0 55175956.0 56770288.0 43122448.0 32647484.0 28921418.0 20776716.0 18451228.0 6472734.0 2371386.75 868587.0625 160952.53125 47459.76171875 1357.082275390625 77525920.06219086 89593417.9821706 126670663.4093607 152355903.5156593
11250.0 8.5 136388912.0 261329712.0 150572720.0 147014496.0 120299360.0 109622240.0 88331160.0 81226440.0 55142444.0 56762928.0 43221200.0 32839654.0 29069300.0 20939294.0 18611528.0 6503137.5 2394839.25 876072.6875 162383.34375 47796.19921875 1360.29833984375 66114670.858620726 76287693.21324387 107331386.74284159 129803209.68573792
11250.0 8.75 118639848.0 264714880.0 154671776.0 151063056.0 119568392.0 108745576.0 88066920.0 80916952.0 55057668.0 56679844.0 43255672.0 32976076.0 29170800.0 21067320.0 18740426.0 6525291.0 2415788.25 882438.375 163574.171875 48025.90234375 1357.8388671875 55741677.44966749 64196916.70928432 89700858.63537204 109237104.82699837
11250.0 9.0 102682520.0 268137456.0 158453520.0 154799328.0 118862728.0 107829184.0 87715896.0 80502192.0 54899140.0 56466144.0 43196128.0 33053708.0 29209974.0 21160394.0 18837464.0 6540028.5 2434187.25 887728.625 164589.390625 48212.1953125 1354.8392333984375 46423548.579285145 53340548.47370183 73925495.4580713 90943016.02334806
11250.0 9.25 88549864.0 271537248.0 161895200.0 158192736.0 118210360.0 106901784.0 87308760.0 79985600.0 54688952.0 56185660.0 43078816.0 33075672.0 29205002.0 21215178.0 18899662.0 6548131.0 2450081.0 891890.75 165495.1875 48433.25 1357.7889404296875 38186671.86137773 43749734.22315172 60096938.73059644 75050988.33577952
11250.0 9.5 76350240.0 274950720.0 165090784.0 161329936.0 117586160.0 105934760.0 86823272.0 79361376.0 54411684.0 55795508.0 42879464.0 33041700.0 29145558.0 21236618.0 18931820.0 6549875.0 2464085.25 895049.1875 166152.546875 48547.1953125 1355.223388671875 31141778.569998533 35552995.91545531 48384122.9694274 61731145.23666962
11500.0 6.5 417495392.0 232689968.0 116444968.0 113606664.0 133421808.0 119222672.0 90881904.0 81420328.0 55253620.0 55502832.0 41374516.0 30453004.0 27283990.0 19345060.0 17152932.0 6156017.5 2214093.25 812846.1875 153127.3125 45772.77734375 1356.7235107421875 279087436.73714757 324076967.2447144 408018478.15049344 426586067.2165975
11500.0 6.75 413024064.0 240255552.0 118936496.0 115993880.0 131342920.0 118204552.0 90589296.0 81756040.0 55257724.0 55743828.0 41620608.0 30716818.0 27459990.0 19483372.0 17266982.0 6189163.5 2227143.25 818214.375 153940.84375 46047.3203125 1367.3154296875 261096682.63199 303563627.0837654 396845456.6604365 424441995.35501033
11500.0 7.0 397339488.0 248366592.0 122894072.0 119803784.0 129682608.0 117383024.0 90568368.0 82263760.0 55444484.0 56188012.0 42038860.0 31127182.0 27766264.0 19717056.0 17467118.0 6243760.0 2247806.0 825750.9375 154991.546875 46336.578125 1373.947021484375 237977641.09800267 276833997.0468139 374734026.9201083 410178139.0302893
11500.0 7.25 364408480.0 257449664.0 128817696.0 125520880.0 129086416.0 117289720.0 91178904.0 83216680.0 55996936.0 56987748.0 42727720.0 31742334.0 28254576.0 20078524.0 17780456.0 6327359.0 2278812.0 836362.625 156418.234375 46675.37109375 1377.160400390625 207930004.70477042 241813039.20214248 336713096.9785067 377364267.41548467
11500.0 7.5 314099328.0 267784160.0 136247168.0 132722712.0 129452056.0 117891120.0 92308064.0 84503352.0 56824736.0 58005500.0 43578092.0 32476062.0 28852622.0 20520962.0 18168188.0 6428120.0 2317592.25 849462.375 158216.65625 47066.60546875 1377.4642333984375 172415612.71751884 200250204.6653612 283062183.5461805 325326545.933487
11500.0 7.75 264829424.0 276275936.0 143696384.0 139990864.0 129612536.0 118173192.0 93182168.0 85455000.0 57493352.0 58814416.0 44290856.0 33126492.0 29384624.0 20931854.0 18535990.0 6520067.0 2356824.75 862774.25 160136.828125 47458.8359375 1375.24609375 141841969.8619998 164438465.05407444 232193863.67615175 272907617.6632564
11500.0 8.0 232948272.0 281401088.0 150055984.0 146254096.0 129046952.0 117691384.0 93451032.0 85789640.0 57801120.0 59239148.0 44727156.0 33584952.0 29756020.0 21244702.0 18822900.0 6588028.0 2389866.25 874378.5625 161995.3125 47894.3046875 1379.110107421875 122353450.48907754 141674489.56763694 200058646.9588606 237577408.9434349
11500.0 8.25 206928320.0 285572960.0 155654704.0 151788976.0 128322192.0 116972088.0 93481040.0 85852128.0 57947632.0 59473164.0 45015532.0 33925828.0 30032948.0 21494776.0 19059158.0 6639460.0 2419042.75 884450.8125 163641.1875 48211.2734375 1375.471923828125 106595638.62617421 123290341.88471928 173962196.7616269 207902950.0469716
11500.0 8.5 183354400.0 289522816.0 160722880.0 156792080.0 127609584.0 116179304.0 93389960.0 85763856.0 58001216.0 59566808.0 45200572.0 34195304.0 30240948.0 21701508.0 19256828.0 6680132.0 2445422.75 893012.0 165198.0625 48555.42578125 1376.7379150390625 92516722.03484395 106874777.97048934 150365037.42699763 180526081.9379197
11500.0 8.75 161345984.0 293455616.0 165359520.0 161371456.0 126965704.0 115376960.0 93235520.0 85570640.0 57994640.0 59573696.0 45311732.0 34400668.0 30395802.0 21869432.0 19419480.0 6710959.5 2469007.25 900319.5625 166554.625 48834.10546875 1375.7357177734375 79495065.46440905 91698813.14772019 128368060.51248333 154773074.3536226
11500.0 9.0 140935168.0 297480288.0 169608400.0 165563936.0 126358296.0 114542624.0 92998240.0 85271664.0 57915464.0 59462736.0 45330920.0 34538592.0 30488132.0 21999608.0 19549410.0 6732413.5 2489870.25 906450.9375 167781.125 49130.1328125 1379.390869140625 67436946.11048308 77652056.54350874 107989325.98624445 130935803.25845683
11500.0 9.25 122290304.0 301615744.0 173494064.0 169386704.0 125792400.0 113686504.0 92688656.0 84869168.0 57770116.0 59251476.0 45268764.0 34611412.0 30522504.0 22091220.0 19645560.0 6746421.0 2508214.5 911337.0 168739.5 49305.33203125 1376.55517578125 56395786.42364598 64795744.150264606 89434425.02962661 109378308.65961906
11500.0 9.5 105561584.0 305797152.0 177069616.0 172898896.0 125259664.0 112794952.0 92300800.0 84346728.0 57559644.0 58943640.0 45132396.0 34626076.0 30506628.0 22145422.0 19707792.0 6753207.5 2524173.5 915164.5625 169483.5625 49404.0703125 1370.65185546875 46492345.364372656 53269100.47670138 72921579.28077069 90401107.8023905
11750.0 6.5 477931232.0 254699360.0 124576944.0 121455424.0 140518912.0 125090832.0 95183992.0 84833112.0 57612416.0 57664956.0 42893956.0 31474398.0 28202958.0 19940814.0 17665212.0 6301569.5 2258327.0 827712.9375 155586.171875 46354.140625 1361.9342041015625 334117655.08044326 387360854.3336044 473184299.1901116 486070014.97852886
11750.0 6.75 478733856.0 262581776.0 126748632.0 123531832.0 138355792.0 124091528.0 94875008.0 85207368.0 57598988.0 57886040.0 43115504.0 31712146.0 28352254.0 20058884.0 17760034.0 6329133.5 2269267.75 832482.125 156310.4375 46602.71484375 1371.7747802734375 316670550.95059264 367778427.5518834 466731085.28865 490212840.3253096
11750.0 7.0 471897728.0 270963072.0 129937240.0 126604792.0 136305616.0 123061624.0 94648728.0 85617720.0 57655032.0 58192392.0 43419808.0 32030194.0 28573562.0 20234396.0 17908882.0 6368917.0 2285196.0 838648.625 157185.859375 46853.71875 1378.388671875 295264101.6492003 343285630.618842 452221121.0628437 486168826.44506156
11750.0 7.25 450622272.0 279937312.0 134951728.0 131450368.0 134950128.0 122425720.0 94843120.0 86294656.0 57973240.0 58773948.0 43946792.0 32528964.0 28956124.0 20525984.0 18161438.0 6434959.0 2310556.0 847505.5625 158387.109375 47149.765625 1382.3095703125 267503708.5211335 311112845.0300691 423842754.13432056 466590408.38928604
11750.0 7.5 409535136.0 290060864.0 142141344.0 138412896.0 134852784.0 122674600.0 95760560.0 87462584.0 58699132.0 59728964.0 44756752.0 33240088.0 29529102.0 20951474.0 18532888.0 6531070.5 2347019.25 859758.6875 160058.421875 47524.859375 1383.91552734375 232404241.68387225 270139814.9485387 377413649.6806041 425599864.9708879
11750.0 7.75 350755360.0 301262336.0 150640368.0 146671120.0 135613664.0 123528312.0 97114384.0 88892384.0 59647592.0 60839952.0 45681888.0 34035860.0 30182078.0 21438408.0 18962792.0 6639577.0 2390234.75 874204.9375 162117.125 47964.4296875 1383.640869140625 192762905.6738035 223706082.89236706 315366808.9078273 364527968.48855895
11750.0 8.0 300998240.0 309478592.0 158551408.0 154421184.0 135830656.0 123758992.0 97985600.0 89793352.0 60308236.0 61631380.0 46383876.0 34683944.0 30714058.0 21857850.0 19340166.0 6731274.0 2430339.0 887989.875 164229.453125 48437.3203125 1385.8197021484375 162253562.8285485 187977812.4966576 264322291.8743623 311160176.5234804
11750.0 8.25 267733904.0 314707648.0 165160320.0 160929984.0 135402032.0 123299808.0 98283384.0 90110560.0 60625748.0 62053744.0 46820668.0 35143632.0 31088248.0 22174868.0 19633392.0 6797981.5 2464311.0 899567.8125 166126.40625 48842.26171875 1385.8414306640625 141863875.59480834 164168327.8176745 230797543.67490467 274049916.98768735
11750.0 8.5 239398048.0 319255488.0 170980032.0 166666896.0 134852464.0 122646232.0 98364272.0 90184752.0 60795444.0 62287876.0 47116496.0 35501020.0 31371576.0 22432824.0 19874560.0 6849635.0 2494331.75 909337.4375 167864.328125 49224.38671875 1387.125732421875 124661006.11605231 144104895.81092545 202325659.35935485 241525704.3827635
11750.0 8.75 213179280.0 323720224.0 176223248.0 171842656.0 134321120.0 121932896.0 98332584.0 90117864.0 60874364.0 62387616.0 47307156.0 35779028.0 31583366.0 22645764.0 20076178.0 6889832.0 2520726.25 917690.8125 169374.609375 49534.2578125 1386.05615234375 108922228.38349478 125762541.73453549 176003416.162691 210880603.37631166
11750.0 9.0 188407248.0 328326496.0 180987472.0 176537328.0 133828760.0 121193520.0 98221496.0 89941832.0 60882520.0 62389268.0 47413752.0 35983364.0 31733564.0 22814216.0 20239550.0 6919011.0 2544167.25 924693.625 170701.15625 49823.19140625 1386.9019775390625 94131465.42579925 108536253.54145373 151134464.97527316 181693966.71470088
11750.0 9.25 165160016.0 333160288.0 185338384.0 180816352.0 133366256.0 120417264.0 98018720.0 89657472.0 60808892.0 62255756.0 47416440.0 36114828.0 31811604.0 22940744.0 20366584.0 6939536.0 2564927.25 930353.4375 171834.046875 50077.9453125 1388.517333984375 80229263.59089419 92352520.53032823 127799929.87194128 154350658.95574433
11750.0 9.5 143653792.0 338132256.0 189308272.0 184707248.0 132945456.0 119620928.0 97746992.0 89261832.0 60673844.0 62039724.0 47348092.0 36182252.0 31838870.0 23028914.0 20459460.0 6951621.5 2582925.75 934896.25 172686.125 50171.859375 1379.8653564453125 67312332.82466225 77320705.33051924 106260795.48630041 129321474.25090356
12000.0 6.5 540706048.0 278048512.0 133125080.0 129702840.0 147607808.0 130908624.0 99471400.0 88196608.0 59960252.0 59812164.0 44406144.0 32493760.0 29122278.0 20537708.0 18179330.0 6447443.5 2303147.25 842756.6875 158233.34375 47126.1875 1383.36376953125 394114148.1365928 456046774.2308932 541386312.3081701 547111388.273435
12000.0 6.75 545727488.0 286269376.0 135147552.0 131631080.0 145443040.0 129979736.0 99195104.0 88639368.0 59961200.0 60047816.0 44631704.0 32728836.0 29265652.0 20649572.0 18266958.0 6472967.5 2312988.25 847214.9375 158912.3125 47366.10546875 1393.328857421875 377079010.0808013 437315656.62895006 538949083.8278238 556185960.1084657
12000.0 7.0 545509632.0 295074688.0 137877792.0 134261616.0 143221552.0 128910600.0 98904256.0 89061560.0 59971056.0 60306496.0 44888972.0 33002952.0 29444132.0 20793974.0 18387190.0 6504774.5 2326106.5 852561.0625 159678.359375 47593.91796875 1399.99169921875 356456887.27591115 414048723.15843606 530229265.59724313 559971165.7694161
12000.0 7.25 534875744.0 304243840.0 142000864.0 138254080.0 141304448.0 127920912.0 98797712.0 89568920.0 60110572.0 60710748.0 45276896.0 33394892.0 29729100.0 21020080.0 18582610.0 6554236.5 2346232.5 859864.9375 160678.671875 47849.48046875 1404.2205810546875 330787275.83854246 384563757.7998788 510907689.9859758 552616932.5039933
12000.0 7.5 506135072.0 314106400.0 148391024.0 144444160.0 140457696.0 127607352.0 99310600.0 90469984.0 60617012.0 61473224.0 45948708.0 34010980.0 30214168.0 21387732.0 18903634.0 6635618.0 2377689.25 870486.5625 162110.078125 48163.3984375 1404.7916259765625 297784404.7955851 346216823.9968861 474637377.5867339 525755509.5209228
12000.0 7.75 454488896.0 325554080.0 156955696.0 152753408.0 140992000.0 128302088.0 100599328.0 91900816.0 61544220.0 62598600.0 46886936.0 34820300.0 30873444.0 21878218.0 19334474.0 6744009.5 2420023.75 884531.125 164062.0625 48565.98046875 1403.0096435546875 256825358.3147306 298325482.0570304 417581077.99316543 473921013.23355985
12000.0 8.0 387869888.0 337467520.0 166363712.0 161930528.0 142048512.0 129302984.0 102101728.0 93398016.0 62566432.0 63762432.0 47852188.0 35650188.0 31558718.0 22396474.0 19794372.0 6857677.5 2466377.0 900133.75 166407.96875 49092.44921875 1405.538330078125 213827420.59869227 247915397.74563417 347838150.9467963 404258698.46749824
12000.0 8.25 339878752.0 345110432.0 174459840.0 169868144.0 142266464.0 129413296.0 102900720.0 94174936.0 63182424.0 64495292.0 48520652.0 36282408.0 32077342.0 22810414.0 20169660.0 6945930.0 2506803.5 913828.5625 168531.984375 49508.4296875 1401.716064453125 184456136.42565295 213543420.44073203 298922259.5491232 352219946.69549906
12000.0 8.5 304943136.0 350547136.0 181263520.0 176562512.0 142005424.0 129000336.0 103233304.0 94477904.0 63512496.0 64905728.0 48954692.0 36750392.0 32453188.0 23132938.0 20464700.0 7012078.5 2541288.5 925020.1875 170529.265625 49993.49609375 1407.919921875 162986668.13689235 188483053.6851953 263682556.4563466 312944257.46241283
12000.0 8.75 274204320.0 355592416.0 187217296.0 182431200.0 141626368.0 128409680.0 103354528.0 94557480.0 63693520.0 65122344.0 49239280.0 37105708.0 32730440.0 23394068.0 20709306.0 7062652.0 2570937.0 934515.375 172220.59375 50350.53515625 1407.7655029296875 144224422.92617747 166612448.3941136 232681725.12195885 277381937.18256444
12000.0 9.0 245231824.0 360745824.0 192551744.0 187680016.0 141260768.0 127768520.0 103370176.0 94508416.0 63787976.0 65221256.0 49426112.0 37379816.0 32936096.0 23604462.0 20908738.0 7099882.5 2597102.0 942473.75 173674.9375 50646.3984375 1406.5970458984375 126694925.68381245 146198862.23221594 203474782.38266674 243262139.90208304
12000.0 9.25 217497280.0 366210496.0 197390768.0 192432944.0 140924032.0 127090744.0 103293864.0 94346168.0 63801648.0 65198196.0 49515128.0 37579020.0 33071448.0 23768666.0 21066814.0 7127365.5 2620205.75 948977.5625 174865.5625 50833.86328125 1400.1907958984375 109949641.98669136 126710813.84140944 175499622.21205866 210381906.29134753
12000.0 9.5 191211360.0 371968128.0 201801504.0 196749104.0 140605296.0 126373760.0 103126584.0 94071384.0 63736308.0 65055632.0 49508700.0 37704312.0 33139488.0 23891014.0 21189908.0 7144644.5 2640380.0 954192.5 175989.5 51127.4609375 1405.9005126953125 94024093.67774603 108184577.15435521 148972860.54432178 179284639.93258083
12250.0 6.5 606442688.0 302762880.0 142035120.0 138295120.0 154675072.0 136676480.0 103739904.0 91516152.0 62294172.0 61941528.0 45908208.0 33508376.0 30038494.0 21132846.0 18692202.0 6593100.5 2348300.5 857918.75 160905.53125 47909.18359375 1405.3853759765625 459161833.59881204 530163943.5932219 613063617.4885297 610559261.8956679
12250.0 6.75 614965376.0 311302816.0 143999696.0 140164000.0 152538160.0 135824688.0 103508152.0 92023944.0 62318496.0 62200368.0 46146416.0 33748648.0 30184070.0 21244670.0 18778960.0 6618192.0 2357594.5 862200.0 161555.78125 48141.44140625 1415.190673828125 442588713.06365204 512413191.75294614 614174799.0141312 623538432.3194658
12250.0 7.0 619861952.0 320529248.0 146505344.0 142575008.0 150277968.0 134805664.0 103232728.0 92511296.0 62331456.0 62462948.0 46397764.0 34010500.0 30348474.0 21376962.0 18887072.0 6646076.0 2369119.0 867086.75 162254.515625 48351.5859375 1421.519287109375 422486097.739615 490134946.5085093 610204306.3249918 633298414.6936764
12250.0 7.25 617430848.0 330199232.0 150010992.0 145972896.0 148081696.0 133697792.0 102999664.0 92992152.0 62389440.0 62784792.0 46712936.0 34340040.0 30573994.0 21561284.0 19044806.0 6684709.0 2385583.75 873328.5 163105.328125 48569.390625 1425.1610107421875 398034038.1097399 462389352.63122743 598003871.1108203 635550016.0352685
12250.0 7.5 600710272.0 340251488.0 155445024.0 151244064.0 146550928.0 132916784.0 103144688.0 93672328.0 62686116.0 63351456.0 47235140.0 34845668.0 30957460.0 21861684.0 19306844.0 6749346.0 2411599.25 882237.5 164297.15625 48825.27734375 1425.0479736328125 367143376.1325553 426759236.0629355 571769810.4618851 622569246.1757615
12250.0 7.75 562376768.0 351234912.0 163360240.0 158925392.0 146368272.0 133049208.0 104049472.0 94842720.0 63410916.0 64310676.0 48056960.0 35578312.0 31545068.0 22305762.0 19697114.0 6846094.0 2449864.75 894905.5625 166028.625 49177.453125 1422.929931640625 328044315.5594045 381212140.4117003 525578675.70639974 586198726.8365531
12250.0 8.0 498583648.0 364112224.0 173260720.0 168562080.0 147506336.0 134145816.0 105676608.0 96493144.0 64515612.0 65581324.0 49101612.0 36467340.0 32276836.0 22853512.0 20180522.0 6965498.0 2497523.0 910722.0 168332.0 49659.19921875 1421.716552734375 281099407.36582625 326232907.9233641 456479207.8121476 521517687.3084797
