teff logg FUV NUV U u B g G3_BP V G3 r R i G3_RP I z J H Ks W1 W2 W3 H1 H2 H3 H4
5750.0 9.0 1976.9857177734375 319464.09375 5214151.0 5450391.5 8146714.0 8419180.0 7891559.0 8195027.0 6587357.0 7400446.5 6499347.0 5785373.5 5337257.0 4450795.0 4199984.5 2041717.375 972031.6875 394794.65625 82671.765625 26361.171875 927.2823486328125 734.115045710653 835.7070913098215 1221.4104178837729 1959.9448152403793
5750.0 9.25 1929.4637451171875 298920.0 5086672.5 5322838.0 8131761.0 8433337.0 7910698.0 8231812.5 6612704.0 7442264.0 6533120.0 5812672.0 5363696.5 4470215.0 4217867.5 2046572.375 971316.625 394731.90625 82738.59375 26399.8359375 930.2719116210938 718.2937357231232 817.8147503766162 1197.2346973763556 1920.3927436983226
5750.0 9.5 1865.12548828125 279789.0625 4975378.0 5210289.0 8111286.0 8441309.0 7926837.0 8264330.0 6636129.5 7483773.0 6566071.5 5838603.5 5389616.0 4488773.5 4234988.5 2050838.0 969776.4375 394446.09375 82787.0234375 26438.0390625 933.7589721679688 696.0698666522892 792.6343990132277 1162.283665046813 1863.8322919422922
6000.0 6.5 3860.053955078125 1993747.125 8841992.0 8987538.0 10099898.0 9998074.0 9180521.0 9195823.0 7334456.5 8129485.0 7038891.5 6173824.5 5697180.5 4704217.5 4426696.5 2159378.25 1051076.625 419869.03125 85861.1015625 26918.369140625 905.1202392578125 1525.0227550156126 1737.409556863335 2452.1002912973804 3920.3975727348397
6000.0 6.75 3837.274658203125 1769583.0 8813102.0 8969785.0 10140713.0 10050549.0 9231804.0 9258339.0 7380755.5 8183741.0 7087267.0 6217794.5 5735910.5 4735669.0 4455855.5 2167808.75 1050804.875 419754.15625 85989.140625 27017.232421875 913.7380981445312 1485.3699199549765 1691.5183416905859 2404.6734533795334 3841.4096356608106
6000.0 7.0 3847.703125 1548381.125 8758130.0 8928109.0 10181996.0 10107142.0 9290043.0 9332371.0 7434386.5 8249696.0 7145047.5 6269281.0 5781230.5 4771923.5 4489236.5 2176659.5 1050688.125 419911.65625 86096.7734375 27081.05859375 918.6013793945312 1469.1458634452513 1672.5538663193192 2390.495872820489 3815.8139350801916
6000.0 7.25 3878.36572265625 1341747.25 8693185.0 8877269.0 10221155.0 10160034.0 9345228.0 9402373.0 7488044.5 8314150.0 7203852.0 6323819.0 5828883.5 4810523.5 4524861.5 2184947.0 1050304.625 420118.4375 86171.9609375 27112.509765625 920.3717651367188 1467.9373344218748 1670.8975012145734 2397.641601882179 3824.378093364976
6000.0 7.5 3919.858642578125 1156836.875 8640994.0 8837348.0 10252805.0 10201825.0 9390588.0 9460355.0 7533223.5 8367965.0 7253872.0 6371086.0 5869945.5 4844253.5 4556082.5 2191883.5 1049219.375 420071.25 86261.9765625 27140.521484375 921.294677734375 1475.3213161063272 1679.113999472504 2416.9035949343547 3852.3497534017197
6000.0 7.75 3971.830078125 1004599.375 8543250.0 8752687.0 10279404.0 10244559.0 9435074.0 9521850.0 7578554.0 8423093.0 7304593.0 6418676.5 5911048.5 4877854.0 4587060.5 2199151.5 1048322.25 420086.75 86431.421875 27228.052734375 927.3629150390625 1489.4240543033377 1695.0389661446916 2445.8823674673836 3895.8083445666966
6000.0 8.0 4023.63623046875 882490.5 8394990.0 8620101.0 10306138.0 10291710.0 9480389.0 9587640.0 7624716.5 8479613.0 7355932.0 6466361.5 5952132.5 4911362.0 4617878.0 2207156.0 1047893.75 420231.09375 86610.75 27317.7265625 933.4304809570312 1505.4824493286874 1713.2558258856247 2477.5629046239337 3943.5043771270575
6000.0 8.25 4067.3583984375 786338.25 8212366.0 8454428.0 10335747.0 10344051.0 9527164.0 9656490.0 7671432.5 8536858.0 7407112.5 6513285.5 5992495.0 4944115.0 4647918.0 2216229.0 1048058.625 420532.71875 86788.8359375 27400.146484375 938.6375732421875 1520.4149506158406 1730.2402771143766 2507.202516635515 3987.7843102836855
6000.0 8.5 4096.052734375 710373.9375 8011489.5 8269695.5 10369751.0 10403991.0 9576289.0 9728884.0 7718463.0 8593478.0 7456890.0 6558274.5 6031239.0 4975448.0 4676601.0 2225964.75 1048668.0 420932.90625 86959.21875 27474.5234375 943.0647583007812 1531.5529012115194 1742.9668830784542 2530.439448330327 4021.848491711058
6000.0 8.75 4103.9423828125 650088.75 7802119.5 8073854.5 10398760.0 10463157.0 9625229.0 9803132.0 7765039.5 8652237.0 7506733.0 6601789.5 6069172.5 5005612.0 4704142.5 2235364.5 1049576.0 421389.53125 87119.2421875 27540.890625 946.78857421875 1536.3462041266855 1748.5048352563956 2543.0451780126036 4039.0388046486873
6000.0 9.0 4085.572509765625 600210.8125 7595917.5 7877739.0 10417824.0 10514993.0 9670648.0 9873572.0 7810165.0 8712817.0 7557205.5 6644701.0 6107356.5 5035285.5 4731217.0 2243980.25 1050412.75 421812.0625 87264.1875 27600.5625 950.1087036132812 1532.2180655097088 1743.9306280855901 2540.73042013306 4032.7170986747883
6000.0 9.25 4037.2734375 557540.75 7401859.0 7690182.0 10425418.0 10557226.0 9709729.0 9936136.0 7851891.5 8771642.0 7606024.5 6685921.5 6145134.5 5064125.5 4757637.0 2251616.0 1050838.25 422111.34375 87390.0 27655.01171875 953.3275146484375 1517.659361770846 1727.5212617323193 2520.8672699282824 3998.8438731130286
6000.0 9.5 3954.66552734375 519644.46875 7224949.0 7516563.0 10421550.0 10588889.0 9742927.0 9991098.0 7889716.5 8829891.0 7652929.5 6723903.5 6181457.0 5090833.5 4782129.5 2258309.75 1050466.875 422196.71875 87495.3515625 27707.66015625 956.91650390625 1490.2509952652567 1696.5047297883566 2479.4629697364962 3931.355611694356
6250.0 6.5 8450.52734375 3592629.0 11471775.0 11604270.0 12428828.0 12133329.0 10966804.0 10848780.0 8531714.0 9410748.0 8052482.5 6977680.0 6423765.5 5245916.5 4917641.0 2346630.25 1123736.0 444630.34375 89912.3359375 27998.033203125 924.6470336914062 3578.4544050924374 4076.9887191692405 5589.519720460389 8887.283262296032
6250.0 6.75 8054.91015625 3305170.0 11493884.0 11636124.0 12464263.0 12179817.0 11018324.0 10912349.0 8576231.0 9465515.0 8099427.0 7018713.5 6459665.5 5274602.0 4943922.5 2354029.5 1123217.0 444674.21875 90059.5625 28076.18359375 930.0667114257812 3303.602096995968 3763.2837353203245 5225.697297820324 8293.07909046945
6250.0 7.0 7825.77001953125 2996855.75 11507214.0 11661565.0 12511722.0 12234937.0 11077014.0 10980897.0 8629956.0 9527657.0 8156470.0 7071976.5 6505751.0 5311950.0 4978300.5 2362554.75 1123003.25 444786.5625 90204.2109375 28148.29296875 934.835693359375 3122.5633423588524 3556.2880850469874 4990.231275378249 7906.720561935125
6250.0 7.25 7717.84765625 2674375.0 11495511.0 11664455.0 12578378.0 12310873.0 11145957.0 11059165.0 8689064.0 9592538.0 8215511.0 7126656.5 6553143.5 5350316.5 5013605.0 2372800.25 1123214.0 444945.5625 90360.1875 28223.599609375 939.690185546875 3016.689526476024 3434.4675282119365 4859.360703282506 7688.772995918929
6250.0 7.5 7687.0107421875 2351298.5 11478100.0 11662267.0 12644742.0 12388103.0 11221816.0 11150266.0 8751752.0 9667877.0 8279170.0 7181541.5 6601046.5 5388381.0 5048434.5 2383124.5 1123702.75 445049.21875 90506.5859375 28295.21484375 944.3680419921875 2962.2362475404034 3371.691008302865 4799.717820426337 7585.4400943807
6250.0 7.75 7702.845703125 2040372.125 11470346.0 11667855.0 12702909.0 12453490.0 11289265.0 11229492.0 8812994.0 9738220.0 8343754.5 7241972.0 6653163.5 5430897.0 5087587.0 2392063.5 1123701.5 445327.125 90636.1171875 28364.3125 949.2150268554688 2940.1566967658014 3345.988711157772 4785.377803021826 7554.964643104942
6250.0 8.0 7756.23046875 1770880.125 11404372.0 11617113.0 12754898.0 12519375.0 11355084.0 11312206.0 8874007.0 9809661.0 8408818.0 7302476.5 6705135.0 5473185.0 5126442.0 2401310.5 1123761.625 445736.09375 90773.78125 28431.5390625 953.615478515625 2942.919319146321 3348.7477187738564 4806.524563444264 7581.07812162939
6250.0 8.25 7824.76806640625 1546202.25 11276902.0 11509161.0 12808303.0 12590950.0 11422203.0 11400001.0 8936149.0 9882779.0 8474661.0 7363137.5 6757093.0 5515358.0 5165094.0 2411088.0 1124099.875 446198.6875 90941.5234375 28464.439453125 952.9707641601562 2958.743246390426 3366.543646049101 4846.385409841227 7636.670005486313
6250.0 8.5 7891.60888671875 1365612.25 11100158.0 11355197.0 12863695.0 12667883.0 11490227.0 11491393.0 8998523.0 9956216.0 8539957.0 7422743.0 6807955.0 5556567.0 5202764.0 2421398.25 1124823.625 446755.9375 91203.890625 28581.84765625 960.0480346679688 2980.1456500764193 3390.8433999523654 4893.679208431943 7703.7308792751
6250.0 8.75 7942.0205078125 1221291.25 10887123.0 11165991.0 12918470.0 12747668.0 11557827.0 11584347.0 9060416.0 10029469.0 8604357.0 7481026.5 6857693.5 5596714.0 5239392.5 2432306.0 1125965.0 447402.125 91446.734375 28684.173828125 965.8301391601562 2999.9562121382896 3413.4319349912166 4937.349388318483 7764.814006043436
6250.0 9.0 7963.57958984375 1106554.625 10648633.0 10949768.0 12972058.0 12829394.0 11623794.0 11675361.0 9120544.0 10101268.0 8666546.0 7536515.0 6905389.0 5634854.5 5274153.0 2443726.0 1127407.625 448097.9375 91672.3671875 28775.40234375 970.7352905273438 3012.216520201251 3427.492550735204 4967.767174846855 7805.092751577355
6250.0 9.25 7939.17529296875 1011822.125 10401109.0 10721154.0 13023733.0 12915165.0 11691295.0 11770484.0 9180167.0 10174452.0 8727315.0 7588570.5 6951008.5 5670666.5 5306723.5 2455150.75 1128850.625 448771.96875 91878.6484375 28857.265625 975.0332641601562 3009.680617211225 3424.7908394575534 4973.106020585474 7806.331613183266
6250.0 9.5 7857.59521484375 931669.8125 10156444.0 10490668.0 13060018.0 12989871.0 11754428.0 11861170.0 9238620.0 10252827.0 8790635.0 7640667.5 6998232.0 5706453.5 5339265.0 2465567.75 1129884.875 449315.40625 92060.5859375 28931.81640625 979.1179809570312 2986.678482252207 3398.8508967396224 4943.975173965786 7754.412439639348
6500.0 6.5 20535.298828125 5825099.0 14437456.0 14546544.0 15037882.0 14509751.0 12943004.0 12666861.0 9839488.0 10806452.0 9147859.0 7837641.0 7199873.5 5818655.5 5434654.0 2536967.75 1194442.0 468407.34375 93803.6953125 29051.984375 945.762451171875 8973.492645882046 10205.874835422714 13525.634574364854 21502.24944216478
6500.0 6.75 18286.79296875 5513435.0 14522225.0 14640470.0 15071117.0 14547520.0 12984476.0 12711202.0 9876650.0 10845343.0 9185964.0 7875459.0 7232029.5 5845612.0 5459554.0 2543311.5 1194292.875 468632.46875 93910.859375 29077.498046875 945.9305419921875 7888.234647646621 8977.089270599208 12079.442978153284 19127.71825424359
