logTe log_g Mass e_Mass Age e_Age Teff
4.46 5.7 0.2242 0.0268 316.271 249.326 28840.318359375
4.46 5.8 0.2241 0.0267 318.780 248.950 28840.318359375
4.46 5.9 0.2269 0.0267 304.344 249.383 28840.318359375
4.46 6.0 0.2298 0.0268 289.567 249.618 28840.318359375
4.46 6.1 0.2332 0.0266 289.052 243.962 28840.318359375
4.46 6.2 0.2368 0.0259 283.297 233.065 28840.318359375
4.46 6.3 0.2415 0.0253 279.331 220.355 28840.318359375
4.46 6.4 0.2534 0.0232 225.717 198.345 28840.318359375
4.46 6.5 0.2752 0.0148 112.583 118.821 28840.318359375
4.46 6.6 0.2915 0.0106 65.627 77.701 28840.318359375
4.46 6.7 0.3066 0.0082 33.667 53.610 28840.318359375
4.46 6.8 0.3213 0.0067 25.572 31.473 28840.318359375
4.46 6.9 0.3382 0.0061 17.502 20.562 28840.318359375
4.46 7.0 0.3573 0.0056 8.366 15.462 28840.318359375
4.46 7.1 0.3780 0.0052 1.233 11.502 28840.318359375
4.46 7.2 0.3980 0.0050 8.876 7.938 28840.318359375
4.46 7.3 0.4186 0.0049 15.716 7.313 28840.318359375
4.46 7.4 0.4403 0.0051 25.496 6.580 28840.318359375
4.46 7.5 0.4642 0.0047 35.707 5.862 28840.318359375
4.46 7.6 0.5119 0.0042 59.591 5.311 28840.318359375
4.47 3.3 0.4945 0.0207 6.163 4.060 29512.078125
4.47 3.4 0.4811 0.0155 4.528 3.040 29512.078125
4.47 3.9 0.3989 0.0307 1.329 48.619 29512.078125
4.47 4.2 0.3500 0.0298 16.144 150.235 29512.078125
4.47 4.3 0.3354 0.0296 18.873 162.412 29512.078125
4.47 4.4 0.3200 0.0286 33.930 170.545 29512.078125
4.47 4.5 0.3024 0.0272 66.332 185.248 29512.078125
4.47 4.6 0.2831 0.0285 116.053 196.459 29512.078125
4.47 4.7 0.2726 0.0296 122.938 215.669 29512.078125
4.47 4.8 0.2662 0.0308 124.412 232.870 29512.078125
4.47 4.9 0.2610 0.0313 121.875 245.343 29512.078125
4.47 5.0 0.2572 0.0311 121.422 249.256 29512.078125
4.47 5.1 0.2519 0.0302 139.797 247.134 29512.078125
4.47 5.2 0.2455 0.0295 172.690 245.668 29512.078125
4.47 5.3 0.2378 0.0290 229.163 247.942 29512.078125
4.47 5.4 0.2336 0.0285 255.209 247.166 29512.078125
4.47 5.5 0.2297 0.0280 277.985 247.026 29512.078125
4.47 5.6 0.2275 0.0277 295.598 248.032 29512.078125
4.47 5.7 0.2257 0.0276 309.830 248.216 29512.078125
4.47 5.8 0.2254 0.0276 316.658 247.895 29512.078125
4.47 5.9 0.2267 0.0278 313.315 252.116 29512.078125
4.47 6.0 0.2319 0.0287 277.821 259.691 29512.078125
4.47 6.1 0.2354 0.0284 279.688 247.893 29512.078125
4.47 6.2 0.2414 0.0275 254.372 237.510 29512.078125
4.47 6.3 0.2549 0.0255 183.621 215.999 29512.078125
4.47 6.4 0.2622 0.0238 174.699 194.296 29512.078125
4.47 6.5 0.2783 0.0154 103.694 118.727 29512.078125
4.47 6.6 0.2916 0.0108 61.590 77.828 29512.078125
4.47 6.7 0.3059 0.0086 33.978 53.852 29512.078125
4.47 6.8 0.3216 0.0071 27.227 30.545 29512.078125
4.47 6.9 0.3388 0.0063 19.061 19.868 29512.078125
4.47 7.0 0.3598 0.0056 1.338 13.991 29512.078125
4.47 7.1 0.3794 0.0055 2.120 10.949 29512.078125
4.47 7.2 0.3998 0.0053 8.761 8.335 29512.078125
4.47 7.3 0.4211 0.0052 13.708 7.433 29512.078125
4.47 7.4 0.4430 0.0050 23.140 6.229 29512.078125
4.47 7.5 0.4685 0.0045 30.101 5.694 29512.078125
4.47 7.6 0.5183 0.0041 58.251 5.228 29512.078125
4.48 3.4 0.4837 0.0166 5.627 3.240 30199.517578125
4.48 3.9 0.3959 0.0336 11.329 53.037 30199.517578125
4.48 4.0 0.3799 0.0343 11.450 64.324 30199.517578125
4.48 4.1 0.3710 0.0309 3.491 132.813 30199.517578125
4.48 4.2 0.3537 0.0304 13.166 140.938 30199.517578125
4.48 4.3 0.3368 0.0302 30.675 158.824 30199.517578125
4.48 4.4 0.3238 0.0297 26.561 166.294 30199.517578125
4.48 4.5 0.3092 0.0280 36.596 180.554 30199.517578125
4.48 4.6 0.2911 0.0269 90.829 199.827 30199.517578125
4.48 4.7 0.2751 0.0293 133.853 207.033 30199.517578125
4.48 4.8 0.2628 0.0296 165.230 220.848 30199.517578125
4.48 4.9 0.2574 0.0309 164.984 236.723 30199.517578125
4.48 5.0 0.2537 0.0313 163.583 243.546 30199.517578125
4.48 5.1 0.2494 0.0309 170.178 245.175 30199.517578125
4.48 5.2 0.2452 0.0304 180.647 245.314 30199.517578125
4.48 5.3 0.2429 0.0299 186.094 244.463 30199.517578125
4.48 5.4 0.2387 0.0292 211.105 241.149 30199.517578125
4.48 5.5 0.2350 0.0289 230.486 242.213 30199.517578125
4.48 5.6 0.2327 0.0285 247.937 242.763 30199.517578125
4.48 5.7 0.2314 0.0283 260.726 242.950 30199.517578125
4.48 5.8 0.2306 0.0281 271.581 239.002 30199.517578125
4.48 5.9 0.2324 0.0278 270.230 237.900 30199.517578125
4.48 6.0 0.2367 0.0278 254.662 240.134 30199.517578125
4.48 6.1 0.2429 0.0280 229.809 238.134 30199.517578125
4.48 6.2 0.2498 0.0273 198.828 231.779 30199.517578125
4.48 6.3 0.2565 0.0266 190.095 215.481 30199.517578125
4.48 6.4 0.2644 0.0265 167.556 208.333 30199.517578125
4.48 6.5 0.2782 0.0140 101.007 104.911 30199.517578125
4.48 6.6 0.2897 0.0108 63.439 76.704 30199.517578125
4.48 6.7 0.3056 0.0087 42.014 49.361 30199.517578125
4.48 6.8 0.3219 0.0072 31.681 27.165 30199.517578125
4.48 6.9 0.3404 0.0064 17.603 19.476 30199.517578125
4.48 7.1 0.3811 0.0056 6.267 9.049 30199.517578125
4.48 7.2 0.4022 0.0055 7.983 8.466 30199.517578125
4.48 7.3 0.4240 0.0053 12.315 7.328 30199.517578125
4.48 7.4 0.4471 0.0050 19.990 6.351 30199.517578125
4.48 7.5 0.4734 0.0048 27.019 6.068 30199.517578125
4.48 7.6 0.5176 0.0042 69.710 5.379 30199.517578125
4.49 3.4 0.4815 0.0195 7.715 3.805 30902.9375
4.49 3.5 0.4864 0.0159 2.550 3.104 30902.9375
4.49 3.9 0.4115 0.0340 1.321 64.766 30902.9375
4.49 4.0 0.3902 0.0345 3.270 66.453 30902.9375
4.49 4.1 0.3716 0.0356 0.992 125.988 30902.9375
4.49 4.2 0.3568 0.0309 16.064 124.332 30902.9375
4.49 4.3 0.3391 0.0305 30.047 155.871 30902.9375
4.49 4.4 0.3246 0.0295 40.334 162.848 30902.9375
4.49 4.5 0.3117 0.0286 47.148 175.192 30902.9375
4.49 4.6 0.3001 0.0272 52.380 185.953 30902.9375
4.49 4.7 0.2863 0.0240 80.959 175.398 30902.9375
4.49 4.8 0.2657 0.0295 170.092 216.165 30902.9375
4.49 4.9 0.2552 0.0300 198.173 225.341 30902.9375
4.49 5.0 0.2494 0.0308 203.565 235.315 30902.9375
4.49 5.1 0.2460 0.0310 202.629 239.173 30902.9375
4.49 5.2 0.2440 0.0306 200.350 237.997 30902.9375
4.49 5.3 0.2423 0.0302 199.619 237.470 30902.9375
4.49 5.4 0.2398 0.0299 207.563 238.879 30902.9375
4.49 5.5 0.2365 0.0297 225.521 239.821 30902.9375
4.49 5.6 0.2345 0.0294 237.525 240.456 30902.9375
4.49 5.7 0.2343 0.0288 248.185 240.734 30902.9375
4.49 5.8 0.2335 0.0288 256.125 239.415 30902.9375
4.49 5.9 0.2352 0.0284 253.288 237.820 30902.9375
4.49 6.0 0.2383 0.0282 241.663 237.961 30902.9375
4.49 6.1 0.2458 0.0279 223.248 231.892 30902.9375
4.49 6.2 0.2490 0.0285 223.107 228.596 30902.9375
4.49 6.3 0.2565 0.0284 190.763 225.300 30902.9375
4.49 6.4 0.2633 0.0278 173.246 218.992 30902.9375
4.49 6.5 0.2759 0.0130 103.142 98.214 30902.9375
4.49 6.6 0.2895 0.0104 76.055 67.947 30902.9375
4.49 6.7 0.3059 0.0084 51.647 38.968 30902.9375
4.49 6.8 0.3230 0.0069 35.856 23.801 30902.9375
4.49 6.9 0.3447 0.0061 4.467 16.815 30902.9375
4.49 7.1 0.3837 0.0057 6.237 9.103 30902.9375
4.49 7.2 0.4049 0.0055 7.226 8.302 30902.9375
4.49 7.3 0.4276 0.0053 10.844 7.198 30902.9375
4.49 7.4 0.4521 0.0049 16.443 6.087 30902.9375
4.49 7.5 0.4827 0.0047 19.335 5.904 30902.9375
4.49 7.6 0.5250 0.0045 66.704 5.693 30902.9375
4.50 3.5 0.4985 0.0174 1.762 3.394 31622.77734375
4.50 4.1 0.3768 0.0367 5.306 83.251 31622.77734375
4.50 4.2 0.3583 0.0342 20.702 119.907 31622.77734375
4.50 4.3 0.3423 0.0302 35.085 120.332 31622.77734375
4.50 4.4 0.3294 0.0302 34.761 157.913 31622.77734375
4.50 4.5 0.3178 0.0294 29.466 166.839 31622.77734375
4.50 4.6 0.3047 0.0281 47.062 184.858 31622.77734375
4.50 4.7 0.2941 0.0259 38.219 170.863 31622.77734375
4.50 4.8 0.2789 0.0241 97.016 171.164 31622.77734375
4.50 4.9 0.2594 0.0301 192.393 219.971 31622.77734375
4.50 5.0 0.2496 0.0300 220.937 223.064 31622.77734375
4.50 5.1 0.2447 0.0302 227.269 229.869 31622.77734375
4.50 5.2 0.2428 0.0305 212.731 235.937 31622.77734375
4.50 5.3 0.2419 0.0307 200.235 240.191 31622.77734375
4.50 5.4 0.2393 0.0307 209.662 241.157 31622.77734375
4.50 5.5 0.2369 0.0306 219.651 241.699 31622.77734375
4.50 5.6 0.2349 0.0303 230.973 241.572 31622.77734375
4.50 5.7 0.2343 0.0300 237.808 241.261 31622.77734375
4.50 5.8 0.2352 0.0298 239.821 241.529 31622.77734375
4.50 5.9 0.2347 0.0299 249.536 240.200 31622.77734375
4.50 6.0 0.2342 0.0295 269.744 234.471 31622.77734375
4.50 6.1 0.2389 0.0294 265.117 231.644 31622.77734375
4.50 6.2 0.2471 0.0288 238.333 231.859 31622.77734375
4.50 6.3 0.2465 0.0284 243.849 231.136 31622.77734375
4.50 6.4 0.2604 0.0227 159.161 178.737 31622.77734375
4.50 6.5 0.2761 0.0122 112.850 86.450 31622.77734375
4.50 6.6 0.2926 0.0097 71.926 51.728 31622.77734375
4.50 6.7 0.3088 0.0077 48.771 32.274 31622.77734375
4.50 6.8 0.3288 0.0065 12.717 20.293 31622.77734375
4.50 7.1 0.3868 0.0056 5.879 8.824 31622.77734375
4.50 7.2 0.4088 0.0055 5.828 8.007 31622.77734375
4.50 7.3 0.4319 0.0053 9.645 7.141 31622.77734375
4.50 7.4 0.4581 0.0051 12.733 6.383 31622.77734375
4.50 7.5 0.4906 0.0048 16.078 6.019 31622.77734375
4.50 7.6 0.5255 0.0045 68.121 5.603 31622.77734375
4.51 4.1 0.3850 0.0384 14.421 88.599 32359.3828125
4.51 4.2 0.3651 0.0382 28.217 90.813 32359.3828125
4.51 4.3 0.3467 0.0319 43.628 80.695 32359.3828125
4.51 4.4 0.3370 0.0305 18.469 134.563 32359.3828125
4.51 4.5 0.3238 0.0298 21.280 157.793 32359.3828125
4.51 4.6 0.3110 0.0287 32.749 170.531 32359.3828125
4.51 4.7 0.3002 0.0274 28.932 179.153 32359.3828125
4.51 4.8 0.2874 0.0265 54.941 179.430 32359.3828125
4.51 4.9 0.2774 0.0253 59.147 173.422 32359.3828125
4.51 5.0 0.2534 0.0312 202.898 230.719 32359.3828125
4.51 5.1 0.2487 0.0298 207.578 223.057 32359.3828125
4.51 5.2 0.2424 0.0298 227.108 224.410 32359.3828125
4.51 5.3 0.2376 0.0301 241.068 227.432 32359.3828125
4.51 5.4 0.2326 0.0302 261.322 229.022 32359.3828125
4.51 5.5 0.2306 0.0302 268.414 230.702 32359.3828125
4.51 5.6 0.2302 0.0302 270.473 232.555 32359.3828125
4.51 5.7 0.2295 0.0300 273.820 234.089 32359.3828125
4.51 5.8 0.2313 0.0297 273.032 236.147 32359.3828125
4.51 5.9 0.2302 0.0296 285.081 235.545 32359.3828125
4.51 6.0 0.2273 0.0291 307.917 236.318 32359.3828125
4.51 6.1 0.2267 0.0286 320.926 232.350 32359.3828125
4.51 6.2 0.2313 0.0280 304.399 225.431 32359.3828125
4.51 6.3 0.2468 0.0281 226.733 224.524 32359.3828125
4.51 6.4 0.2579 0.0176 177.529 126.591 32359.3828125
4.51 6.5 0.2798 0.0114 101.181 66.961 32359.3828125
4.51 6.6 0.2965 0.0088 67.106 42.360 32359.3828125
4.51 6.7 0.3150 0.0072 23.850 27.683 32359.3828125
4.51 6.8 0.3322 0.0067 6.265 22.097 32359.3828125
4.51 7.0 0.3686 0.0060 8.717 9.610 32359.3828125
4.51 7.1 0.3900 0.0059 5.980 9.086 32359.3828125
4.51 7.2 0.4136 0.0056 1.814 7.779 32359.3828125
4.51 7.3 0.4369 0.0054 8.307 7.024 32359.3828125
4.51 7.4 0.4632 0.0051 9.984 6.347 32359.3828125
4.51 7.5 0.4923 0.0049 27.494 6.062 32359.3828125
4.51 7.6 0.5116 0.0046 76.381 5.593 32359.3828125
4.51 7.7 0.5438 0.0042 103.722 4.934 32359.3828125
4.52 3.6 0.5035 0.0001 0.097 0.001 33113.109375
4.52 4.1 0.4069 0.0386 3.742 90.557 33113.109375
4.52 4.2 0.3775 0.0394 14.092 93.877 33113.109375
4.52 4.3 0.3577 0.0376 28.788 98.257 33113.109375
4.52 4.4 0.3424 0.0324 30.279 103.783 33113.109375
4.52 4.5 0.3288 0.0302 32.723 113.424 33113.109375
4.52 4.6 0.3188 0.0297 13.795 155.440 33113.109375
4.52 4.7 0.3071 0.0287 17.749 174.030 33113.109375
4.52 4.8 0.2955 0.0272 20.201 174.733 33113.109375
4.52 4.9 0.2849 0.0264 34.546 176.752 33113.109375
4.52 5.0 0.2744 0.0259 59.076 182.957 33113.109375
4.52 5.1 0.2643 0.0253 80.250 183.694 33113.109375
4.52 5.2 0.2409 0.0307 230.585 231.153 33113.109375
4.52 5.3 0.2335 0.0292 270.789 222.583 33113.109375
4.52 5.4 0.2287 0.0288 290.882 222.332 33113.109375
4.52 5.5 0.2256 0.0288 301.979 226.464 33113.109375
4.52 5.6 0.2231 0.0287 312.096 228.535 33113.109375
4.52 5.7 0.2212 0.0287 321.500 230.546 33113.109375
4.52 5.8 0.2175 0.0281 334.878 233.109 33113.109375
4.52 5.9 0.2219 0.0284 326.178 236.999 33113.109375
4.52 6.0 0.2260 0.0287 304.039 235.941 33113.109375
4.52 6.1 0.2304 0.0288 283.012 231.007 33113.109375
4.52 6.2 0.2359 0.0285 261.095 219.075 33113.109375
4.52 6.3 0.2450 0.0280 224.243 197.207 33113.109375
4.52 6.4 0.2580 0.0164 163.895 99.188 33113.109375
4.52 6.5 0.2850 0.0095 85.105 49.357 33113.109375
4.52 6.6 0.3015 0.0083 50.534 39.418 33113.109375
4.52 6.7 0.3178 0.0075 22.388 31.191 33113.109375
4.52 6.8 0.3352 0.0070 4.296 24.378 33113.109375
4.52 7.0 0.3714 0.0060 10.178 9.719 33113.109375
4.52 7.1 0.3937 0.0059 5.070 9.054 33113.109375
4.52 7.2 0.4182 0.0057 1.085 7.708 33113.109375
4.52 7.3 0.4425 0.0054 5.571 6.597 33113.109375
4.52 7.4 0.4694 0.0053 8.013 6.414 33113.109375
4.52 7.5 0.4850 0.0050 49.803 5.969 33113.109375
4.52 7.6 0.5075 0.0047 74.418 5.508 33113.109375
4.53 3.7 0.4919 0.0001 0.150 0.001 33884.43359375
4.53 3.8 0.4720 0.0212 0.915 15.394 33884.43359375
4.53 4.4 0.3550 0.0358 10.591 119.091 33884.43359375
4.53 4.5 0.3350 0.0318 33.597 116.684 33884.43359375
4.53 4.6 0.3213 0.0298 42.630 119.548 33884.43359375
4.53 4.7 0.3090 0.0295 40.499 146.489 33884.43359375
4.53 4.8 0.3019 0.0289 10.937 170.469 33884.43359375
4.53 4.9 0.2919 0.0276 16.543 174.569 33884.43359375
4.53 5.0 0.2804 0.0268 39.619 177.579 33884.43359375
4.53 5.1 0.2689 0.0260 78.409 179.565 33884.43359375
4.53 5.2 0.2590 0.0255 112.382 179.156 33884.43359375
4.53 5.3 0.2505 0.0250 146.708 180.928 33884.43359375
4.53 5.4 0.2385 0.0298 216.012 220.076 33884.43359375
4.53 5.5 0.2335 0.0307 237.722 231.048 33884.43359375
4.53 5.6 0.2308 0.0307 246.628 233.424 33884.43359375
4.53 5.7 0.2283 0.0305 252.398 235.729 33884.43359375
4.53 5.8 0.2275 0.0301 250.544 235.236 33884.43359375
4.53 5.9 0.2255 0.0291 271.739 234.560 33884.43359375
4.53 6.0 0.2299 0.0288 251.086 224.445 33884.43359375
4.53 6.1 0.2359 0.0280 234.428 207.312 33884.43359375
4.53 6.2 0.2440 0.0266 208.062 188.172 33884.43359375
4.53 6.3 0.2554 0.0234 178.764 148.279 33884.43359375
4.53 6.4 0.2644 0.0153 154.014 92.609 33884.43359375
4.53 6.5 0.2857 0.0111 87.283 61.043 33884.43359375
4.53 6.6 0.3050 0.0091 45.995 45.426 33884.43359375
4.53 6.7 0.3210 0.0079 18.203 34.881 33884.43359375
4.53 6.8 0.3377 0.0071 3.591 26.209 33884.43359375
4.53 6.9 0.3552 0.0065 2.826 15.807 33884.43359375
4.53 7.0 0.3743 0.0061 10.305 10.011 33884.43359375
4.53 7.1 0.3977 0.0059 3.974 9.003 33884.43359375
4.53 7.2 0.4231 0.0057 0.406 7.480 33884.43359375
4.53 7.3 0.4491 0.0055 3.127 6.715 33884.43359375
4.53 7.4 0.4785 0.0052 4.085 6.244 33884.43359375
4.53 7.5 0.5003 0.0049 43.913 5.701 33884.43359375
4.53 7.6 0.5429 0.0045 51.601 4.929 33884.43359375
4.54 3.6 0.5208 0.0000 0.316 0.000 34673.68359375
4.54 3.7 0.5003 0.0001 0.245 0.000 34673.68359375
4.54 3.8 0.4808 0.0001 0.158 0.001 34673.68359375
4.54 4.5 0.3440 0.0358 22.440 136.798 34673.68359375
4.54 4.6 0.3307 0.0312 33.658 129.255 34673.68359375
4.54 4.7 0.3147 0.0300 54.726 133.321 34673.68359375
4.54 4.8 0.3010 0.0295 71.728 139.690 34673.68359375
4.54 4.9 0.2906 0.0293 70.328 158.099 34673.68359375
4.54 5.0 0.2849 0.0282 46.346 174.597 34673.68359375
4.54 5.1 0.2745 0.0271 70.593 173.653 34673.68359375
4.54 5.2 0.2651 0.0265 102.021 173.133 34673.68359375
4.54 5.3 0.2578 0.0259 118.152 172.819 34673.68359375
4.54 5.4 0.2504 0.0256 146.189 177.427 34673.68359375
4.54 5.5 0.2475 0.0255 155.372 177.072 34673.68359375
4.54 5.6 0.2442 0.0253 170.018 176.361 34673.68359375
4.54 5.7 0.2418 0.0248 181.850 174.418 34673.68359375
4.54 5.8 0.2406 0.0243 182.960 175.597 34673.68359375
4.54 5.9 0.2412 0.0234 174.874 174.813 34673.68359375
4.54 6.0 0.2450 0.0232 170.640 172.555 34673.68359375
4.54 6.1 0.2478 0.0238 175.345 163.414 34673.68359375
4.54 6.2 0.2531 0.0254 184.341 166.593 34673.68359375
4.54 6.3 0.2611 0.0256 174.388 163.232 34673.68359375
4.54 6.4 0.2708 0.0170 135.976 104.461 34673.68359375
4.54 6.5 0.2860 0.0131 84.881 75.445 34673.68359375
4.54 6.6 0.3057 0.0103 39.669 53.341 34673.68359375
4.54 6.7 0.3236 0.0086 9.586 39.315 34673.68359375
4.54 6.8 0.3399 0.0074 1.063 26.752 34673.68359375
4.54 6.9 0.3545 0.0065 18.700 11.294 34673.68359375
4.54 7.0 0.3772 0.0061 10.546 10.034 34673.68359375
4.54 7.2 0.4283 0.0056 0.175 7.376 34673.68359375
4.54 7.3 0.4577 0.0054 0.058 6.426 34673.68359375
4.54 7.5 0.5482 0.0046 25.265 5.119 34673.68359375
4.55 3.7 0.5105 0.0001 0.026 0.000 35481.35546875
4.55 3.8 0.4903 0.0001 0.029 0.001 35481.35546875
4.55 4.6 0.3355 0.0351 39.161 147.003 35481.35546875
4.55 4.7 0.3205 0.0316 54.781 141.145 35481.35546875
4.55 4.8 0.3084 0.0305 68.575 144.623 35481.35546875
4.55 4.9 0.2948 0.0295 95.030 147.521 35481.35546875
4.55 5.0 0.2830 0.0292 114.737 153.339 35481.35546875
4.55 5.1 0.2740 0.0288 125.627 156.461 35481.35546875
4.55 5.2 0.2665 0.0287 134.884 157.964 35481.35546875
4.55 5.3 0.2623 0.0282 115.822 166.466 35481.35546875
4.55 5.4 0.2574 0.0275 123.098 165.297 35481.35546875
4.55 5.5 0.2527 0.0270 137.350 166.164 35481.35546875
4.55 5.6 0.2509 0.0266 147.763 164.257 35481.35546875
4.55 5.7 0.2474 0.0266 161.116 164.516 35481.35546875
4.55 5.8 0.2449 0.0272 174.653 166.874 35481.35546875
4.55 5.9 0.2452 0.0272 184.411 169.140 35481.35546875
4.55 6.0 0.2488 0.0261 178.549 171.876 35481.35546875
4.55 6.1 0.2528 0.0256 170.950 170.657 35481.35546875
4.55 6.2 0.2582 0.0257 165.516 169.834 35481.35546875
4.55 6.3 0.2669 0.0260 149.485 167.211 35481.35546875
4.55 6.4 0.2756 0.0178 116.425 111.262 35481.35546875
4.55 6.5 0.2887 0.0146 76.659 87.212 35481.35546875
4.55 6.6 0.3054 0.0120 35.096 65.796 35481.35546875
4.55 6.7 0.3240 0.0097 5.576 46.595 35481.35546875
4.55 6.8 0.3388 0.0074 9.244 20.262 35481.35546875
4.55 6.9 0.3571 0.0065 20.574 11.372 35481.35546875
4.55 7.0 0.3810 0.0062 8.323 9.790 35481.35546875
4.55 7.2 0.4341 0.0056 0.383 7.016 35481.35546875
4.56 3.7 0.5198 0.0000 0.046 0.000 36307.80078125
4.56 3.8 0.4993 0.0001 0.078 0.000 36307.80078125
4.56 4.7 0.3282 0.0354 55.078 159.095 36307.80078125
4.56 4.8 0.3148 0.0324 66.846 153.458 36307.80078125
4.56 4.9 0.3002 0.0307 94.065 153.198 36307.80078125
4.56 5.0 0.2887 0.0297 112.669 154.162 36307.80078125
4.56 5.1 0.2790 0.0295 123.429 157.355 36307.80078125
4.56 5.2 0.2710 0.0292 133.121 157.401 36307.80078125
4.56 5.3 0.2638 0.0291 143.843 158.562 36307.80078125
4.56 5.4 0.2587 0.0289 152.270 158.312 36307.80078125
4.56 5.5 0.2554 0.0286 160.295 158.536 36307.80078125
4.56 5.6 0.2522 0.0282 170.353 159.598 36307.80078125
4.56 5.7 0.2493 0.0280 178.178 160.311 36307.80078125
4.56 5.8 0.2480 0.0277 182.317 162.261 36307.80078125
4.56 5.9 0.2481 0.0276 180.691 166.111 36307.80078125
4.56 6.0 0.2506 0.0269 181.381 164.962 36307.80078125
4.56 6.1 0.2565 0.0257 162.496 170.822 36307.80078125
4.56 6.2 0.2642 0.0261 145.492 171.486 36307.80078125
4.56 6.3 0.2717 0.0233 120.313 150.258 36307.80078125
4.56 6.4 0.2814 0.0188 86.532 117.027 36307.80078125
4.56 6.5 0.2921 0.0161 60.064 95.725 36307.80078125
4.56 6.6 0.3070 0.0137 23.224 74.518 36307.80078125
4.56 6.8 0.3355 0.0086 36.191 15.899 36307.80078125
4.56 6.9 0.3578 0.0077 22.378 13.135 36307.80078125
4.57 4.7 0.3436 0.0381 6.449 160.292 37153.5390625
4.57 4.8 0.3209 0.0352 60.125 165.683 37153.5390625
4.57 4.9 0.3049 0.0341 89.050 168.937 37153.5390625
4.57 5.0 0.2939 0.0314 105.492 157.850 37153.5390625
4.57 5.1 0.2830 0.0304 122.917 156.515 37153.5390625
4.57 5.2 0.2745 0.0302 128.515 158.324 37153.5390625
4.57 5.3 0.2677 0.0299 137.670 158.596 37153.5390625
4.57 5.4 0.2623 0.0289 146.042 154.909 37153.5390625
4.57 5.5 0.2577 0.0287 158.951 155.220 37153.5390625
4.57 5.6 0.2537 0.0288 170.034 157.078 37153.5390625
4.57 5.7 0.2512 0.0288 179.842 158.687 37153.5390625
4.57 5.8 0.2495 0.0289 183.239 160.078 37153.5390625
4.57 5.9 0.2495 0.0283 179.676 162.383 37153.5390625
4.57 6.0 0.2525 0.0277 173.324 161.610 37153.5390625
4.57 6.1 0.2585 0.0265 158.984 160.301 37153.5390625
4.57 6.2 0.2680 0.0257 127.295 167.735 37153.5390625
4.57 6.3 0.2757 0.0226 92.684 143.616 37153.5390625
4.57 6.4 0.2855 0.0195 61.360 119.251 37153.5390625
4.57 6.5 0.2963 0.0175 31.619 99.292 37153.5390625
4.57 6.6 0.3093 0.0152 6.384 75.445 37153.5390625
4.57 6.7 0.3175 0.0107 51.250 20.834 37153.5390625
4.57 6.8 0.3374 0.0100 35.793 18.173 37153.5390625
4.57 6.9 0.3631 0.0090 0.972 11.231 37153.5390625
4.58 4.0 0.4741 0.0000 0.069 0.000 38018.93359375
4.58 4.9 0.3134 0.0357 57.636 169.233 38018.93359375
4.58 5.0 0.2971 0.0348 89.713 171.905 38018.93359375
4.58 5.1 0.2876 0.0336 104.943 168.430 38018.93359375
4.58 5.2 0.2786 0.0316 120.979 159.386 38018.93359375
4.58 5.3 0.2702 0.0305 134.840 155.930 38018.93359375
4.58 5.4 0.2638 0.0301 146.495 155.940 38018.93359375
4.58 5.5 0.2576 0.0301 158.234 157.529 38018.93359375
4.58 5.6 0.2529 0.0302 170.013 158.580 38018.93359375
4.58 5.7 0.2519 0.0302 176.901 160.611 38018.93359375
4.58 5.8 0.2491 0.0300 183.818 160.387 38018.93359375
4.58 5.9 0.2497 0.0300 178.807 161.777 38018.93359375
4.58 6.0 0.2495 0.0298 168.636 162.237 38018.93359375
4.58 6.1 0.2558 0.0293 150.192 161.831 38018.93359375
4.58 6.2 0.2715 0.0263 104.068 161.684 38018.93359375
4.58 6.3 0.2803 0.0223 54.106 137.503 38018.93359375
4.58 6.5 0.2985 0.0178 6.738 93.372 38018.93359375
4.58 6.6 0.3012 0.0123 68.487 25.854 38018.93359375
4.58 6.7 0.3182 0.0118 55.038 23.481 38018.93359375
4.58 6.8 0.3401 0.0113 29.293 18.965 38018.93359375
4.59 4.0 0.4796 0.0000 0.044 0.000 38904.52734375
4.59 4.1 0.2937 0.0131 130.403 10.170 38904.52734375
4.59 4.7 0.3541 0.0363 1.143 79.064 38904.52734375
4.59 5.0 0.3077 0.0356 45.876 163.076 38904.52734375
4.59 5.1 0.2941 0.0344 71.585 164.445 38904.52734375
4.59 5.2 0.2822 0.0335 95.498 162.378 38904.52734375
4.59 5.3 0.2700 0.0337 117.920 165.756 38904.52734375
4.59 5.4 0.2640 0.0332 131.949 164.698 38904.52734375
4.59 5.5 0.2577 0.0323 152.338 160.494 38904.52734375
4.59 5.6 0.2522 0.0320 161.494 159.290 38904.52734375
4.59 5.7 0.2507 0.0316 172.380 159.254 38904.52734375
4.59 5.8 0.2503 0.0315 170.198 160.501 38904.52734375
4.59 5.9 0.2484 0.0312 169.823 159.059 38904.52734375
4.59 6.0 0.2478 0.0316 157.575 159.803 38904.52734375
4.59 6.1 0.2474 0.0333 106.222 166.169 38904.52734375
4.59 6.2 0.2577 0.0327 62.362 162.510 38904.52734375
4.59 6.4 0.2848 0.0192 23.653 93.123 38904.52734375
4.59 6.5 0.2880 0.0139 83.061 29.703 38904.52734375
4.59 6.6 0.3021 0.0136 70.538 28.564 38904.52734375
4.59 6.7 0.3279 0.0125 13.763 15.925 38904.52734375
4.59 6.8 0.3482 0.0121 1.709 15.136 38904.52734375
4.59 7.1 0.4179 0.0101 4.423 9.957 38904.52734375
