logTe log_g Mass e_Mass Age e_Age Teff
4.05 3.9 0.2405 0.0049 38.796 14.313 11220.189453125
4.05 4.0 0.2317 0.0045 49.048 14.794 11220.189453125
4.05 4.1 0.2233 0.0038 59.333 15.371 11220.189453125
4.05 4.2 0.2156 0.0034 70.179 15.599 11220.189453125
4.05 4.3 0.2086 0.0027 66.035 33.426 11220.189453125
4.05 4.4 0.2018 0.0020 77.334 32.896 11220.189453125
4.05 4.5 0.1960 0.0019 73.162 39.542 11220.189453125
4.05 4.6 0.1905 0.0018 89.345 37.853 11220.189453125
4.05 4.7 0.1856 0.0016 118.060 35.312 11220.189453125
4.05 4.8 0.1813 0.0014 160.562 33.407 11220.189453125
4.05 4.9 0.1776 0.0011 206.913 31.214 11220.189453125
4.05 5.0 0.1744 0.0006 285.316 35.153 11220.189453125
4.05 5.1 0.1717 0.0006 370.863 42.672 11220.189453125
4.05 5.2 0.1694 0.0006 489.269 61.235 11220.189453125
4.05 5.3 0.1676 0.0005 599.143 63.359 11220.189453125
4.05 5.4 0.1666 0.0005 705.834 64.241 11220.189453125
4.05 5.5 0.1661 0.0004 818.097 60.159 11220.189453125
4.05 5.6 0.1662 0.0004 930.621 54.010 11220.189453125
4.05 5.7 0.1679 0.0016 1066.192 71.753 11220.189453125
4.05 5.8 0.1689 0.0020 1164.279 86.725 11220.189453125
4.05 5.9 0.1704 0.0023 1240.759 86.320 11220.189453125
4.05 6.0 0.1711 0.0057 1273.907 88.322 11220.189453125
4.05 6.1 0.1735 0.0064 1284.406 86.301 11220.189453125
4.05 6.2 0.1810 0.0003 1310.804 15.261 11220.189453125
4.05 6.3 0.1813 0.0020 1194.631 73.171 11220.189453125
4.05 6.4 0.1853 0.0052 1131.457 124.608 11220.189453125
4.05 6.5 0.1788 0.0023 1245.590 61.461 11220.189453125
4.05 6.6 0.1910 0.0030 893.114 90.779 11220.189453125
4.05 6.7 0.2088 0.0027 722.480 82.717 11220.189453125
4.05 6.8 0.2263 0.0005 547.496 3.680 11220.189453125
4.05 6.9 0.2451 0.0003 443.464 5.880 11220.189453125
4.05 7.0 0.2615 0.0004 325.254 7.303 11220.189453125
4.05 7.1 0.2814 0.0004 289.626 18.177 11220.189453125
4.05 7.2 0.3078 0.0006 427.739 18.898 11220.189453125
4.05 7.3 0.3346 0.0005 487.145 11.787 11220.189453125
4.05 7.4 0.3623 0.0003 465.484 9.159 11220.189453125
4.05 7.5 0.3979 0.0005 601.856 17.487 11220.189453125
4.05 7.6 0.4340 0.0000 772.917 6.748 11220.189453125
4.06 3.2 0.2942 0.0019 0.221 13.548 11481.53515625
4.06 3.3 0.2858 0.0022 2.909 16.432 11481.53515625
4.06 3.4 0.2779 0.0020 6.317 15.048 11481.53515625
4.06 3.5 0.2750 0.0069 7.916 11.728 11481.53515625
4.06 3.6 0.2726 0.0030 9.340 8.410 11481.53515625
4.06 3.7 0.2597 0.0070 19.777 11.804 11481.53515625
4.06 3.8 0.2526 0.0060 29.124 11.024 11481.53515625
4.06 3.9 0.2443 0.0053 33.805 15.122 11481.53515625
4.06 4.0 0.2353 0.0046 45.637 15.577 11481.53515625
4.06 4.1 0.2268 0.0041 55.203 16.429 11481.53515625
4.06 4.2 0.2188 0.0035 65.252 16.232 11481.53515625
4.06 4.3 0.2116 0.0029 64.205 33.040 11481.53515625
4.06 4.4 0.2049 0.0022 73.482 34.492 11481.53515625
4.06 4.5 0.1984 0.0019 85.926 34.127 11481.53515625
4.06 4.6 0.1925 0.0018 102.606 33.630 11481.53515625
4.06 4.7 0.1880 0.0016 111.134 36.400 11481.53515625
4.06 4.8 0.1836 0.0015 148.522 33.403 11481.53515625
4.06 4.9 0.1797 0.0012 202.873 31.395 11481.53515625
4.06 5.0 0.1764 0.0007 269.763 32.823 11481.53515625
4.06 5.1 0.1737 0.0007 346.213 37.455 11481.53515625
4.06 5.2 0.1712 0.0007 459.416 56.561 11481.53515625
4.06 5.3 0.1695 0.0005 550.440 57.761 11481.53515625
4.06 5.4 0.1684 0.0005 646.185 57.371 11481.53515625
4.06 5.5 0.1679 0.0005 746.882 56.131 11481.53515625
4.06 5.6 0.1679 0.0004 851.374 51.529 11481.53515625
4.06 5.7 0.1694 0.0016 979.259 65.920 11481.53515625
4.06 5.8 0.1702 0.0021 1065.674 80.593 11481.53515625
4.06 5.9 0.1716 0.0024 1123.163 89.814 11481.53515625
4.06 6.0 0.1718 0.0063 1176.546 78.573 11481.53515625
4.06 6.1 0.1739 0.0069 1189.647 77.482 11481.53515625
4.06 6.2 0.1821 0.0002 1214.327 8.951 11481.53515625
4.06 6.3 0.1819 0.0021 1119.523 76.079 11481.53515625
4.06 6.4 0.1672 0.0025 1513.019 69.891 11481.53515625
4.06 6.5 0.1800 0.0022 1191.841 62.243 11481.53515625
4.06 6.6 0.1920 0.0032 858.964 87.124 11481.53515625
4.06 6.7 0.2098 0.0029 689.757 79.767 11481.53515625
4.06 6.8 0.2273 0.0025 547.242 69.124 11481.53515625
4.06 6.9 0.2461 0.0003 414.087 5.953 11481.53515625
4.06 7.0 0.2623 0.0004 299.681 7.300 11481.53515625
4.06 7.1 0.2827 0.0009 272.395 17.321 11481.53515625
4.06 7.2 0.3092 0.0005 400.028 15.697 11481.53515625
4.06 7.3 0.3361 0.0004 447.503 10.547 11481.53515625
4.06 7.4 0.3636 0.0003 431.449 7.833 11481.53515625
4.06 7.5 0.3992 0.0005 565.915 16.534 11481.53515625
4.06 7.6 0.4352 0.0000 760.680 1.077 11481.53515625
4.07 3.3 0.2892 0.0023 0.929 17.357 11748.98046875
4.07 3.4 0.2811 0.0021 4.608 15.771 11748.98046875
4.07 3.5 0.2766 0.0077 5.934 13.238 11748.98046875
4.07 3.6 0.2706 0.0070 10.980 11.195 11748.98046875
4.07 3.7 0.2684 0.0028 12.771 8.089 11748.98046875
4.07 3.8 0.2556 0.0063 25.066 9.022 11748.98046875
4.07 3.9 0.2479 0.0054 30.491 13.718 11748.98046875
4.07 4.0 0.2389 0.0048 40.549 14.671 11748.98046875
4.07 4.1 0.2302 0.0043 53.168 15.319 11748.98046875
4.07 4.2 0.2222 0.0037 61.013 16.682 11748.98046875
4.07 4.3 0.2146 0.0033 73.413 17.530 11748.98046875
4.07 4.4 0.2079 0.0026 69.558 35.506 11748.98046875
4.07 4.5 0.2015 0.0020 81.613 35.036 11748.98046875
4.07 4.6 0.1954 0.0018 96.078 34.414 11748.98046875
4.07 4.7 0.1902 0.0017 117.638 32.593 11748.98046875
4.07 4.8 0.1857 0.0016 150.929 31.419 11748.98046875
4.07 4.9 0.1820 0.0013 185.231 29.952 11748.98046875
4.07 5.0 0.1786 0.0009 243.452 29.234 11748.98046875
4.07 5.1 0.1756 0.0007 330.516 40.546 11748.98046875
4.07 5.2 0.1733 0.0007 409.684 48.173 11748.98046875
4.07 5.3 0.1716 0.0006 493.104 51.303 11748.98046875
4.07 5.4 0.1703 0.0005 586.546 48.404 11748.98046875
4.07 5.5 0.1697 0.0005 680.730 48.707 11748.98046875
4.07 5.6 0.1696 0.0004 779.680 44.836 11748.98046875
4.07 5.7 0.1710 0.0015 900.465 60.922 11748.98046875
4.07 5.8 0.1717 0.0020 985.218 81.174 11748.98046875
4.07 5.9 0.1729 0.0023 1048.993 84.010 11748.98046875
4.07 6.0 0.1729 0.0065 1084.740 83.459 11748.98046875
4.07 6.1 0.1742 0.0072 1121.428 72.363 11748.98046875
4.07 6.2 0.1750 0.0076 1081.704 83.110 11748.98046875
4.07 6.3 0.1826 0.0022 1055.871 78.376 11748.98046875
4.07 6.4 0.1688 0.0024 1446.672 69.119 11748.98046875
4.07 6.5 0.1811 0.0022 1138.965 63.129 11748.98046875
4.07 6.6 0.1929 0.0033 826.325 83.368 11748.98046875
4.07 6.7 0.2108 0.0031 658.720 76.209 11748.98046875
4.07 6.8 0.2282 0.0027 518.461 66.328 11748.98046875
4.07 6.9 0.2456 0.0022 382.989 9.790 11748.98046875
4.07 7.0 0.2630 0.0005 276.255 7.733 11748.98046875
4.07 7.1 0.2838 0.0008 254.990 14.027 11748.98046875
4.07 7.2 0.3107 0.0008 358.233 50.849 11748.98046875
4.07 7.3 0.3376 0.0004 411.254 9.417 11748.98046875
4.07 7.4 0.3649 0.0003 399.863 6.530 11748.98046875
4.07 7.5 0.4005 0.0005 531.762 15.637 11748.98046875
4.07 7.6 0.4352 0.0000 579.915 1.643 11748.98046875
4.08 3.0 0.3196 0.0020 0.033 4.733 12022.642578125
4.08 3.3 0.2926 0.0025 0.158 18.550 12022.642578125
4.08 3.4 0.2844 0.0022 2.869 16.509 12022.642578125
4.08 3.5 0.2768 0.0020 6.069 15.322 12022.642578125
4.08 3.6 0.2731 0.0073 8.964 12.024 12022.642578125
4.08 3.7 0.2664 0.0066 14.973 11.066 12022.642578125
4.08 3.8 0.2614 0.0044 20.590 8.989 12022.642578125
4.08 3.9 0.2515 0.0058 30.421 8.519 12022.642578125
4.08 4.0 0.2424 0.0051 36.665 15.470 12022.642578125
4.08 4.1 0.2337 0.0045 48.091 16.513 12022.642578125
4.08 4.2 0.2255 0.0042 60.140 16.146 12022.642578125
4.08 4.3 0.2178 0.0035 68.733 19.571 12022.642578125
4.08 4.4 0.2107 0.0030 81.819 19.986 12022.642578125
4.08 4.5 0.2047 0.0021 80.168 34.660 12022.642578125
4.08 4.6 0.1984 0.0019 91.241 34.720 12022.642578125
4.08 4.7 0.1929 0.0018 110.196 32.877 12022.642578125
4.08 4.8 0.1882 0.0016 139.726 32.094 12022.642578125
4.08 4.9 0.1841 0.0015 179.309 29.781 12022.642578125
4.08 5.0 0.1806 0.0013 230.528 27.955 12022.642578125
4.08 5.1 0.1777 0.0007 303.404 38.223 12022.642578125
4.08 5.2 0.1754 0.0007 369.579 41.675 12022.642578125
4.08 5.3 0.1736 0.0006 446.214 43.942 12022.642578125
4.08 5.4 0.1722 0.0005 532.991 41.683 12022.642578125
4.08 5.5 0.1715 0.0005 619.282 42.263 12022.642578125
4.08 5.6 0.1713 0.0005 708.347 41.450 12022.642578125
4.08 5.7 0.1725 0.0014 818.456 58.325 12022.642578125
4.08 5.8 0.1730 0.0021 899.212 79.723 12022.642578125
4.08 5.9 0.1741 0.0024 958.202 86.183 12022.642578125
4.08 6.0 0.1733 0.0071 989.211 73.860 12022.642578125
4.08 6.1 0.1746 0.0075 1007.932 71.857 12022.642578125
4.08 6.2 0.1737 0.0075 991.222 75.135 12022.642578125
4.08 6.3 0.1830 0.0026 1013.078 84.798 12022.642578125
4.08 6.4 0.1702 0.0022 1381.122 68.481 12022.642578125
4.08 6.5 0.1821 0.0021 1088.173 63.720 12022.642578125
4.08 6.6 0.1939 0.0034 794.613 79.026 12022.642578125
4.08 6.7 0.2118 0.0032 628.843 71.812 12022.642578125
4.08 6.8 0.2292 0.0029 491.161 63.504 12022.642578125
4.08 6.9 0.2465 0.0025 358.916 9.351 12022.642578125
4.08 7.0 0.2689 0.0049 346.786 91.547 12022.642578125
4.08 7.1 0.2849 0.0010 238.243 11.991 12022.642578125
4.08 7.2 0.3121 0.0008 328.734 49.807 12022.642578125
4.08 7.3 0.3391 0.0005 378.101 8.161 12022.642578125
4.08 7.4 0.3679 0.0026 397.375 40.003 12022.642578125
4.08 7.5 0.4019 0.0005 499.318 14.792 12022.642578125
4.08 7.6 0.4352 0.0000 468.061 1.651 12022.642578125
4.09 3.0 0.3236 0.0020 0.477 4.736 12302.6923828125
4.09 3.4 0.2874 0.0019 3.645 12.677 12302.6923828125
4.09 3.5 0.2797 0.0017 6.148 11.563 12302.6923828125
4.09 3.6 0.2755 0.0075 7.075 10.261 12302.6923828125
4.09 3.7 0.2694 0.0068 11.992 9.027 12302.6923828125
4.09 3.8 0.2628 0.0066 17.795 8.320 12302.6923828125
4.09 3.9 0.2559 0.0046 26.714 8.553 12302.6923828125
4.09 4.0 0.2462 0.0053 32.679 15.970 12302.6923828125
4.09 4.1 0.2376 0.0049 42.023 18.341 12302.6923828125
4.09 4.2 0.2291 0.0042 54.773 17.829 12302.6923828125
4.09 4.3 0.2212 0.0038 65.463 19.758 12302.6923828125
4.09 4.4 0.2139 0.0031 76.456 21.415 12302.6923828125
4.09 4.5 0.2072 0.0026 91.181 21.639 12302.6923828125
4.09 4.6 0.2007 0.0019 107.928 22.042 12302.6923828125
4.09 4.7 0.1957 0.0019 104.190 33.413 12302.6923828125
4.09 4.8 0.1907 0.0017 130.043 32.729 12302.6923828125
4.09 4.9 0.1865 0.0015 165.733 30.067 12302.6923828125
4.09 5.0 0.1828 0.0013 216.928 30.920 12302.6923828125
4.09 5.1 0.1798 0.0007 275.010 33.962 12302.6923828125
4.09 5.2 0.1773 0.0007 339.968 37.342 12302.6923828125
4.09 5.3 0.1754 0.0007 412.841 39.357 12302.6923828125
4.09 5.4 0.1741 0.0006 487.859 39.709 12302.6923828125
4.09 5.5 0.1732 0.0005 567.501 38.190 12302.6923828125
4.09 5.6 0.1730 0.0005 646.209 38.232 12302.6923828125
4.09 5.7 0.1738 0.0014 734.820 55.735 12302.6923828125
4.09 5.8 0.1742 0.0021 799.204 81.252 12302.6923828125
4.09 5.9 0.1752 0.0024 856.575 83.760 12302.6923828125
4.09 6.0 0.1736 0.0074 924.673 73.424 12302.6923828125
4.09 6.1 0.1746 0.0077 950.024 71.961 12302.6923828125
4.09 6.2 0.1745 0.0076 929.079 77.247 12302.6923828125
4.09 6.3 0.1772 0.0069 903.650 80.666 12302.6923828125
4.09 6.4 0.1719 0.0021 1327.728 67.691 12302.6923828125
4.09 6.5 0.1832 0.0019 1044.260 63.262 12302.6923828125
4.09 6.6 0.1948 0.0035 764.978 74.096 12302.6923828125
4.09 6.7 0.2129 0.0032 600.281 66.955 12302.6923828125
4.09 6.8 0.2302 0.0031 464.009 60.346 12302.6923828125
4.09 6.9 0.2475 0.0028 335.462 10.322 12302.6923828125
4.09 7.0 0.2704 0.0050 329.680 84.120 12302.6923828125
4.09 7.1 0.2860 0.0012 222.281 10.188 12302.6923828125
4.09 7.2 0.3135 0.0009 303.943 45.822 12302.6923828125
4.09 7.3 0.3407 0.0005 347.847 6.934 12302.6923828125
4.09 7.4 0.3711 0.0035 395.703 48.422 12302.6923828125
4.09 7.5 0.4032 0.0005 468.647 13.989 12302.6923828125
4.09 7.6 0.4374 0.0001 542.085 5.061 12302.6923828125
4.10 3.4 0.2909 0.0020 2.567 13.525 12589.2509765625
4.10 3.5 0.2828 0.0019 5.197 12.064 12589.2509765625
4.10 3.6 0.2753 0.0018 8.655 11.208 12589.2509765625
4.10 3.7 0.2722 0.0071 9.763 10.469 12589.2509765625
4.10 3.8 0.2654 0.0064 16.173 9.904 12589.2509765625
4.10 3.9 0.2579 0.0061 23.753 12.827 12589.2509765625
4.10 4.0 0.2513 0.0046 31.268 14.348 12589.2509765625
4.10 4.1 0.2414 0.0050 38.513 20.221 12589.2509765625
4.10 4.2 0.2328 0.0044 49.723 19.611 12589.2509765625
4.10 4.3 0.2248 0.0039 62.543 19.133 12589.2509765625
4.10 4.4 0.2173 0.0034 71.430 22.484 12589.2509765625
4.10 4.5 0.2104 0.0028 84.871 23.221 12589.2509765625
4.10 4.6 0.2040 0.0020 102.091 23.110 12589.2509765625
4.10 4.7 0.1980 0.0019 119.961 23.708 12589.2509765625
4.10 4.8 0.1933 0.0018 124.438 31.383 12589.2509765625
4.10 4.9 0.1889 0.0016 153.805 30.361 12589.2509765625
4.10 5.0 0.1851 0.0014 195.041 28.726 12589.2509765625
4.10 5.1 0.1819 0.0012 245.506 30.595 12589.2509765625
4.10 5.2 0.1794 0.0007 308.177 33.907 12589.2509765625
4.10 5.3 0.1775 0.0007 367.611 35.066 12589.2509765625
4.10 5.4 0.1761 0.0006 430.819 35.226 12589.2509765625
4.10 5.5 0.1751 0.0005 505.741 33.472 12589.2509765625
4.10 5.6 0.1749 0.0005 578.847 33.049 12589.2509765625
4.10 5.7 0.1755 0.0014 661.418 54.443 12589.2509765625
4.10 5.8 0.1757 0.0020 733.186 76.460 12589.2509765625
4.10 5.9 0.1765 0.0025 797.897 89.507 12589.2509765625
4.10 6.0 0.1740 0.0078 852.632 92.767 12589.2509765625
4.10 6.1 0.1737 0.0080 909.712 83.310 12589.2509765625
4.10 6.2 0.1739 0.0077 889.715 87.278 12589.2509765625
4.10 6.3 0.1771 0.0070 867.580 89.804 12589.2509765625
4.10 6.4 0.1734 0.0019 1282.173 66.156 12589.2509765625
4.10 6.5 0.1843 0.0018 1005.302 62.299 12589.2509765625
4.10 6.6 0.1966 0.0036 750.000 71.080 12589.2509765625
4.10 6.7 0.2140 0.0031 572.191 61.124 12589.2509765625
4.10 6.8 0.2313 0.0032 436.353 57.251 12589.2509765625
4.10 6.9 0.2485 0.0030 311.957 12.761 12589.2509765625
4.10 7.0 0.2720 0.0051 313.599 76.020 12589.2509765625
4.10 7.1 0.2940 0.0052 300.493 68.920 12589.2509765625
4.10 7.2 0.3150 0.0012 282.773 41.513 12589.2509765625
4.10 7.3 0.3422 0.0004 320.263 5.758 12589.2509765625
4.10 7.4 0.3728 0.0034 370.492 43.890 12589.2509765625
4.10 7.5 0.4046 0.0005 439.568 13.178 12589.2509765625
4.10 7.6 0.4352 0.0000 324.493 0.508 12589.2509765625
4.11 3.3 0.3029 0.0040 0.625 25.699 12882.4990234375
4.11 3.4 0.2946 0.0029 0.474 16.519 12882.4990234375
4.11 3.5 0.2863 0.0026 3.400 14.094 12882.4990234375
4.11 3.6 0.2784 0.0024 7.145 12.975 12882.4990234375
4.11 3.7 0.2747 0.0075 7.914 14.962 12882.4990234375
4.11 3.8 0.2685 0.0070 12.899 12.556 12882.4990234375
4.11 3.9 0.2616 0.0066 19.427 15.672 12882.4990234375
4.11 4.0 0.2535 0.0058 29.205 15.654 12882.4990234375
4.11 4.1 0.2460 0.0047 33.335 18.438 12882.4990234375
4.11 4.2 0.2367 0.0048 44.095 21.965 12882.4990234375
4.11 4.3 0.2284 0.0041 56.954 21.296 12882.4990234375
4.11 4.4 0.2206 0.0037 71.180 21.191 12882.4990234375
4.11 4.5 0.2136 0.0032 80.165 24.584 12882.4990234375
4.11 4.6 0.2072 0.0024 95.358 25.344 12882.4990234375
4.11 4.7 0.2011 0.0020 112.993 25.349 12882.4990234375
4.11 4.8 0.1957 0.0019 133.571 25.165 12882.4990234375
4.11 4.9 0.1912 0.0018 158.666 24.376 12882.4990234375
4.11 5.0 0.1873 0.0017 192.270 24.236 12882.4990234375
4.11 5.1 0.1840 0.0014 229.445 31.948 12882.4990234375
4.11 5.2 0.1816 0.0007 274.887 31.778 12882.4990234375
4.11 5.3 0.1796 0.0007 327.931 31.096 12882.4990234375
4.11 5.4 0.1781 0.0007 387.920 31.921 12882.4990234375
4.11 5.5 0.1772 0.0006 452.264 31.395 12882.4990234375
4.11 5.6 0.1768 0.0003 521.503 29.239 12882.4990234375
4.11 5.7 0.1773 0.0015 596.853 72.121 12882.4990234375
4.11 5.8 0.1773 0.0023 664.848 97.063 12882.4990234375
4.11 5.9 0.1778 0.0026 726.799 101.120 12882.4990234375
4.11 6.0 0.1737 0.0082 818.263 99.871 12882.4990234375
4.11 6.1 0.1737 0.0084 852.247 98.645 12882.4990234375
4.11 6.2 0.1727 0.0076 859.023 95.723 12882.4990234375
4.11 6.3 0.1756 0.0069 847.933 97.106 12882.4990234375
4.11 6.4 0.1745 0.0018 1235.065 67.495 12882.4990234375
4.11 6.5 0.1850 0.0017 968.682 61.990 12882.4990234375
4.11 6.6 0.1980 0.0036 730.124 66.069 12882.4990234375
4.11 6.7 0.2154 0.0033 551.123 59.597 12882.4990234375
4.11 6.8 0.2324 0.0032 407.510 53.990 12882.4990234375
4.11 6.9 0.2496 0.0031 287.884 15.972 12882.4990234375
4.11 7.0 0.2736 0.0050 297.625 67.471 12882.4990234375
4.11 7.1 0.2958 0.0051 284.420 61.647 12882.4990234375
4.11 7.2 0.3164 0.0014 258.316 36.976 12882.4990234375
4.11 7.3 0.3437 0.0004 295.105 4.701 12882.4990234375
4.11 7.4 0.3741 0.0033 343.781 38.472 12882.4990234375
4.11 7.5 0.4060 0.0005 412.096 12.384 12882.4990234375
4.11 7.6 0.4352 0.0000 241.117 0.170 12882.4990234375
4.12 3.5 0.2895 0.0027 2.708 14.803 13182.5634765625
4.12 3.6 0.2816 0.0031 5.198 19.174 13182.5634765625
4.12 3.7 0.2739 0.0032 10.271 19.032 13182.5634765625
4.12 3.8 0.2713 0.0073 10.962 14.714 13182.5634765625
4.12 3.9 0.2646 0.0068 17.110 16.284 13182.5634765625
4.12 4.0 0.2566 0.0061 26.346 17.340 13182.5634765625
4.12 4.1 0.2492 0.0056 34.753 17.483 13182.5634765625
4.12 4.2 0.2411 0.0047 37.739 22.192 13182.5634765625
4.12 4.3 0.2322 0.0046 51.183 25.307 13182.5634765625
4.12 4.4 0.2242 0.0039 65.170 24.390 13182.5634765625
4.12 4.5 0.2167 0.0035 80.920 24.216 13182.5634765625
4.12 4.6 0.2099 0.0030 98.606 23.618 13182.5634765625
4.12 4.7 0.2042 0.0020 107.087 25.935 13182.5634765625
4.12 4.8 0.1985 0.0019 127.069 25.998 13182.5634765625
4.12 4.9 0.1937 0.0018 151.712 25.492 13182.5634765625
4.12 5.0 0.1897 0.0017 183.493 26.498 13182.5634765625
4.12 5.1 0.1863 0.0015 223.369 33.501 13182.5634765625
4.12 5.2 0.1835 0.0013 262.618 32.520 13182.5634765625
4.12 5.3 0.1816 0.0007 308.526 31.730 13182.5634765625
4.12 5.4 0.1801 0.0007 360.606 31.025 13182.5634765625
4.12 5.5 0.1791 0.0007 417.161 30.266 13182.5634765625
4.12 5.6 0.1790 0.0016 480.442 29.601 13182.5634765625
4.12 5.7 0.1785 0.0019 549.098 80.305 13182.5634765625
4.12 5.8 0.1783 0.0026 608.491 104.077 13182.5634765625
4.12 5.9 0.1786 0.0029 671.898 107.723 13182.5634765625
4.12 6.0 0.1738 0.0086 766.784 116.287 13182.5634765625
4.12 6.1 0.1728 0.0082 842.795 103.057 13182.5634765625
4.12 6.2 0.1737 0.0076 843.482 100.758 13182.5634765625
4.12 6.3 0.1767 0.0067 832.610 98.726 13182.5634765625
4.12 6.4 0.1805 0.0054 649.883 142.112 13182.5634765625
4.12 6.5 0.1856 0.0015 936.533 61.966 13182.5634765625
4.12 6.6 0.1994 0.0035 709.705 60.699 13182.5634765625
4.12 6.7 0.2167 0.0033 528.391 56.181 13182.5634765625
4.12 6.8 0.2335 0.0032 377.801 51.186 13182.5634765625
4.12 6.9 0.2507 0.0031 263.475 19.187 13182.5634765625
4.12 7.0 0.2752 0.0049 281.347 58.618 13182.5634765625
4.12 7.1 0.2976 0.0050 269.429 53.843 13182.5634765625
4.12 7.2 0.3180 0.0016 242.928 32.871 13182.5634765625
4.12 7.3 0.3452 0.0004 272.191 3.943 13182.5634765625
4.12 7.4 0.3750 0.0027 313.457 29.593 13182.5634765625
4.12 7.5 0.4074 0.0005 386.111 11.510 13182.5634765625
4.12 7.6 0.4400 0.0001 401.895 4.603 13182.5634765625
4.13 3.6 0.2849 0.0035 3.864 20.698 13489.6328125
4.13 3.7 0.2768 0.0033 9.279 19.283 13489.6328125
4.13 3.8 0.2738 0.0075 9.597 16.426 13489.6328125
4.13 3.9 0.2675 0.0067 15.087 14.234 13489.6328125
4.13 4.0 0.2605 0.0065 21.761 18.048 13489.6328125
4.13 4.1 0.2521 0.0057 32.029 18.869 13489.6328125
4.13 4.2 0.2442 0.0052 37.131 23.329 13489.6328125
4.13 4.3 0.2365 0.0045 42.927 25.951 13489.6328125
4.13 4.4 0.2285 0.0042 54.218 26.143 13489.6328125
4.13 4.5 0.2203 0.0036 74.231 25.226 13489.6328125
4.13 4.6 0.2132 0.0032 91.378 24.875 13489.6328125
4.13 4.7 0.2069 0.0018 110.250 24.985 13489.6328125
4.13 4.8 0.2015 0.0019 121.477 27.535 13489.6328125
4.13 4.9 0.1964 0.0018 143.029 26.984 13489.6328125
4.13 5.0 0.1921 0.0017 170.951 26.946 13489.6328125
4.13 5.1 0.1885 0.0016 209.154 31.170 13489.6328125
4.13 5.2 0.1856 0.0014 245.957 31.913 13489.6328125
4.13 5.3 0.1837 0.0007 286.451 30.943 13489.6328125
4.13 5.4 0.1821 0.0007 333.798 30.775 13489.6328125
4.13 5.5 0.1812 0.0004 386.458 30.616 13489.6328125
4.13 5.6 0.1810 0.0017 445.426 33.594 13489.6328125
4.13 5.7 0.1804 0.0020 516.522 76.233 13489.6328125
4.13 5.8 0.1800 0.0026 580.024 100.357 13489.6328125
4.13 5.9 0.1801 0.0029 635.220 108.398 13489.6328125
4.13 6.0 0.1745 0.0080 754.568 118.076 13489.6328125
4.13 6.1 0.1750 0.0078 799.116 110.537 13489.6328125
4.13 6.2 0.1749 0.0072 832.862 103.104 13489.6328125
4.13 6.3 0.1766 0.0067 725.006 130.494 13489.6328125
4.13 6.4 0.1821 0.0055 616.384 144.121 13489.6328125
4.13 6.5 0.1863 0.0015 909.742 62.918 13489.6328125
4.13 6.6 0.2007 0.0034 689.576 56.254 13489.6328125
4.13 6.7 0.2178 0.0033 505.502 52.647 13489.6328125
4.13 6.8 0.2346 0.0031 347.633 47.778 13489.6328125
4.13 6.9 0.2545 0.0046 283.149 60.768 13489.6328125
4.13 7.0 0.2768 0.0047 265.107 49.942 13489.6328125
4.13 7.1 0.2993 0.0048 254.109 45.531 13489.6328125
4.13 7.2 0.3197 0.0018 229.514 28.358 13489.6328125
4.13 7.3 0.3483 0.0035 265.796 37.043 13489.6328125
4.13 7.4 0.3753 0.0003 279.705 7.620 13489.6328125
4.13 7.5 0.4088 0.0005 361.690 10.650 13489.6328125
4.13 7.6 0.4352 0.0000 16.580 0.287 13489.6328125
4.14 3.5 0.2965 0.0043 0.075 26.350 13803.8388671875
4.14 3.6 0.2877 0.0036 4.725 21.630 13803.8388671875
4.14 3.7 0.2800 0.0034 7.758 20.102 13803.8388671875
4.14 3.8 0.2724 0.0032 12.938 18.957 13803.8388671875
4.14 3.9 0.2702 0.0067 13.179 15.405 13803.8388671875
4.14 4.0 0.2636 0.0065 18.908 17.128 13803.8388671875
4.14 4.1 0.2558 0.0061 27.486 20.115 13803.8388671875
4.14 4.2 0.2481 0.0055 36.889 21.452 13803.8388671875
4.14 4.3 0.2395 0.0049 42.557 25.827 13803.8388671875
4.14 4.4 0.2320 0.0043 49.335 26.502 13803.8388671875
4.14 4.5 0.2243 0.0040 61.810 27.024 13803.8388671875
4.14 4.6 0.2167 0.0033 83.780 26.657 13803.8388671875
4.14 4.7 0.2101 0.0027 102.129 26.600 13803.8388671875
4.14 4.8 0.2042 0.0019 122.441 26.405 13803.8388671875
4.14 4.9 0.1989 0.0019 144.876 26.015 13803.8388671875
4.14 5.0 0.1944 0.0019 171.110 25.142 13803.8388671875
4.14 5.1 0.1908 0.0017 194.837 25.211 13803.8388671875
4.14 5.2 0.1877 0.0015 232.558 27.652 13803.8388671875
4.14 5.3 0.1854 0.0013 280.930 34.294 13803.8388671875
4.14 5.4 0.1843 0.0009 326.180 36.185 13803.8388671875
4.14 5.5 0.1835 0.0013 366.502 41.330 13803.8388671875
4.14 5.6 0.1834 0.0019 414.274 44.445 13803.8388671875
4.14 5.7 0.1827 0.0021 475.582 76.343 13803.8388671875
4.14 5.8 0.1822 0.0028 544.374 100.572 13803.8388671875
4.14 5.9 0.1822 0.0031 595.232 109.711 13803.8388671875
4.14 6.0 0.1783 0.0083 696.859 131.841 13803.8388671875
4.14 6.1 0.1776 0.0079 764.081 122.043 13803.8388671875
4.14 6.2 0.1797 0.0075 777.718 119.148 13803.8388671875
4.14 6.3 0.1796 0.0066 648.128 148.805 13803.8388671875
4.14 6.4 0.1849 0.0056 577.213 150.072 13803.8388671875
