teff FUV NUV G3 G3_BP G3_RP U B V R I u g r i z J H Ks W1 W2 W3 H1 H2 H3 H4
1550.0 7.765114235207954e-14 3.0529170089721447e-06 185.631103515625 18.374099731445312 372.7940979003906 0.015766628086566925 1.0632094144821167 15.541897773742676 147.4473419189453 624.5486450195312 0.017030779272317886 2.538863182067871 45.83613586425781 225.27894592285156 680.1973876953125 2275.903564453125 3501.158935546875 3478.798828125 1849.8719482421875 877.8207397460938 44.834747314453125 1.5104879696264276e-13 1.7872575182703842e-13 2.1317295992682118e-13 3.5079408813952795e-13
1600.0 4.090341346879578e-13 8.760663149587344e-06 265.3794860839844 29.552160263061523 524.3013916015625 0.03421652317047119 1.9382723569869995 25.549280166625977 217.386962890625 857.7147827148438 0.03706181421875954 4.508747577667236 72.33806610107422 329.345947265625 934.7759399414062 2873.2783203125 4177.16943359375 3986.87841796875 2030.322998046875 944.7466430664062 47.02046203613281 7.072315549794038e-13 8.338424674712958e-13 9.960666455267566e-13 1.635913009955693e-12
1650.0 1.951496689939214e-12 2.364190004300326e-05 371.95458984375 46.23733139038086 723.172607421875 0.07093600183725357 3.4132297039031982 40.80763626098633 313.4703369140625 1156.5255126953125 0.07700974494218826 7.740268707275391 111.10221099853516 470.6859436035156 1260.5692138671875 3577.184326171875 4931.580078125 4532.87744140625 2217.106201171875 1012.969482421875 49.21505355834961 3.021455446794271e-12 3.550856646549865e-12 4.248556515363366e-12 6.9690697673079116e-12
1700.0 8.506475038250194e-12 6.031654265825637e-05 511.9698486328125 70.54383850097656 979.8641357421875 0.1410435438156128 5.823070049285889 63.48108673095703 442.93109130859375 1533.4703369140625 0.1534048169851303 12.883056640625 166.4570770263672 658.89404296875 1670.7974853515625 4397.2041015625 5766.71044921875 5116.359375 2409.897705078125 1082.4014892578125 51.41777801513672 1.1875253361626594e-11 1.3914803756793262e-11 1.667827925554975e-11 2.7341254725746934e-11
1750.0 3.4139042287550936e-11 0.00014616055705118924 693.068359375 105.17494201660156 1306.13330078125 0.269912451505661 9.649662017822266 96.38851165771484 614.2904663085938 2002.1746826171875 0.29400596022605896 20.843887329101562 243.7903289794922 905.0375366210938 2179.77001953125 5342.63232421875 6684.4658203125 5736.77001953125 2608.389404296875 1152.9617919921875 53.62798309326172 4.325057318512862e-11 5.0541631983156734e-11 6.06970600280644e-11 9.949681694422281e-11
1800.0 1.270130389752211e-10 0.00033781208912841976 923.9757690429688 153.5232696533203 1715.0352783203125 0.4986957311630249 15.568979263305664 143.12744140625 837.4393310546875 2577.32861328125 0.5438463091850281 32.85826873779297 349.6842346191406 1221.692626953125 2802.787841796875 6422.39794921875 7686.3525390625 6393.45849609375 2812.285888671875 1224.575927734375 55.84507369995117 1.4691231087974995e-10 1.7125067160851594e-10 2.061030734626193e-10 3.379970868372681e-10
1850.0 4.40752628838581e-10 0.0007474668673239648 1214.543701171875 219.77503967285156 2220.90185546875 0.8920841217041016 24.507747650146484 208.2041778564453 1123.7037353515625 3274.598388671875 0.9737117290496826 50.57289505004883 492.0452575683594 1622.95654296875 3556.03125 7644.9931640625 8773.5078125 7085.6953125 3021.3076171875 1297.1754150390625 58.06850814819336 4.680929130466686e-10 5.44384506655045e-10 6.567374035415141e-10 1.0779386062848737e-09
1900.0 1.4343889409573762e-09 0.0015886749606579542 1575.782470703125 309.0163879394531 2839.301513671875 1.5488948822021484 37.7099609375 297.16766357421875 1485.893798828125 4110.5283203125 1.6916944980621338 76.13865661621094 680.224365234375 2124.43603515625 4456.439453125 9018.4248046875 9946.7216796875 7812.68896484375 3235.1884765625 1370.6968994140625 60.297821044921875 1.406170768746383e-09 1.631870231275598e-09 1.973841836247634e-09 3.2437889137417216e-09
1950.0 4.399433262136654e-09 0.0032532215118408203 2019.8837890625 427.33984375 3586.984375 2.6161463260650635 56.81341552734375 416.7439880371094 1938.3336181640625 5102.4287109375 2.8585221767425537 112.3134536743164 925.1248168945312 2743.213134765625 5521.5791015625 10550.1728515625 11206.46484375 8573.6005859375 3453.677490234375 1445.0821533203125 62.53257751464844 4.001010129714137e-09 4.634028251893987e-09 5.621318017077871e-09 9.252470659669332e-09
2000.0 1.2773326396597895e-08 0.0064358944073319435 2560.233642578125 581.9492797851562 4481.81103515625 4.3073248863220215 83.93618774414062 574.96923828125 2496.873779296875 6268.26025390625 4.707412242889404 162.57386779785156 1239.29541015625 3497.79052734375 6769.51220703125 12247.1552734375 12552.91796875 9367.5556640625 3676.536865234375 1520.277587890625 64.7723617553711 1.0827265241477038e-08 1.2517312564761528e-08 1.523204613873461e-08 2.5117641749903638e-08
2050.0 3.524694491829905e-08 0.01233076024800539 3211.413330078125 781.2612915039062 5542.67041015625 6.925568103790283 121.77265930175781 781.3172607421875 3178.8828125 7626.51171875 7.569210052490234 231.2342529296875 1637.006103515625 4408.0146484375 8218.6611328125 14115.720703125 13986.001953125 10193.6572265625 3903.5419921875 1596.2332763671875 67.017333984375 2.7970463129774537e-08 3.228140492050259e-08 3.941692084388525e-08 6.513363569456017e-08
2100.0 9.277206203250898e-08 0.02293115295469761 3989.19384765625 1035.002197265625 6789.38623046875 10.892488479614258 173.69830322265625 1046.8201904296875 4003.225830078125 9196.0771484375 11.903565406799316 323.5716857910156 2134.30615234375 5494.98828125 9887.673828125 16161.630859375 15505.4013671875 11050.994140625 4134.4814453125 1672.9031982421875 69.266357421875 6.921031576624883e-08 7.975116691754844e-08 9.773822027621588e-08 1.6187188660726994e-07
2150.0 2.336757631837827e-07 0.041476137936115265 4910.52001953125 1354.29736328125 8242.6171875 16.783334732055664 243.882568359375 1384.1788330078125 4990.2216796875 10996.1357421875 18.336862564086914 445.9549865722656 2749.0615234375 6780.96240234375 11795.3046875 18390.05859375 17110.587890625 11938.6435546875 4369.1552734375 1750.2451171875 71.51981353759766 1.6453267143419532e-07 1.8931350352267112e-07 2.3292590686218288e-07 3.8669893132469206e-07
2200.0 5.649423542308796e-07 0.07309878617525101 5993.4833984375 1751.75390625 9923.748046875 25.369131088256836 337.4082336425781 1807.861572265625 6161.58642578125 13046.0302734375 27.707550048828125 605.9758911132812 3500.973876953125 8289.2216796875 13960.27734375 20805.599609375 18800.849609375 12855.6875 4607.375 1828.219482421875 73.77558898925781 3.768269203888705e-07 4.32993375415333e-07 5.349740901578436e-07 8.90394316809297e-07
2250.0 1.3145196362529532e-06 0.12574611604213715 7257.29541015625 2241.5341796875 11854.7802734375 37.666351318359375 460.3962707519531 2334.188720703125 7540.36572265625 15365.15234375 41.11940383911133 812.5801391601562 4411.578125 10043.958984375 16401.18359375 23412.283203125 20575.31640625 13801.208984375 4848.96435546875 1906.7900390625 76.03660583496094 8.335451123091687e-07 9.565826085480154e-07 1.187108073890885e-06 1.980904495911883e-06
2300.0 2.9510663352994015e-06 0.21145707368850708 8722.2431640625 2839.41943359375 14058.21875 54.99456787109375 620.1345825195312 2981.40380859375 9150.8486328125 17972.833984375 60.003177642822266 1076.197265625 5504.22509765625 12070.1435546875 19136.369140625 26213.576171875 22432.97265625 14774.30078125 5093.755859375 1985.9227294921875 78.29938507080078 1.784868041263468e-06 2.0459528259867403e-06 2.5507804294499353e-06 4.267597118592737e-06
2350.0 6.406553893611999e-06 0.3481031656265259 10409.650390625 3562.8623046875 16556.95703125 79.04244232177734 825.2086181640625 3769.72412109375 11018.4814453125 20888.2421875 86.18689727783203 1408.865234375 6804.03759765625 14393.388671875 22183.8359375 29212.421875 24372.68359375 15774.076171875 5341.59228515625 2065.5859375 80.56869506835938 3.7074804803013794e-06 4.245258606629904e-06 5.318346899221504e-06 8.921192241807085e-06
2400.0 1.3477413631335367e-05 0.5617154836654663 12341.8251953125 4431.029296875 19374.166015625 111.9421615600586 1085.6326904296875 4721.380859375 13169.759765625 24130.2890625 121.97493743896484 1824.3509521484375 8337.8583984375 17039.81640625 25561.1640625 32411.248046875 26393.21484375 16799.650390625 5592.32470703125 2145.7509765625 82.83643341064453 7.484716480716583e-06 8.561982596387456e-06 1.0779985727472946e-05 1.812945720661127e-05
2450.0 2.752672298811376e-05 0.8895429968833923 14542.0029296875 5464.833984375 22533.185546875 156.35243225097656 1412.97998046875 5860.6357421875 15632.126953125 27717.5390625 170.23580932617188 2338.2626953125 10134.1796875 20035.919921875 29285.419921875 35811.99609375 28493.2421875 17850.173828125 5845.814453125 2226.390380859375 85.10855102539062 1.4711422625693178e-05 1.6813702179798257e-05 2.1278717079222687e-05 3.587602204074482e-05
2500.0 5.468036397360265e-05 1.3840065002441406 17034.294921875 6686.953125 26057.4140625 215.54981994628906 1820.5089111328125 7213.7861328125 18433.853515625 31668.1328125 234.49851989746094 2968.151611328125 12223.05078125 23408.42578125 33373.09375 39416.15625 30671.37109375 18924.806640625 6101.9296875 2307.478515625 87.38288879394531 2.819764459553426e-05 3.220073148064768e-05 4.096775562754287e-05 6.92394385084947e-05
2550.0 0.00010581337119219825 2.1177358627319336 19843.619140625 8121.8369140625 29970.208984375 293.5281982421875 2323.2861328125 8809.1484375 21603.927734375 35999.71484375 319.0570068359375 3733.606201171875 14635.98828125 27184.1796875 37840.0546875 43224.76953125 32926.15625 20022.73046875 6360.546875 2388.991943359375 89.66107177734375 5.278252658345548e-05 6.023101724406282e-05 7.704368654542883e-05 0.00013051222272609557
2600.0 0.00019977048214059323 3.1898951530456543 22995.650390625 9795.708984375 34294.796875 395.1058349609375 2938.3017578125 10677.029296875 25171.94140625 40729.37890625 429.0821228027344 4656.33251953125 17405.865234375 31390.009765625 42701.48046875 47238.4921875 35256.09765625 21143.154296875 6621.54833984375 2470.90869140625 91.94027709960938 9.662192616003423e-05 0.00011018283192444456 0.00014171212515112961 0.000240582944810494
2650.0 0.00036847160663455725 4.7340192794799805 26516.73828125 11736.5498046875 39054.1640625 526.0394287109375 3684.57763671875 12849.6767578125 29167.955078125 45873.59765625 570.7406616210938 5760.22265625 20566.791015625 36052.61328125 47971.828125 51457.59375 37659.6640625 22285.310546875 6884.82373046875 2553.20849609375 94.2229995727539 0.00017318601378139736 0.00019737363548517046 0.000255260405319085 0.0004342283479673905
2700.0 0.0006648365524597466 6.927606105804443 30433.85546875 13974.0751953125 44270.99609375 693.14453125 4583.26708984375 15361.2255859375 33622.3984375 51448.1953125 751.3199462890625 7071.41064453125 24153.990234375 41198.44140625 53664.80078125 55881.9921875 40135.30078125 23448.451171875 7150.26953125 2635.871337890625 96.50491333007812 0.00030430101209615284 0.0003466137426868274 0.000450771450943846 0.0007682358086357762
2750.0 0.00117484200745821 10.0037202835083 34774.5234375 16539.70703125 49967.5859375 904.4213256835938 5657.744140625 18247.619140625 38565.9453125 57468.3046875 979.3583984375 8618.3115234375 28203.67578125 46853.609375 59793.3359375 60511.2890625 42681.44140625 24631.859375 7417.78759765625 2718.879638671875 98.79077911376953 0.0005247006337716745 0.0005973744483130547 0.0007812296528726483 0.0013336496931432684
2800.0 0.002035526093095541 14.264866828918457 39566.7421875 19466.51953125 56165.76171875 1169.1844482421875 6933.6796875 21546.525390625 44029.39453125 63948.328125 1264.7784423828125 10431.6533203125 32752.91015625 53043.78515625 66369.5546875 65344.78515625 45296.50390625 25834.833984375 7687.28515625 2802.216552734375 101.07897186279297 0.0008887251310822844 0.0010113943948299514 0.001330054728063176 0.0022739160658720296
2850.0 0.0034614019095897675 20.09941291809082 44838.9375 22789.205078125 62886.828125 1498.197021484375 8439.109375 25297.240234375 50043.58203125 70901.9296875 1619.0240478515625 12544.4833984375 37839.4765625 59794.1171875 73404.8125 70381.515625 47978.90625 27056.705078125 7958.67431640625 2885.8662109375 103.36771392822266 0.0014800282874601624 0.0016836993908541796 0.0022264728236695073 0.003811338573409143
2900.0 0.005782560911029577 28.000852584838867 50619.88671875 26544.005859375 70151.5078125 1903.806396484375 10204.4892578125 29540.58203125 56639.2578125 78341.9921875 2055.19873046875 14992.1767578125 43501.73828125 67129.140625 80909.6171875 75620.265625 50727.0703125 28296.81640625 8231.873046875 2969.8134765625 105.65848541259766 0.002425435018325281 0.0027583418995243865 0.0036676111226578286 0.0062850723145531405
2950.0 0.009498783387243748 38.59014892578125 56938.64453125 30768.654296875 77979.8984375 2400.080322265625 12262.7294921875 34318.78515625 63846.984375 86280.640625 2588.204345703125 17812.41015625 49778.515625 75072.7265625 88893.6953125 81059.609375 53539.42578125 29554.55078125 8506.8017578125 3054.044921875 107.95159149169922 0.003914456388665421 0.004450559740886163 0.005949801986758001 0.01020484190564772
3000.0 0.015355232171714306 52.64145278930664 63824.49609375 35502.29296875 86391.40625 3002.944580078125 14649.228515625 39675.375 71697.0546875 94729.203125 3234.878173828125 21045.146484375 56708.9453125 83648.0 97365.9765625 86697.8984375 56414.41796875 30829.298828125 8783.3876953125 3138.546875 110.24531555175781 0.006226393811637716 0.007077565985603238 0.009512359655078037 0.016325936322758083
3050.0 0.024446848779916763 71.11150360107422 71306.8828125 40785.41796875 95404.734375 3730.317626953125 17401.888671875 45655.03125 80219.40625 103698.2421875 4014.129638671875 24732.587890625 64332.33984375 92877.3046875 106334.59375 92533.3203125 59350.50390625 32120.48046875 9061.5595703125 3223.307373046875 112.54096984863281 0.009767534694691323 0.011100807620874798 0.01499795692308703 0.02575239812254398
3100.0 0.03836040198802948 95.17283630371094 79415.3515625 46659.7734375 105037.84375 4602.24365234375 20561.109375 52303.4921875 89443.53125 113197.5078125 4947.0712890625 28919.119140625 72688.09375 102782.1484375 115806.890625 98563.8828125 62346.171875 33427.53515625 9341.251953125 3308.31494140625 114.8379898071289 0.015121558243648492 0.017183236099810057 0.02333495697974289 0.04007729496401121
