LOGL LOGTEFF T_c Ro_c Hc Hec Con_s Con_c LogedadMyr Mass Mdot modelo LogLpp LogLcno LogLHe LogLCC intdSdt LogLnu Log_MHtot Log_HeBuf Masa_HFC Masa_HeFC log_g RR_sun LHergs SepFaseergs Teff Age
2.625859 5.471155 2.283013 7.994738 0.0 0.0 0.0 0.0 2.292128073322954 1.15919 -33.0 897104 -99.0 -99.0 -99.0 -99.0 6747.003 3.8008712 -5.7506164 -3.9979015 1.1591757 1.1585626 8.715953 0.0078155 0.0 -0.0 295906.8371655578 0.0026285752111618876
2.761429 5.54254 2.320981 8.287361 0.0 0.0 0.0 0.0 2.292128079414765 1.22573 -33.0 897102 -99.0 -99.0 -99.0 -99.0 9871.268 3.968056 -5.7315171 -5.5624066 1.225721 1.2254414 8.8901687 0.0065761 0.0 -0.0 348770.70562505204 0.002631323676013153
2.477304 5.409091 2.237638 7.778451 0.0 0.0 0.0 0.0 2.292128174874496 1.0984 -33.0 897081 -99.0 -99.0 -99.0 -99.0 3531.278 3.5091457 -5.7927093 -5.0415394 1.0983927 1.0973901 8.5928619 0.0087661 0.0 -0.0 256502.14426054567 0.002674392600141573
2.771931 5.601949 2.368881 8.682644 0.0 0.0 0.0 0.0 2.292128194221784 1.2919 -33.0 897143 -99.0 -99.0 -99.0 -99.0 9447.042 3.9470598 -5.7341955 -5.0252459 1.2918904 1.2917515 9.1401362 0.0050629 0.0 -0.0 399897.7862708964 0.0026831215895128935
2.7547 5.54121 2.319391 8.288132 0.0 0.0 0.0 0.0 2.292128246003621 1.22573 -33.0 897103 -99.0 -99.0 -99.0 -99.0 9568.513 3.9540994 -5.731516 -5.5626759 1.2257209 1.2254414 8.8915762 0.0065655 0.0 -0.0 347704.25071188394 0.002706484199705983
2.762315 5.599908 2.36777 8.683267 0.0 0.0 0.0 0.0 2.29212832600291 1.2919 -33.0 897144 -99.0 -99.0 -99.0 -99.0 9160.094 3.9334088 -5.7341945 -5.0248444 1.2918904 1.2917515 9.1415872 0.0050545 0.0 -0.0 398022.8453269067 0.0027425777914515947
2.618609 5.469718 2.280724 7.995595 0.0 0.0 0.0 0.0 2.292128339637951 1.15919 -33.0 897105 -99.0 -99.0 -99.0 -99.0 6526.353 3.7859438 -5.750615 -3.9979203 1.1591756 1.1585626 8.7174569 0.007802 0.0 -0.0 294929.3542963385 0.002748729566860675
2.747878 5.539855 2.317821 8.288888 0.0 0.0 0.0 0.0 2.292128415304737 1.22573 -33.0 897104 -99.0 -99.0 -99.0 -99.0 9276.308 3.9402042 -5.7315152 -5.5629408 1.2257208 1.2254414 8.8929787 0.0065549 0.0 -0.0 346621.1030662356 0.0027828684535791126
2.752611 5.597841 2.366665 8.683879 0.0 0.0 0.0 0.0 2.292128460110951 1.2919 -33.0 897145 -99.0 -99.0 -99.0 -99.0 8882.198 3.9197792 -5.7341932 -5.0249174 1.2918902 1.2917515 9.1430248 0.0050461 0.0 -0.0 396132.97905101185 0.0028030838551842407
2.740922 5.538469 2.316257 8.289639 0.0 0.0 0.0 0.0 2.292128588875748 1.22573 -33.0 897105 -99.0 -99.0 -99.0 -99.0 8991.932 3.9262544 -5.7315142 -5.5632035 1.2257206 1.2254414 8.8943919 0.0065442 0.0 -0.0 345516.66567036614 0.0028611792036485895
2.742811 5.59575 2.365565 8.684485 0.0 0.0 0.0 0.0 2.29212859691207 1.2919 -33.0 897146 -99.0 -99.0 -99.0 -99.0 8612.662 3.9061499 -5.7341918 -5.0249901 1.29189 1.2917515 9.1444603 0.0050378 0.0 -0.0 394230.2995422325 0.002864804984909597
2.611268 5.46826 2.278467 7.996444 0.0 0.0 0.0 0.0 2.292128612352917 1.15919 -33.0 897106 -99.0 -99.0 -99.0 -99.0 6313.147 3.7710309 -5.7506134 -3.9979393 1.1591754 1.1585626 8.7189653 0.0077884 0.0 -0.0 293940.88674628595 0.002871771497410691
2.732932 5.593638 2.364471 8.685085 0.0 0.0 0.0 0.0 2.29212873624102 1.2919 -33.0 897147 -99.0 -99.0 -99.0 -99.0 8351.884 3.8925555 -5.7341904 -5.0250626 1.2918899 1.2917515 9.1458913 0.0050295 0.0 -0.0 392317.78815123095 0.002927666626789005
2.733853 5.537056 2.314706 8.290381 0.0 0.0 0.0 0.0 2.292128765973651 1.22573 -33.0 897106 -99.0 -99.0 -99.0 -99.0 8716.377 3.9123113 -5.7315132 -5.5634627 1.2257205 1.2254414 8.8958085 0.0065335 0.0 -0.0 344394.3357471434 0.002941081228442499
2.722993 5.591509 2.363385 8.685677 0.0 0.0 0.0 0.0 2.292128877866588 1.2919 -33.0 897148 -99.0 -99.0 -99.0 -99.0 8099.832 3.8790115 -5.7341889 -5.0246616 1.2918898 1.2917515 9.1473151 0.0050213 0.0 -0.0 390399.2727717438 0.0029915644641391737
2.603833 5.466779 2.276239 7.997283 0.0 0.0 0.0 0.0 2.292128891586373 1.15919 -33.0 897107 -99.0 -99.0 -99.0 -99.0 6106.995 3.7561223 -5.7506119 -3.9979585 1.1591752 1.1585626 8.7204774 0.0077749 0.0 -0.0 292940.21771912277 0.0029977544818109436
2.726708 5.535623 2.313175 8.291111 0.0 0.0 0.0 0.0 2.292128945822303 1.22573 -33.0 897107 -99.0 -99.0 -99.0 -99.0 8450.844 3.8984525 -5.7315122 -5.5620513 1.2257203 1.2254414 8.8972209 0.0065229 0.0 -0.0 343259.84338572103 0.003022224353856018
2.713 5.589364 2.362307 8.686259 0.0 0.0 0.0 0.0 2.292129021698266 1.2919 -33.0 897149 -99.0 -99.0 -99.0 -99.0 7856.293 3.8655238 -5.7341877 -5.0247327 1.2918895 1.2917515 9.1487277 0.0050131 0.0 -0.0 388475.82708848786 0.0030564576634617424
2.455674 5.404587 2.232513 7.780095 0.0 0.0 0.0 0.0 2.292129123138908 1.0984 -33.0 897082 -99.0 -99.0 -99.0 -99.0 3304.122 3.479587 -5.7927071 -5.0418282 1.0983922 1.0973901 8.596476 0.0087297 0.0 -0.0 253855.7471310372 0.0031022251171464177
2.719438 5.534161 2.311653 8.291834 0.0 0.0 0.0 0.0 2.292129129854378 1.22573 -33.0 897108 -99.0 -99.0 -99.0 -99.0 8192.844 3.884565 -5.7315111 -5.5623013 1.2257202 1.2254414 8.8986408 0.0065123 0.0 -0.0 342106.24333521334 0.003105254967806559
2.702869 5.587186 2.361228 8.686837 0.0 0.0 0.0 0.0 2.292129169068395 1.2919 -33.0 897150 -99.0 -99.0 -99.0 -99.0 7618.947 3.8519742 -5.7341862 -5.0248038 1.2918894 1.2917515 9.150145 0.0050049 0.0 -0.0 386532.48606227967 0.0031229473441953814
2.596301 5.465275 2.27404 7.998114 0.0 0.0 0.0 0.0 2.29212917745803 1.15919 -33.0 897108 -99.0 -99.0 -99.0 -99.0 5907.777 3.7412278 -5.7506103 -3.9979777 1.159175 1.1585626 8.7219932 0.0077613 0.0 -0.0 291927.49455915287 0.0031267325364296994
2.692791 5.585014 2.360168 8.6874 0.0 0.0 0.0 0.0 2.292129317166387 1.2919 -33.0 897151 -99.0 -99.0 -99.0 -99.0 7392.1 3.8386286 -5.7341847 -5.0248736 1.2918893 1.2917515 9.1515377 0.0049969 0.0 -0.0 384604.1800194435 0.0031897654411352505
2.712034 5.532666 2.310139 8.292552 0.0 0.0 0.0 0.0 2.292129318110438 1.22573 -33.0 897109 -99.0 -99.0 -99.0 -99.0 7942.365 3.8706584 -5.7315103 -5.5625484 1.22572 1.2254414 8.9000663 0.0065016 0.0 -0.0 340930.6135089453 0.0031901913733634046
2.588669 5.463747 2.271869 7.998936 0.0 0.0 0.0 0.0 2.292129470159284 1.15919 -33.0 897109 -99.0 -99.0 -99.0 -99.0 5715.084 3.7263357 -5.7506115 -3.9979536 1.1591748 1.1585626 8.723512 0.0077478 0.0 -0.0 290902.19618915394 0.0032587920202615805
2.682157 5.582719 2.359065 8.687982 0.0 0.0 0.0 0.0 2.292129475124146 1.2919 -33.0 897152 -99.0 -99.0 -99.0 -99.0 7162.208 3.8246849 -5.7341831 -5.0244756 1.2918891 1.2917515 9.1529896 0.0049886 0.0 -0.0 382577.1257132654 0.0032610320425021655
2.704499 5.531141 2.308632 8.293265 0.0 0.0 0.0 0.0 2.292129510946842 1.22573 -33.0 897110 -99.0 -99.0 -99.0 -99.0 7698.656 3.8567018 -5.7315093 -5.5627929 1.2257199 1.2254414 8.9015007 0.0064909 0.0 -0.0 339735.55476046406 0.0032771943530747194
2.671909 5.580502 2.358014 8.688532 0.0 0.0 0.0 0.0 2.292129628934104 1.2919 -33.0 897153 -99.0 -99.0 -99.0 -99.0 6949.31 3.8113722 -5.7341818 -5.0245443 1.2918889 1.2917515 9.1543712 0.0049806 0.0 -0.0 380629.1104590011 0.0033304272844816296
2.696944 5.529607 2.307156 8.293961 0.0 0.0 0.0 0.0 2.292129705112938 1.22573 -33.0 897111 -99.0 -99.0 -99.0 -99.0 7465.713 3.8429455 -5.7315083 -5.5630308 1.2257197 1.2254414 8.9029187 0.0064803 0.0 -0.0 338537.66935391596 0.003364797295887456
2.580937 5.462195 2.269725 7.999749 0.0 0.0 0.0 0.0 2.292129769817913 1.15919 -33.0 897110 -99.0 -99.0 -99.0 -99.0 5528.814 3.711453 -5.7506104 -3.9979731 1.1591746 1.1585626 8.725035 0.0077342 0.0 -0.0 289864.47989341425 0.0033939905898989764
2.661571 5.578263 2.356968 8.689075 0.0 0.0 0.0 0.0 2.292129785706072 1.2919 -33.0 897154 -99.0 -99.0 -99.0 -99.0 6742.814 3.7980699 -5.7341802 -5.0246128 1.2918888 1.2917515 9.1557497 0.0049727 0.0 -0.0 378671.8313384924 0.003401158937180071
2.689219 5.528034 2.305679 8.294654 0.0 0.0 0.0 0.0 2.29212990496731 1.22573 -33.0 897112 -99.0 -99.0 -99.0 -99.0 7237.965 3.8290764 -5.7315073 -5.5632672 1.2257196 1.2254414 8.9043507 0.0064696 0.0 -0.0 337313.7152052969 0.00345496668916212
2.651115 5.575993 2.355922 8.689614 0.0 0.0 0.0 0.0 2.292129945904824 1.2919 -33.0 897155 -99.0 -99.0 -99.0 -99.0 6542.035 3.784745 -5.7341785 -5.0246811 1.2918887 1.2917515 9.1571282 0.0049649 0.0 -0.0 376697.7272849774 0.0034734366969360053
2.573098 5.460617 2.267607 8.000554 0.0 0.0 0.0 0.0 2.292130076611866 1.15919 -33.0 897111 -99.0 -99.0 -99.0 -99.0 5348.721 3.6965793 -5.7506092 -3.9979928 1.1591745 1.1585626 8.7265623 0.0077206 0.0 -0.0 288813.1744176129 0.003532408538006848
2.640529 5.573691 2.354878 8.690149 0.0 0.0 0.0 0.0 2.292130109751225 1.2919 -33.0 897156 -99.0 -99.0 -99.0 -99.0 6346.662 3.7713854 -5.7341768 -5.0242806 1.2918885 1.2917515 9.1585072 0.004957 0.0 -0.0 374706.30429558846 0.003547360214412265
2.681333 5.526422 2.304204 8.295343 0.0 0.0 0.0 0.0 2.292130110108981 1.22573 -33.0 897113 -99.0 -99.0 -99.0 -99.0 7015.972 3.8151335 -5.7315065 -5.5618429 1.2257194 1.2254414 8.9057921 0.0064589 0.0 -0.0 336064.00598086696 0.0035475216250802077
2.434099 5.400089 2.227538 7.781706 0.0 0.0 0.0 0.0 2.292130117876616 1.0984 -33.0 897083 -99.0 -99.0 -99.0 -99.0 3091.983 3.4500722 -5.7927041 -5.0421033 1.0983918 1.0973901 8.6000562 0.0086938 0.0 -0.0 251240.12453286687 0.003551026194060114
2.629868 5.571369 2.353839 8.690677 0.0 0.0 0.0 0.0 2.292130276386322 1.2919 -33.0 897157 -99.0 -99.0 -99.0 -99.0 6157.59 3.758066 -5.7341753 -5.0243479 1.2918883 1.2917515 9.1598785 0.0049492 0.0 -0.0 372708.2447749113 0.0036225419522111224
2.673401 5.524798 2.302753 8.296021 0.0 0.0 0.0 0.0 2.292130317733674 1.22573 -33.0 897114 -99.0 -99.0 -99.0 -99.0 6802.613 3.8013138 -5.7315055 -5.5620698 1.2257193 1.2254414 8.9072256 0.0064482 0.0 -0.0 334809.6755269676 0.003641196884814235
2.565159 5.459014 2.265513 8.001352 0.0 0.0 0.0 0.0 2.292130390746822 1.15919 -33.0 897112 -99.0 -99.0 -99.0 -99.0 5174.461 3.681703 -5.7506083 -3.9980126 1.1591743 1.1585626 8.7280904 0.007707 0.0 -0.0 287749.1172596489 0.003674138668912974
2.619193 5.56904 2.352815 8.691196 0.0 0.0 0.0 0.0 2.292130444754237 1.2919 -33.0 897158 -99.0 -99.0 -99.0 -99.0 5975.744 3.7448722 -5.7341735 -5.0244143 1.2918882 1.2917515 9.1612372 0.0049414 0.0 -0.0 370714.86431104306 0.0036985055251363974
2.665355 5.523146 2.30131 8.296692 0.0 0.0 0.0 0.0 2.292130529813755 1.22573 -33.0 897115 -99.0 -99.0 -99.0 -99.0 6595.657 3.7874912 -5.7315046 -5.5622934 1.2257191 1.2254414 8.9086627 0.0064376 0.0 -0.0 333538.5220388779 0.003736882354530735
2.608393 5.566679 2.351792 8.691712 0.0 0.0 0.0 0.0 2.292130616689207 1.2919 -33.0 897159 -99.0 -99.0 -99.0 -99.0 5799.095 3.7316717 -5.7341717 -5.0244805 1.291888 1.2917515 9.1625952 0.0049337 0.0 -0.0 368704.9769898152 0.0037760784981344386
2.557094 5.457381 2.263444 8.00214 0.0 0.0 0.0 0.0 2.292130712357772 1.15919 -33.0 897113 -99.0 -99.0 -99.0 -99.0 5005.855 3.6668262 -5.7506071 -3.9979892 1.1591741 1.1585626 8.7296227 0.0076934 0.0 -0.0 286669.1772548359 0.00381924189477445
2.657133 5.521452 2.299869 8.29736 0.0 0.0 0.0 0.0 2.292130747707413 1.22573 -33.0 897116 -99.0 -99.0 -99.0 -99.0 6393.63 3.773576 -5.7315073 -5.5625148 1.225719 1.2254414 8.9101117 0.0064268 0.0 -0.0 332240.0626530026 0.0038351908201548213
2.597476 5.564289 2.350772 8.692223 0.0 0.0 0.0 0.0 2.292130792053278 1.2919 -33.0 897160 -99.0 -99.0 -99.0 -99.0 5627.535 3.7184681 -5.7341698 -5.0240795 1.2918878 1.2917515 9.1639512 0.004926 0.0 -0.0 366681.50061714835 0.003855198631640633
2.648821 5.519736 2.298441 8.29802 0.0 0.0 0.0 0.0 2.292130969627598 1.22573 -33.0 897117 -99.0 -99.0 -99.0 -99.0 6198.348 3.7597059 -5.7315068 -5.5627322 1.2257188 1.2254377 8.9115586 0.0064161 0.0 -0.0 330929.8938479466 0.003935316010085899
2.586492 5.56188 2.349761 8.692727 0.0 0.0 0.0 0.0 2.292130970008376 1.2919 -33.0 897161 -99.0 -99.0 -99.0 -99.0 5461.817 3.7053347 -5.7341678 -5.0241444 1.2918877 1.2917515 9.1652978 0.0049184 0.0 -0.0 364653.17560822505 0.003935487808291782
2.548923 5.455722 2.261398 8.00292 0.0 0.0 0.0 0.0 2.29213104160435 1.15919 -33.0 897114 -99.0 -99.0 -99.0 -99.0 4842.758 3.6519518 -5.7506059 -3.9980093 1.1591739 1.1585626 8.7311577 0.0076799 0.0 -0.0 285576.1931684012 0.003967790245894776
2.412553 5.395588 2.222702 7.783287 0.0 0.0 0.0 0.0 2.292131161338164 1.0984 -33.0 897084 -99.0 -99.0 -99.0 -99.0 2893.758 3.4205902 -5.792701 -5.0414969 1.0983913 1.0973901 8.6036003 0.0086584 0.0 -0.0 248649.73458980696 0.004021811368744466
2.574748 5.559299 2.348695 8.693254 0.0 0.0 0.0 0.0 2.292131162022966 1.2919 -33.0 897162 -99.0 -99.0 -99.0 -99.0 5291.91 3.6914583 -5.7341661 -5.0242127 1.2918875 1.2917515 9.1667181 0.0049103 0.0 -0.0 362492.4787902184 0.0040221203355770285
2.640431 5.517999 2.297029 8.298672 0.0 0.0 0.0 0.0 2.292131195127869 1.22573 -33.0 897118 -99.0 -99.0 -99.0 -99.0 6009.768 3.7458933 -5.7315059 -5.5612956 1.2257187 1.2254377 8.9130025 0.0064055 0.0 -0.0 329608.95322392153 0.004037056503392478
2.563304 5.556779 2.347673 8.693756 0.0 0.0 0.0 0.0 2.292131350536029 1.2919 -33.0 897163 -99.0 -99.0 -99.0 -99.0 5133.272 3.6781028 -5.734164 -5.0238134 1.2918874 1.2917515 9.1680829 0.0049026 0.0 -0.0 360395.2015748165 0.0041071730923647465
2.540627 5.454031 2.259372 8.003688 0.0 0.0 0.0 0.0 2.292131378674838 1.15919 -33.0 897115 -99.0 -99.0 -99.0 -99.0 4684.807 3.6370632 -5.750605 -3.9980295 1.1591738 1.1585626 8.7326905 0.0076663 0.0 -0.0 284466.4152720579 0.004119868678770899
2.631511 5.516148 2.295561 8.299346 0.0 0.0 0.0 0.0 2.292131436368619 1.22573 -33.0 897119 -99.0 -99.0 -99.0 -99.0 5818.541 3.7314421 -5.7315049 -5.5615127 1.2257185 1.2254377 8.9145166 0.0063943 0.0 -0.0 328207.12133158074 0.00414589879437699
2.551905 5.554265 2.346668 8.694247 0.0 0.0 0.0 0.0 2.292131540059006 1.2919 -33.0 897164 -99.0 -99.0 -99.0 -99.0 4981.516 3.6649444 -5.7341619 -5.0238771 1.2918872 1.2917515 9.1694263 0.0048951 0.0 -0.0 358315.00887271814 0.004192681536295595
2.622752 5.514325 2.294149 8.299993 0.0 0.0 0.0 0.0 2.292131674954578 1.22573 -33.0 897120 -99.0 -99.0 -99.0 -99.0 5639.051 3.7174455 -5.731504 -5.5617193 1.2257184 1.2254377 8.9159841 0.0063835 0.0 -0.0 326832.3224308871 0.0042535433640296105
2.53221 5.452311 2.25737 8.004449 0.0 0.0 0.0 0.0 2.292131723658089 1.15919 -33.0 897116 -99.0 -99.0 -99.0 -99.0 4532.074 3.6221826 -5.7506038 -3.9980499 1.1591735 1.1585626 8.7342282 0.0076528 0.0 -0.0 283342.02929801337 0.004275517290068365
2.540377 5.551719 2.345665 8.694734 0.0 0.0 0.0 0.0 2.292131733596936 1.2919 -33.0 897165 -99.0 -99.0 -99.0 -99.0 4834.006 3.6517723 -5.7341596 -5.0234782 1.291887 1.2917515 9.1707685 0.0048875 0.0 -0.0 356220.5747254678 0.004280001474057826
2.614072 5.512514 2.292776 8.300619 0.0 0.0 0.0 0.0 2.292131913063578 1.22573 -33.0 897121 -99.0 -99.0 -99.0 -99.0 5468.748 3.7037504 -5.7315033 -5.5619177 1.2257181 1.2254377 8.9174203 0.006373 0.0 -0.0 325472.2753154677 0.0043609727995885805
2.528665 5.549127 2.344659 8.695218 0.0 0.0 0.0 0.0 2.292131932058402 1.2919 -33.0 897166 -99.0 -99.0 -99.0 -99.0 4690.036 3.6385294 -5.7341574 -5.0235412 1.2918869 1.2917515 9.1721132 0.0048799 0.0 -0.0 354100.87506389886 0.004369542840265694
2.523678 5.450564 2.255389 8.005203 0.0 0.0 0.0 0.0 2.292132076912652 1.15919 -33.0 897117 -99.0 -99.0 -99.0 -99.0 4384.308 3.6073046 -5.7506025 -3.9980272 1.1591733 1.1585626 8.7357711 0.0076392 0.0 -0.0 282204.54244321963 0.004434897857692022
2.516961 5.546533 2.343666 8.695693 0.0 0.0 0.0 0.0 2.292132132560715 1.2919 -33.0 897167 -99.0 -99.0 -99.0 -99.0 4551.621 3.625417 -5.734155 -5.0236031 1.2918866 1.2917515 9.1734414 0.0048725 0.0 -0.0 351992.16774193494 0.00446000503248456
2.605155 5.510649 2.291393 8.301246 0.0 0.0 0.0 0.0 2.292132159363597 1.22573 -33.0 897122 -99.0 -99.0 -99.0 -99.0 5301.51 3.6898857 -5.7315024 -5.562115 1.225718 1.2254377 8.9188784 0.0063623 0.0 -0.0 324077.5895816388 0.004472097901015104
2.391035 5.391086 2.217998 7.784843 0.0 0.0 0.0 0.0 2.292132255713848 1.0984 -33.0 897085 -99.0 -99.0 -99.0 -99.0 2708.592 3.3911543 -5.7926978 -5.041746 1.0983909 1.0973685 8.6071109 0.0086234 0.0 -0.0 246085.48600859073 0.004515569012653486
2.505227 5.543928 2.34268 8.696162 0.0 0.0 0.0 0.0 2.292132335988741 1.2919 -33.0 897168 -99.0 -99.0 -99.0 -99.0 4417.882 3.6123708 -5.7341531 -5.0226059 1.2918865 1.2917515 9.1747564 0.0048651 0.0 -0.0 349887.15578342264 0.00455178728412875
2.596084 5.508748 2.290016 8.301869 0.0 0.0 0.0 0.0 2.292132411403631 1.22573 -33.0 897123 -99.0 -99.0 -99.0 -99.0 5138.846 3.6759805 -5.7315015 -5.5606682 1.2257178 1.2254377 8.9203422 0.0063516 0.0 -0.0 322662.132673693 0.004585812835074421
2.515027 5.448788 2.253429 8.005952 0.0 0.0 0.0 0.0 2.292132438639338 1.15919 -33.0 897118 -99.0 -99.0 -99.0 -99.0 4241.316 3.5924247 -5.7506014 -3.9980479 1.1591731 1.1585626 8.7373184 0.0076256 0.0 -0.0 281052.8541488033 0.004598100992325271
2.493315 5.54128 2.341691 8.69663 0.0 0.0 0.0 0.0 2.292132544813492 1.2919 -33.0 897169 -99.0 -99.0 -99.0 -99.0 4287.267 3.5992482 -5.7341507 -5.0226661 1.2918863 1.2917515 9.1760759 0.0048577 0.0 -0.0 347760.29853239545 0.0046460044642344656
2.587047 5.506848 2.288671 8.302477 0.0 0.0 0.0 0.0 2.292132664164872 1.22573 -33.0 897124 -99.0 -99.0 -99.0 -99.0 4983.899 3.6623259 -5.7315005 -5.5608535 1.2257177 1.2254377 8.9217817 0.0063411 0.0 -0.0 321253.5976964882 0.00469985322803268
2.481348 5.538616 2.340706 8.697092 0.0 0.0 0.0 0.0 2.29213275735897 1.2919 -33.0 897170 -99.0 -99.0 -99.0 -99.0 4160.722 3.5861546 -5.7341482 -5.0227258 1.2918861 1.2917515 9.1773866 0.0048504 0.0 -0.0 345633.63594929175 0.004741900401626253
2.506239 5.446979 2.251488 8.006693 0.0 0.0 0.0 0.0 2.292132809110049 1.15919 -33.0 897119 -99.0 -99.0 -99.0 -99.0 4102.923 3.5775405 -5.7506001 -3.9980707 1.1591729 1.1585626 8.7388714 0.007612 0.0 -0.0 279884.5980160604 0.004765249379886427
2.577774 5.504894 2.287319 8.303089 0.0 0.0 0.0 0.0 2.292132925300931 1.22573 -33.0 897125 -99.0 -99.0 -99.0 -99.0 4831.701 3.6485002 -5.7314998 -5.5610374 1.2257175 1.2254377 8.9232393 0.0063304 0.0 -0.0 319811.44377776165 0.004817672227147796
2.469615 5.536 2.33975 8.697539 0.0 0.0 0.0 0.0 2.292132968465544 1.2919 -33.0 897171 -99.0 -99.0 -99.0 -99.0 4040.986 3.5733986 -5.7341457 -5.0223796 1.291886 1.2917515 9.1786572 0.0048433 0.0 -0.0 343557.9478998743 0.004837147183138768
2.49733 5.445142 2.249567 8.007427 0.0 0.0 0.0 0.0 2.292133188455025 1.15919 -33.0 897120 -99.0 -99.0 -99.0 -99.0 3968.958 3.5626498 -5.7505988 -3.9961609 1.1591728 1.1585626 8.740429 0.0075983 0.0 -0.0 278703.2287486552 0.004936401792150491
2.457382 5.533269 2.338761 8.697996 0.0 0.0 0.0 0.0 2.292133191483359 1.2919 -33.0 897172 -99.0 -99.0 -99.0 -99.0 3920.582 3.56019 -5.7341435 -5.0224385 1.2918858 1.2917515 9.1799661 0.004836 0.0 -0.0 341404.31040144904 0.004937768112853291
2.56831 5.502895 2.285966 8.303699 0.0 0.0 0.0 0.0 2.292133193502774 1.22573 -33.0 897126 -99.0 -99.0 -99.0 -99.0 4683.263 3.6345979 -5.7314988 -5.5612188 1.2257174 1.2254377 8.9247079 0.0063197 0.0 -0.0 318342.776677885 0.004938679230434673
2.36952 5.386576 2.213414 7.786369 0.0 0.0 0.0 0.0 2.292133403697528 1.0984 -33.0 897086 -99.0 -99.0 -99.0 -99.0 2535.399 3.3617288 -5.7926949 -5.0343491 1.0983904 1.0973685 8.6105827 0.008589 0.0 -0.0 243543.19546509997 0.00503351471340352
2.445399 5.530591 2.3378 8.698438 0.0 0.0 0.0 0.0 2.292133413147166 1.2919 -33.0 897173 -99.0 -99.0 -99.0 -99.0 3806.658 3.5473181 -5.734141 -5.0220934 1.2918856 1.2917515 9.181235 0.004829 0.0 -0.0 339305.57857036876 0.005037778193752729
2.558679 5.500857 2.284617 8.304304 0.0 0.0 0.0 0.0 2.292133468184897 1.22573 -33.0 897127 -99.0 -99.0 -99.0 -99.0 4538.869 3.6206528 -5.7314977 -5.559766 1.2257171 1.2254377 8.926183 0.006309 0.0 -0.0 316852.3992417326 0.005062610076521423
2.4883 5.443274 2.247664 8.008154 0.0 0.0 0.0 0.0 2.292133576886751 1.15919 -33.0 897121 -99.0 -99.0 -99.0 -99.0 3839.323 3.5477594 -5.7505979 -3.996138 1.1591725 1.1585626 8.7419896 0.0075847 0.0 -0.0 277507.03674369684 0.005111654108105768
2.433101 5.527837 2.336823 8.698885 0.0 0.0 0.0 0.0 2.292133643809356 1.2919 -33.0 897174 -99.0 -99.0 -99.0 -99.0 3693.837 3.5341901 -5.7341403 -5.0221507 1.2918853 1.2917515 9.1825192 0.0048218 0.0 -0.0 337160.7412772533 0.005141848211337674
2.548883 5.498778 2.283273 8.304906 0.0 0.0 0.0 0.0 2.29213374933838 1.22573 -33.0 897128 -99.0 -99.0 -99.0 -99.0 4398.519 3.6066739 -5.7314966 -5.559939 1.2257169 1.2254377 8.927663 0.0062983 0.0 -0.0 315339.2279515443 0.0051894607466067555
2.420741 5.525067 2.335847 8.699328 0.0 0.0 0.0 0.0 2.292133879282229 1.2919 -33.0 897175 -99.0 -99.0 -99.0 -99.0 3584.241 3.5210524 -5.7341376 -5.0218071 1.2918852 1.2917515 9.1837993 0.0048147 0.0 -0.0 335017.1193347588 0.005248088766933279
2.47915 5.441378 2.245779 8.008876 0.0 0.0 0.0 0.0 2.292133974634444 1.15919 -33.0 897122 -99.0 -99.0 -99.0 -99.0 3713.845 3.5328629 -5.7505966 -3.996158 1.1591723 1.1585626 8.7435563 0.007571 0.0 -0.0 276298.1646099185 0.005291109757081358
2.538986 5.496672 2.281942 8.3055 0.0 0.0 0.0 0.0 2.29213403525745 1.22573 -33.0 897129 -99.0 -99.0 -99.0 -99.0 4262.938 3.5927495 -5.7314959 -5.5577601 1.2257168 1.2254377 8.9291375 0.0062876 0.0 -0.0 313813.7726693961 0.005318461635795302
2.408861 5.522402 2.334915 8.699748 0.0 0.0 0.0 0.0 2.292134108861554 1.2919 -33.0 897176 -99.0 -99.0 -99.0 -99.0 3482.445 3.5084888 -5.734135 -5.0218606 1.291885 1.2917515 9.1850166 0.004808 0.0 -0.0 332967.61857589945 0.005351670329247327
2.528979 5.494538 2.280622 8.306086 0.0 0.0 0.0 0.0 2.292134326287394 1.22573 -33.0 897130 -99.0 -99.0 -99.0 -99.0 4131.848 3.5788679 -5.7314948 -5.5565131 1.2257166 1.2254377 8.9306094 0.006277 0.0 -0.0 312275.56298711774 0.005449768534731447
2.396661 5.519661 2.333965 8.700175 0.0 0.0 0.0 0.0 2.292134348338219 1.2919 -33.0 897177 -99.0 -99.0 -99.0 -99.0 3381.318 3.4956428 -5.7341327 -5.0211201 1.2918848 1.2917515 9.1862538 0.0048011 0.0 -0.0 330872.74921432306 0.005459717430312594
2.469878 5.439453 2.243913 8.009592 0.0 0.0 0.0 0.0 2.292134381958118 1.15919 -33.0 897123 -99.0 -99.0 -99.0 -99.0 3592.428 3.5179651 -5.7505954 -3.9961781 1.1591721 1.1585626 8.7451268 0.0075573 0.0 -0.0 275076.18973045336 0.005474886063751683
2.384171 5.516852 2.332998 8.700606 0.0 0.0 0.0 0.0 2.292134597551188 1.2919 -33.0 897178 -99.0 -99.0 -99.0 -99.0 3281.154 3.4825385 -5.7341298 -5.0211741 1.2918847 1.2917515 9.1875081 0.0047942 0.0 -0.0 328739.58305730746 0.0055721574209144364
