Teff log_g Mass Mbol BC U B V R I J H Ks Y J_1 H_1 K W1 W2 W3 W4 S36 S45 S58 S80 u g r i z g_1 r_1 i_1 z_1 y G2 G2_BP G2_RP G3 G3_BP G3_RP FUV NUV Age
5250.0 8.0 0.569 14.678 -0.142 15.271 15.484 14.82 14.395 13.968 13.616 13.429 13.407 13.777 13.579 13.409 13.383 13.517 13.584 13.415 13.083 13.536 13.581 13.588 13.534 16.103 15.143 14.606 14.429 14.378 15.053 14.602 14.426 14.378 14.38 14.592 14.946 14.061 14.61 14.969 14.076 23.85 18.788 5073.0
5500.0 8.0 0.57 14.474 -0.118 14.924 15.199 14.592 14.201 13.809 13.501 13.325 13.285 13.647 13.465 13.305 13.26 13.345 13.395 13.224 12.956 13.36 13.392 13.391 13.335 15.755 14.88 14.403 14.259 14.231 14.798 14.4 14.256 14.228 14.242 14.388 14.705 13.893 14.406 14.73 13.909 23.02 18.267 4166.0
5750.0 8.0 0.571 14.279 -0.103 14.604 14.937 14.382 14.022 13.662 13.395 13.23 13.177 13.526 13.359 13.21 13.15 13.186 13.211 13.049 12.854 13.194 13.21 13.2 13.143 15.435 14.638 14.215 14.101 14.095 14.564 14.214 14.1 14.089 14.114 14.198 14.481 13.738 14.216 14.508 13.755 22.251 17.786 3233.0
6000.0 8.0 0.572 14.093 -0.095 14.309 14.695 14.187 13.856 13.525 13.295 13.141 13.081 13.413 13.26 13.121 13.052 13.046 13.049 12.91 12.78 13.048 13.049 13.034 12.983 15.139 14.413 14.042 13.955 13.969 14.347 14.041 13.955 13.96 13.996 14.021 14.273 13.594 14.039 14.302 13.611 21.535 17.34 2573.0
6250.0 8.0 0.573 13.914 -0.093 14.039 14.472 14.006 13.701 13.396 13.199 13.058 12.996 13.305 13.165 13.037 12.967 12.933 12.919 12.807 12.726 12.93 12.92 12.901 12.858 14.869 14.206 13.88 13.818 13.849 14.146 13.879 13.817 13.838 13.883 13.855 14.079 13.458 13.873 14.11 13.475 20.886 16.936 2175.0
6500.0 8.0 0.573 13.742 -0.096 13.788 14.264 13.838 13.556 13.276 13.111 12.982 12.923 13.206 13.078 12.961 12.893 12.842 12.817 12.727 12.68 12.837 12.818 12.798 12.762 14.617 14.012 13.729 13.69 13.738 13.959 13.729 13.69 13.724 13.778 13.7 13.898 13.331 13.717 13.93 13.349 20.285 16.56 1956.0
6750.0 8.0 0.574 13.577 -0.104 13.554 14.07 13.681 13.42 13.163 13.028 12.91 12.855 13.112 12.995 12.889 12.826 12.767 12.737 12.667 12.641 12.761 12.738 12.719 12.692 14.384 13.832 13.588 13.57 13.633 13.785 13.589 13.571 13.618 13.68 13.554 13.729 13.212 13.571 13.763 13.231 19.726 16.212 1784.0
7000.0 8.0 0.574 13.418 -0.115 13.339 13.89 13.534 13.293 13.056 12.948 12.842 12.792 13.022 12.915 12.82 12.763 12.704 12.673 12.621 12.61 12.697 12.674 12.657 12.636 14.168 13.664 13.456 13.457 13.534 13.622 13.457 13.458 13.516 13.586 13.416 13.571 13.1 13.433 13.606 13.119 19.211 15.892 1631.0
7500.0 8.0 0.575 13.117 -0.148 12.949 13.564 13.265 13.058 12.859 12.798 12.714 12.678 12.855 12.767 12.691 12.649 12.597 12.569 12.538 12.546 12.591 12.57 12.557 12.543 13.779 13.358 13.213 13.248 13.349 13.325 13.214 13.25 13.329 13.411 13.163 13.28 12.892 13.18 13.319 12.912 18.295 15.318 1370.0
8000.0 8.0 0.576 12.835 -0.191 12.607 13.275 13.026 12.848 12.681 12.661 12.596 12.572 12.703 12.631 12.572 12.544 12.505 12.485 12.487 12.523 12.5 12.485 12.479 12.477 13.437 13.087 12.996 13.06 13.182 13.062 12.998 13.063 13.159 13.253 12.935 13.022 12.705 12.952 13.063 12.726 17.491 14.813 1165.0
8500.0 8.0 0.577 12.569 -0.253 12.31 13.028 12.823 12.67 12.529 12.544 12.494 12.483 12.573 12.514 12.47 12.455 12.434 12.428 12.448 12.454 12.431 12.427 12.431 12.439 13.14 12.856 12.812 12.9 13.04 12.838 12.814 12.904 13.015 13.117 12.741 12.8 12.547 12.757 12.844 12.567 16.804 14.366 998.9
9000.0 8.0 0.578 12.319 -0.313 12.038 12.799 12.632 12.502 12.387 12.434 12.4 12.4 12.451 12.405 12.375 12.373 12.364 12.366 12.39 12.381 12.364 12.365 12.373 12.383 12.868 12.64 12.638 12.75 12.906 12.628 12.641 12.754 12.879 12.99 12.557 12.592 12.397 12.573 12.638 12.418 16.155 13.961 862.8
9500.0 8.0 0.579 12.083 -0.38 11.793 12.594 12.463 12.354 12.261 12.337 12.316 12.327 12.344 12.309 12.292 12.301 12.303 12.31 12.332 12.317 12.303 12.308 12.318 12.328 12.624 12.448 12.485 12.617 12.788 12.442 12.488 12.621 12.759 12.878 12.393 12.406 12.264 12.409 12.455 12.286 15.574 13.592 750.2
10000.0 8.0 0.58 11.858 -0.454 11.572 12.41 12.312 12.222 12.148 12.251 12.242 12.262 12.248 12.223 12.217 12.236 12.247 12.258 12.276 12.261 12.248 12.256 12.267 12.276 12.403 12.275 12.349 12.499 12.683 12.274 12.352 12.503 12.652 12.778 12.247 12.239 12.146 12.262 12.29 12.168 15.053 13.256 655.9
11000.0 8.0 0.583 11.44 -0.609 11.192 12.093 12.049 11.991 11.95 12.094 12.105 12.138 12.076 12.067 12.079 12.113 12.139 12.157 12.173 12.159 12.142 12.155 12.168 12.174 12.024 11.977 12.111 12.29 12.496 11.985 12.115 12.296 12.462 12.6 11.99 11.949 11.938 12.004 12.004 11.961 14.165 12.676 508.5
12000.0 8.0 0.585 11.058 -0.769 10.874 11.827 11.828 11.796 11.783 11.965 11.993 12.038 11.933 11.939 11.967 12.013 12.049 12.068 12.078 12.067 12.053 12.066 12.076 12.08 11.707 11.726 11.912 12.115 12.339 11.74 11.915 12.122 12.303 12.451 11.772 11.704 11.764 11.786 11.762 11.787 13.434 12.191 400.2
13000.0 8.0 0.587 10.707 -0.925 10.606 11.598 11.632 11.624 11.634 11.847 11.89 11.945 11.804 11.822 11.863 11.92 11.962 11.98 11.991 11.981 11.966 11.978 11.987 11.991 11.438 11.508 11.735 11.96 12.199 11.528 11.738 11.967 12.161 12.317 11.581 11.49 11.608 11.594 11.551 11.632 12.822 11.785 318.1
14000.0 8.0 0.588 10.382 -1.073 10.374 11.394 11.455 11.466 11.496 11.736 11.791 11.853 11.683 11.711 11.764 11.829 11.875 11.892 11.905 11.897 11.879 11.891 11.9 11.905 11.207 11.313 11.573 11.816 12.068 11.336 11.576 11.823 12.028 12.191 11.407 11.298 11.464 11.42 11.362 11.489 12.302 11.44 254.5
15000.0 8.0 0.59 10.079 -1.209 10.172 11.211 11.288 11.316 11.363 11.625 11.691 11.759 11.563 11.601 11.663 11.736 11.786 11.804 11.818 11.807 11.79 11.802 11.812 11.818 11.006 11.135 11.42 11.678 11.941 11.161 11.423 11.686 11.9 12.069 11.245 11.123 11.327 11.258 11.188 11.351 11.854 11.143 204.3
16000.0 8.0 0.592 9.796 -1.335 9.993 11.044 11.131 11.174 11.234 11.512 11.588 11.663 11.444 11.489 11.56 11.639 11.694 11.715 11.728 11.714 11.7 11.713 11.723 11.729 10.828 10.971 11.275 11.546 11.817 10.998 11.278 11.553 11.775 11.947 11.093 10.961 11.194 11.105 11.027 11.219 11.465 10.886 164.1
17000.0 8.0 0.593 9.529 -1.457 9.835 10.894 10.987 11.042 11.112 11.402 11.486 11.565 11.327 11.378 11.458 11.542 11.604 11.628 11.643 11.631 11.61 11.625 11.637 11.643 10.67 10.822 11.141 11.421 11.698 10.849 11.143 11.429 11.656 11.83 10.953 10.814 11.07 10.966 10.881 11.095 11.124 10.659 131.7
18000.0 8.0 0.595 9.278 -1.581 9.696 10.761 10.859 10.926 11.004 11.299 11.39 11.472 11.221 11.276 11.362 11.45 11.519 11.548 11.57 11.562 11.526 11.545 11.56 11.568 10.531 10.691 11.023 11.311 11.593 10.719 11.025 11.319 11.55 11.724 10.83 10.684 10.959 10.842 10.752 10.984 10.82 10.457 105.3
19000.0 8.0 0.597 9.04 -1.71 9.573 10.646 10.75 10.827 10.912 11.211 11.307 11.391 11.131 11.188 11.279 11.368 11.443 11.478 11.508 11.505 11.451 11.475 11.493 11.504 10.409 10.578 10.922 11.217 11.503 10.606 10.924 11.225 11.46 11.634 10.724 10.572 10.866 10.736 10.641 10.891 10.549 10.276 83.65
20000.0 8.0 0.599 8.814 -1.844 9.466 10.547 10.658 10.744 10.837 11.139 11.239 11.323 11.057 11.116 11.21 11.3 11.378 11.417 11.455 11.455 11.386 11.414 11.435 11.449 10.302 10.481 10.838 11.14 11.429 10.51 10.84 11.148 11.386 11.56 10.634 10.477 10.788 10.647 10.546 10.813 10.307 10.117 66.04
21000.0 8.0 0.6 8.599 -1.984 9.374 10.464 10.583 10.676 10.775 11.081 11.185 11.269 10.998 11.059 11.156 11.246 11.325 11.366 11.41 11.412 11.334 11.362 11.385 11.402 10.211 10.401 10.77 11.077 11.37 10.431 10.771 11.085 11.327 11.502 10.56 10.398 10.725 10.573 10.467 10.75 10.095 9.98 51.92
22000.0 8.0 0.602 8.394 -2.134 9.305 10.402 10.528 10.626 10.731 11.04 11.146 11.23 10.956 11.018 11.117 11.207 11.286 11.326 11.373 11.377 11.294 11.323 11.347 11.364 10.142 10.34 10.719 11.031 11.327 10.372 10.72 11.039 11.284 11.459 10.505 10.338 10.679 10.518 10.408 10.704 9.92 9.874 40.83
23000.0 8.0 0.604 8.197 -2.297 9.263 10.363 10.494 10.596 10.704 11.016 11.121 11.205 10.931 10.993 11.093 11.183 11.261 11.3 11.346 11.35 11.269 11.297 11.319 11.337 10.1 10.303 10.688 11.003 11.301 10.336 10.689 11.011 11.257 11.434 10.472 10.302 10.651 10.484 10.373 10.676 9.803 9.809 32.34
24000.0 8.0 0.606 8.009 -2.459 9.231 10.334 10.469 10.572 10.683 10.996 11.102 11.186 10.911 10.974 11.073 11.163 11.24 11.277 11.322 11.327 11.247 11.274 11.296 11.313 10.068 10.275 10.664 10.981 11.28 10.308 10.665 10.99 11.237 11.414 10.446 10.274 10.629 10.459 10.345 10.655 9.71 9.759 25.95
25000.0 8.0 0.608 7.829 -2.61 9.192 10.299 10.439 10.545 10.658 10.973 11.079 11.162 10.887 10.951 11.05 11.14 11.215 11.252 11.296 11.302 11.223 11.248 11.27 11.287 10.03 10.241 10.635 10.955 11.256 10.275 10.637 10.964 11.212 11.39 10.416 10.241 10.603 10.428 10.313 10.629 9.596 9.7 21.22
26000.0 8.0 0.609 7.655 -2.745 9.142 10.254 10.4 10.509 10.626 10.945 11.051 11.134 10.858 10.923 11.022 11.111 11.186 11.221 11.265 11.272 11.193 11.218 11.239 11.256 9.98 10.198 10.599 10.923 11.226 10.233 10.601 10.931 11.182 11.36 10.377 10.199 10.57 10.389 10.271 10.596 9.467 9.623 17.71
27000.0 8.0 0.611 7.488 -2.866 9.081 10.2 10.354 10.467 10.589 10.911 11.018 11.102 10.823 10.889 10.989 11.079 11.153 11.188 11.233 11.24 11.16 11.185 11.206 11.223 9.92 10.147 10.556 10.884 11.189 10.183 10.558 10.893 11.145 11.324 10.33 10.148 10.531 10.342 10.22 10.557 9.335 9.533 15.04
28000.0 8.0 0.613 7.328 -2.976 9.014 10.14 10.304 10.421 10.548 10.875 10.983 11.068 10.785 10.853 10.954 11.045 11.118 11.154 11.199 11.208 11.126 11.151 11.171 11.188 9.853 10.09 10.509 10.841 11.149 10.128 10.511 10.85 11.105 11.286 10.278 10.092 10.488 10.29 10.165 10.514 9.208 9.438 12.98
29000.0 8.0 0.614 7.172 -3.08 8.945 10.08 10.253 10.372 10.504 10.837 10.947 11.032 10.745 10.816 10.918 11.01 11.083 11.119 11.165 11.175 11.091 11.116 11.137 11.154 9.784 10.033 10.46 10.796 11.108 10.072 10.462 10.805 11.063 11.245 10.226 10.035 10.443 10.237 10.109 10.47 9.087 9.344 11.35
30000.0 8.0 0.616 7.022 -3.179 8.874 10.019 10.201 10.323 10.46 10.798 10.909 10.996 10.704 10.777 10.88 10.973 11.048 11.083 11.131 11.143 11.055 11.08 11.102 11.12 9.714 9.975 10.41 10.751 11.065 10.016 10.412 10.76 11.019 11.203 10.172 9.977 10.397 10.184 10.052 10.424 8.97 9.251 10.04
31000.0 8.0 0.618 6.877 -3.273 8.805 9.959 10.15 10.275 10.415 10.759 10.872 10.959 10.663 10.737 10.843 10.937 11.012 11.048 11.098 11.112 11.02 11.045 11.067 11.086 9.644 9.919 10.361 10.705 11.021 9.961 10.363 10.714 10.976 11.161 10.119 9.92 10.351 10.131 9.995 10.378 8.858 9.161 8.956
32000.0 8.0 0.619 6.736 -3.364 8.737 9.9 10.1 10.226 10.371 10.719 10.833 10.923 10.622 10.698 10.804 10.9 10.977 11.014 11.065 11.082 10.985 11.011 11.033 11.052 9.576 9.863 10.312 10.659 10.978 9.906 10.314 10.668 10.932 11.119 10.067 9.864 10.305 10.078 9.94 10.332 8.748 9.073 8.052
33000.0 8.0 0.621 6.6 -3.45 8.67 9.843 10.05 10.179 10.327 10.68 10.796 10.886 10.581 10.658 10.766 10.864 10.942 10.979 11.033 11.053 10.95 10.976 10.999 11.019 9.51 9.808 10.263 10.614 10.935 9.853 10.266 10.623 10.889 11.077 10.016 9.809 10.26 10.027 9.886 10.287 8.64 8.987 7.286
34000.0 8.0 0.623 6.467 -3.533 8.603 9.786 10.0 10.131 10.282 10.64 10.757 10.85 10.54 10.619 10.728 10.827 10.906 10.945 11.002 11.025 10.915 10.942 10.966 10.986 9.443 9.753 10.215 10.568 10.892 9.8 10.218 10.578 10.845 11.035 9.964 9.753 10.214 9.975 9.831 10.241 8.534 8.902 6.632
35000.0 8.0 0.624 6.338 -3.613 8.539 9.73 9.951 10.084 10.239 10.601 10.72 10.813 10.5 10.58 10.691 10.791 10.872 10.911 10.971 10.998 10.88 10.908 10.932 10.954 9.378 9.7 10.168 10.524 10.849 9.748 10.17 10.533 10.802 10.994 9.914 9.7 10.17 9.925 9.778 10.196 8.43 8.819 6.066
36000.0 8.0 0.626 6.213 -3.69 8.475 9.675 9.903 10.037 10.195 10.562 10.683 10.777 10.459 10.541 10.653 10.755 10.837 10.878 10.941 10.972 10.846 10.875 10.9 10.923 9.315 9.647 10.12 10.479 10.807 9.696 10.123 10.489 10.76 10.953 9.864 9.646 10.125 9.875 9.725 10.152 8.326 8.737 5.572
37000.0 8.0 0.627 6.091 -3.763 8.411 9.62 9.854 9.991 10.152 10.523 10.645 10.741 10.419 10.502 10.616 10.719 10.803 10.845 10.912 10.946 10.812 10.841 10.868 10.892 9.251 9.595 10.074 10.435 10.765 9.645 10.077 10.445 10.717 10.911 9.814 9.593 10.081 9.825 9.673 10.108 8.222 8.657 5.139
38000.0 8.0 0.629 5.973 -3.833 8.349 9.565 9.806 9.945 10.108 10.484 10.608 10.705 10.379 10.463 10.578 10.683 10.769 10.812 10.883 10.92 10.778 10.808 10.836 10.861 9.189 9.542 10.027 10.391 10.722 9.593 10.03 10.4 10.674 10.87 9.764 9.54 10.037 9.775 9.621 10.063 8.118 8.576 4.758
39000.0 8.0 0.631 5.857 -3.9 8.286 9.51 9.757 9.898 10.065 10.445 10.57 10.669 10.338 10.424 10.541 10.647 10.734 10.779 10.854 10.894 10.744 10.775 10.804 10.831 9.126 9.49 9.98 10.346 10.68 9.542 9.983 10.356 10.632 10.829 9.715 9.487 9.992 9.725 9.568 10.019 8.013 8.495 4.418
40000.0 8.0 0.632 5.744 -3.964 8.223 9.455 9.708 9.851 10.021 10.405 10.532 10.633 10.297 10.385 10.502 10.611 10.7 10.746 10.825 10.867 10.71 10.742 10.772 10.801 9.063 9.437 9.932 10.301 10.637 9.49 9.935 10.311 10.588 10.787 9.664 9.433 9.947 9.674 9.515 9.974 7.906 8.414 4.115
42500.0 8.0 0.636 5.474 -4.107 8.057 9.312 9.581 9.729 9.905 10.301 10.431 10.536 10.189 10.28 10.401 10.514 10.608 10.657 10.735 10.76 10.619 10.653 10.685 10.714 8.898 9.3 9.809 10.183 10.524 9.356 9.812 10.194 10.474 10.677 9.534 9.294 9.829 9.543 9.378 9.856 7.631 8.202 3.483
45000.0 8.0 0.64 5.219 -4.22 7.875 9.153 9.439 9.593 9.779 10.188 10.323 10.433 10.073 10.167 10.293 10.411 10.51 10.561 10.636 10.65 10.521 10.557 10.589 10.617 8.716 9.147 9.672 10.054 10.401 9.207 9.676 10.065 10.351 10.557 9.389 9.139 9.7 9.398 9.225 9.728 7.354 7.968 2.984
47500.0 8.0 0.644 4.978 -4.251 7.607 8.919 9.229 9.386 9.579 10.006 10.146 10.26 9.89 9.986 10.116 10.238 10.338 10.385 10.437 10.426 10.348 10.382 10.409 10.429 8.448 8.922 9.463 9.851 10.206 8.988 9.467 9.862 10.154 10.369 9.171 8.909 9.5 9.179 8.998 9.527 7.093 7.69 2.582
50000.0 8.0 0.648 4.748 -4.349 7.447 8.774 9.097 9.247 9.439 9.868 9.999 10.111 9.755 9.847 9.97 10.089 10.184 10.231 10.298 10.314 10.194 10.227 10.256 10.281 8.288 8.783 9.325 9.711 10.065 8.852 9.33 9.721 10.013 10.233 9.031 8.766 9.361 9.039 8.857 9.388 6.967 7.55 2.256
52500.0 8.0 0.652 4.53 -4.516 7.386 8.718 9.046 9.195 9.388 9.819 9.95 10.062 9.706 9.798 9.921 10.041 10.136 10.184 10.255 10.273 10.146 10.181 10.21 10.237 8.226 8.728 9.273 9.66 10.015 8.798 9.278 9.67 9.962 10.183 8.978 8.711 9.309 8.986 8.802 9.336 6.902 7.488 1.986
55000.0 8.0 0.656 4.322 -4.687 7.342 8.677 9.008 9.158 9.353 9.785 9.916 10.028 9.671 9.764 9.886 10.007 10.102 10.151 10.222 10.241 10.112 10.147 10.177 10.204 8.183 8.689 9.236 9.624 9.98 8.759 9.241 9.634 9.927 10.149 8.939 8.671 9.273 8.947 8.763 9.3 6.848 7.441 1.76
57500.0 8.0 0.66 4.122 -4.853 7.304 8.641 8.976 9.126 9.321 9.754 9.885 9.998 9.64 9.734 9.856 9.976 10.072 10.12 10.191 10.211 10.082 10.116 10.146 10.173 8.145 8.654 9.204 9.592 9.949 8.725 9.209 9.602 9.895 10.118 8.906 8.636 9.241 8.913 8.728 9.268 6.799 7.398 1.568
60000.0 8.0 0.663 3.931 -5.013 7.268 8.607 8.944 9.095 9.291 9.725 9.856 9.968 9.61 9.705 9.827 9.947 10.042 10.09 10.162 10.181 10.052 10.087 10.117 10.144 8.109 8.621 9.172 9.562 9.919 8.692 9.178 9.572 9.866 10.088 8.873 8.603 9.211 8.881 8.695 9.238 6.751 7.358 1.403
65000.0 8.0 0.671 3.571 -5.309 7.196 8.538 8.88 9.032 9.23 9.665 9.797 9.909 9.55 9.645 9.767 9.887 9.983 10.032 10.104 10.121 9.993 10.028 10.058 10.085 8.037 8.553 9.109 9.5 9.858 8.625 9.114 9.511 9.805 10.027 8.808 8.536 9.149 8.815 8.628 9.176 6.655 7.275 1.138
70000.0 8.0 0.679 3.237 -5.575 7.121 8.467 8.812 8.965 9.166 9.602 9.734 9.847 9.486 9.582 9.705 9.826 9.922 9.971 10.044 10.059 9.933 9.967 9.998 10.026 7.963 8.483 9.042 9.435 9.794 8.555 9.047 9.446 9.741 9.963 8.739 8.465 9.083 8.747 8.558 9.111 6.554 7.188 0.9357
75000.0 8.0 0.686 2.925 -5.816 7.044 8.392 8.741 8.896 9.098 9.537 9.671 9.784 9.42 9.517 9.641 9.763 9.86 9.911 9.984 9.993 9.871 9.907 9.938 9.966 7.885 8.409 8.972 9.367 9.727 8.482 8.978 9.378 9.674 9.897 8.667 8.392 9.015 8.675 8.484 9.043 6.451 7.098 0.7755
80000.0 8.0 0.694 2.633 -6.036 6.965 8.316 8.669 8.825 9.03 9.471 9.606 9.721 9.353 9.451 9.576 9.7 9.799 9.85 9.921 9.925 9.81 9.846 9.877 9.905 7.807 8.334 8.901 9.298 9.659 8.408 8.907 9.309 9.606 9.829 8.594 8.317 8.946 8.602 8.41 8.973 6.346 7.007 0.6435
85000.0 8.0 0.701 2.358 -6.238 6.886 8.24 8.596 8.754 8.961 9.405 9.542 9.659 9.286 9.385 9.512 9.637 9.738 9.789 9.856 9.853 9.749 9.785 9.816 9.843 7.728 8.259 8.829 9.228 9.591 8.333 8.835 9.239 9.538 9.762 8.521 8.242 8.876 8.528 8.335 8.904 6.242 6.915 0.5352
90000.0 8.0 0.709 2.098 -6.426 6.807 8.164 8.524 8.683 8.893 9.34 9.479 9.597 9.219 9.32 9.449 9.575 9.677 9.727 9.789 9.777 9.688 9.723 9.754 9.778 7.649 8.184 8.758 9.159 9.524 8.259 8.764 9.17 9.47 9.695 8.448 8.167 8.807 8.455 8.26 8.834 6.139 6.824 0.4446
100000.0 8.0 0.724 1.618 -6.763 6.652 8.014 8.38 8.543 8.758 9.211 9.352 9.471 9.087 9.191 9.322 9.449 9.549 9.596 9.641 9.614 9.559 9.592 9.619 9.637 7.494 8.036 8.617 9.023 9.39 8.111 8.623 9.034 9.336 9.562 8.303 8.018 8.67 8.31 8.113 8.698 5.937 6.645 0.2987
110000.0 8.0 0.739 1.182 -7.051 6.492 7.859 8.232 8.398 8.616 9.072 9.212 9.328 8.947 9.052 9.182 9.307 9.399 9.44 9.466 9.422 9.409 9.437 9.458 9.469 7.334 7.884 8.472 8.881 9.25 7.96 8.477 8.892 9.195 9.421 8.154 7.866 8.527 8.161 7.961 8.555 5.735 6.464 0.1879
120000.0 8.0 0.754 0.782 -7.283 6.317 7.688 8.064 8.232 8.451 8.902 9.038 9.148 8.779 8.882 9.008 9.126 9.21 9.242 9.246 9.187 9.218 9.24 9.255 9.258 7.16 7.713 8.305 8.715 9.084 7.789 8.311 8.726 9.03 9.253 7.985 7.695 8.361 7.992 7.79 8.389 5.524 6.27 0.1062
130000.0 8.0 0.769 0.413 -7.48 6.144 7.515 7.893 8.059 8.276 8.72 8.852 8.957 8.599 8.699 8.822 8.935 9.011 9.037 9.022 8.958 9.018 9.035 9.045 9.041 6.987 7.541 8.132 8.542 8.907 7.617 8.138 8.553 8.854 9.075 7.812 7.523 8.186 7.819 7.618 8.214 5.33 6.085 0.0
140000.0 8.0 0.784 0.07 -7.676 5.999 7.37 7.747 7.912 8.128 8.567 8.697 8.8 8.448 8.547 8.667 8.778 8.848 8.87 8.844 8.783 8.854 8.868 8.873 8.865 6.842 7.395 7.986 8.394 8.758 7.471 7.992 8.405 8.705 8.925 7.666 7.377 8.038 7.673 7.472 8.066 5.172 5.933 0.0
150000.0 8.0 0.798 -0.248 -7.874 5.879 7.25 7.626 7.791 8.006 8.442 8.571 8.671 8.325 8.422 8.541 8.649 8.715 8.733 8.705 8.651 8.721 8.731 8.735 8.725 6.722 7.275 7.865 8.272 8.636 7.35 7.871 8.283 8.583 8.801 7.545 7.257 7.916 7.552 7.352 7.944 5.046 5.81 0.0
3250.0 8.5 0.898 17.515 -1.081 20.698 20.047 18.596 17.665 16.772 15.775 15.307 15.229 16.174 15.726 15.295 15.214 15.615 15.621 15.555 15.09 15.632 15.614 15.697 15.702 21.541 19.39 18.028 17.39 17.005 19.175 18.008 17.376 17.053 16.879 17.877 18.792 16.962 17.902 18.8 16.97 35.306 26.415 9499.0
3500.0 8.5 0.898 17.193 -0.864 19.87 19.37 18.057 17.218 16.405 15.523 15.108 15.04 15.879 15.476 15.095 15.022 15.319 15.507 15.461 14.996 15.357 15.492 15.605 15.604 20.713 18.771 17.551 16.995 16.669 18.578 17.535 16.983 16.708 16.566 17.442 18.254 16.581 17.466 18.264 16.59 33.386 25.208 9307.0
3750.0 8.5 0.898 16.893 -0.674 19.111 18.752 17.567 16.813 16.074 15.299 14.934 14.884 15.616 15.254 14.919 14.865 15.13 15.381 15.35 14.879 15.171 15.362 15.501 15.494 19.952 18.205 17.119 16.638 16.368 18.032 17.106 16.628 16.399 16.285 17.044 17.76 16.236 17.065 17.772 16.246 31.636 24.099 9108.0
4000.0 8.5 0.898 16.613 -0.525 18.441 18.208 17.138 16.458 15.787 15.105 14.779 14.735 15.388 15.062 14.763 14.714 14.965 15.176 15.121 14.653 15.004 15.16 15.27 15.258 19.281 17.708 16.742 16.328 16.106 17.553 16.731 16.319 16.13 16.042 16.69 17.324 15.935 16.711 17.337 15.946 30.091 23.117 8883.0
4250.0 8.5 0.898 16.35 -0.405 17.842 17.721 16.754 16.14 15.53 14.931 14.638 14.592 15.183 14.889 14.621 14.57 14.789 14.95 14.861 14.414 14.823 14.939 15.013 14.992 18.679 17.263 16.404 16.051 15.872 17.124 16.396 16.044 15.89 15.824 16.369 16.931 15.665 16.389 16.946 15.678 28.694 22.231 8627.0
4500.0 8.5 0.898 16.101 -0.314 17.319 17.295 16.416 15.856 15.298 14.769 14.505 14.459 14.996 14.729 14.487 14.436 14.628 14.788 14.695 14.255 14.661 14.777 14.85 14.827 18.154 16.871 16.105 15.802 15.66 16.746 16.098 15.796 15.672 15.626 16.08 16.581 15.422 16.1 16.598 15.435 27.458 21.452 8347.0
4750.0 8.5 0.899 15.866 -0.243 16.85 16.912 16.11 15.599 15.088 14.623 14.384 14.338 14.826 14.584 14.366 14.314 14.481 14.623 14.512 14.094 14.512 14.614 14.672 14.642 17.684 16.518 15.833 15.576 15.467 16.405 15.827 15.571 15.474 15.446 15.815 16.263 15.201 15.834 16.282 15.215 26.346 20.751 8025.0
5000.0 8.5 0.899 15.644 -0.187 16.418 16.561 15.831 15.365 14.899 14.493 14.277 14.227 14.674 14.455 14.258 14.202 14.337 14.451 14.319 13.941 14.362 14.444 14.483 14.446 17.251 16.195 15.587 15.372 15.294 16.094 15.583 15.368 15.297 15.285 15.573 15.971 15.001 15.591 15.992 15.016 25.32 20.105 7690.0
5250.0 8.5 0.899 15.431 -0.149 16.028 16.243 15.58 15.154 14.728 14.373 14.175 14.12 14.536 14.336 14.155 14.093 14.189 14.272 14.126 13.802 14.208 14.267 14.29 14.246 16.86 15.903 15.366 15.188 15.137 15.812 15.362 15.185 15.137 15.139 15.351 15.706 14.82 15.37 15.729 14.836 24.383 19.515 7282.0
5500.0 8.5 0.899 15.229 -0.123 15.68 15.959 15.352 14.961 14.569 14.259 14.076 14.015 14.406 14.222 14.056 13.988 14.043 14.099 13.949 13.7 14.056 14.096 14.104 14.055 16.511 15.64 15.163 15.018 14.99 15.559 15.16 15.016 14.987 15.001 15.148 15.464 14.653 15.166 15.49 14.669 23.55 18.989 6753.0
5750.0 8.5 0.899 15.036 -0.107 15.361 15.697 15.143 14.782 14.421 14.153 13.984 13.92 14.285 14.117 13.964 13.892 13.909 13.939 13.797 13.614 13.916 13.937 13.935 13.886 16.192 15.398 14.976 14.861 14.854 15.325 14.974 14.859 14.848 14.873 14.958 15.241 14.498 14.977 15.268 14.514 22.794 18.511 6109.0
6000.0 8.5 0.9 14.85 -0.098 15.067 15.456 14.949 14.617 14.286 14.054 13.899 13.834 14.173 14.019 13.879 13.805 13.792 13.8 13.675 13.548 13.794 13.799 13.79 13.745 15.897 15.174 14.803 14.716 14.729 15.109 14.802 14.715 14.72 14.756 14.782 15.034 14.354 14.8 15.063 14.372 22.092 18.067 5401.0
6250.0 8.5 0.9 14.673 -0.097 14.795 15.232 14.769 14.464 14.16 13.963 13.821 13.757 14.069 13.929 13.8 13.728 13.691 13.682 13.577 13.495 13.689 13.682 13.668 13.629 15.625 14.967 14.643 14.581 14.613 14.908 14.643 14.581 14.602 14.647 14.618 14.841 14.221 14.636 14.872 14.239 21.445 17.657 4783.0
