Teff log_g Mass Mbol BC U B V R I J H Ks Y J_1 H_1 K W1 W2 W3 W4 S36 S45 S58 S80 u g r i z g_1 r_1 i_1 z_1 y G2 G2_BP G2_RP G3 G3_BP G3_RP FUV NUV Age
4000.0 7.5 0.314 15.256 -0.459 17.01 16.776 15.715 15.044 14.382 13.725 13.515 13.695 13.993 13.682 13.491 13.682 13.978 14.098 13.918 13.503 14.012 14.093 14.117 14.06 17.849 16.279 15.325 14.92 14.705 16.125 15.314 14.912 14.728 14.644 15.277 15.901 14.528 15.297 15.915 14.54 29.243 21.763 4066.0
4250.0 7.5 0.314 14.991 -0.354 16.439 16.31 15.345 14.735 14.131 13.553 13.36 13.514 13.792 13.512 13.336 13.5 13.771 13.878 13.697 13.296 13.802 13.873 13.891 13.833 17.276 15.852 14.998 14.65 14.476 15.713 14.989 14.643 14.493 14.431 14.965 15.522 14.265 14.985 15.538 14.278 27.919 20.922 3560.0
4500.0 7.5 0.314 14.741 -0.271 15.918 15.888 15.013 14.459 13.908 13.4 13.216 13.343 13.615 13.36 13.193 13.327 13.579 13.678 13.496 13.106 13.608 13.674 13.686 13.627 16.754 15.465 14.705 14.409 14.273 15.341 14.699 14.403 14.285 14.242 14.683 15.178 14.03 14.703 15.195 14.044 26.697 20.148 3129.0
4750.0 7.5 0.315 14.505 -0.211 15.459 15.514 14.716 14.21 13.705 13.256 13.075 13.16 13.45 13.218 13.053 13.143 13.376 13.459 13.277 12.897 13.401 13.456 13.462 13.403 16.293 15.121 14.443 14.191 14.087 15.009 14.437 14.186 14.094 14.068 14.426 14.869 13.817 14.446 14.888 13.831 25.604 19.461 2787.0
5000.0 7.5 0.316 14.279 -0.166 15.045 15.176 14.445 13.982 13.518 13.123 12.944 12.99 13.298 13.085 12.923 12.971 13.171 13.245 13.064 12.693 13.194 13.242 13.245 13.186 15.878 14.809 14.203 13.99 13.915 14.708 14.198 13.987 13.918 13.907 14.189 14.586 13.62 14.208 14.607 13.635 24.615 18.843 2483.0
5250.0 7.5 0.317 14.064 -0.133 14.667 14.866 14.197 13.771 13.345 12.997 12.822 12.83 13.156 12.96 12.801 12.809 12.967 13.029 12.845 12.502 12.987 13.027 13.025 12.965 15.499 14.523 13.982 13.806 13.756 14.432 13.979 13.803 13.755 13.758 13.97 14.325 13.438 13.988 14.348 13.454 23.7 18.274 2169.0
5500.0 7.5 0.318 13.858 -0.11 14.316 14.579 13.968 13.576 13.185 12.88 12.71 12.685 13.024 12.844 12.69 12.661 12.765 12.813 12.632 12.348 12.78 12.811 12.805 12.745 15.147 14.258 13.778 13.634 13.608 14.176 13.775 13.632 13.604 13.619 13.764 14.082 13.269 13.783 14.107 13.285 22.841 17.744 1856.0
5750.0 7.5 0.32 13.658 -0.096 13.994 14.315 13.754 13.393 13.033 12.767 12.605 12.558 12.898 12.732 12.584 12.531 12.577 12.604 12.437 12.23 12.586 12.603 12.592 12.534 14.824 14.013 13.587 13.472 13.467 13.938 13.585 13.471 13.46 13.486 13.571 13.855 13.109 13.589 13.882 13.126 22.044 17.257 1548.0
6000.0 7.5 0.322 13.467 -0.087 13.695 14.068 13.554 13.222 12.891 12.662 12.511 12.453 12.779 12.627 12.49 12.424 12.422 12.426 12.283 12.146 12.424 12.426 12.41 12.357 14.525 13.783 13.408 13.321 13.335 13.716 13.407 13.32 13.326 13.362 13.388 13.642 12.959 13.406 13.671 12.977 21.307 16.807 1325.0
6250.0 7.5 0.323 13.285 -0.084 13.418 13.839 13.37 13.063 12.759 12.564 12.424 12.362 12.669 12.53 12.403 12.333 12.297 12.282 12.166 12.086 12.294 12.283 12.263 12.22 14.248 13.571 13.243 13.18 13.212 13.511 13.242 13.18 13.201 13.247 13.219 13.445 12.821 13.237 13.475 12.838 20.617 16.388 1179.0
6500.0 7.5 0.324 13.111 -0.087 13.164 13.629 13.198 12.915 12.635 12.471 12.343 12.283 12.566 12.438 12.322 12.254 12.201 12.174 12.086 12.043 12.195 12.175 12.155 12.121 13.993 13.375 13.089 13.049 13.097 13.321 13.088 13.049 13.084 13.138 13.06 13.261 12.69 13.078 13.293 12.709 19.98 16.005 1068.0
6750.0 7.5 0.325 12.944 -0.093 12.928 13.432 13.037 12.776 12.518 12.385 12.269 12.214 12.468 12.352 12.247 12.185 12.125 12.094 12.027 12.005 12.118 12.095 12.075 12.048 13.757 13.192 12.944 12.925 12.989 13.144 12.944 12.926 12.973 13.035 12.911 13.088 12.568 12.928 13.122 12.586 19.39 15.651 973.8
7000.0 7.5 0.326 12.783 -0.104 12.708 13.249 12.887 12.645 12.409 12.302 12.197 12.148 12.376 12.27 12.175 12.119 12.059 12.026 11.971 11.96 12.052 12.027 12.009 11.986 13.538 13.02 12.808 12.809 12.887 12.978 12.809 12.81 12.869 12.939 12.77 12.927 12.452 12.788 12.962 12.471 18.841 15.321 890.7
7500.0 7.5 0.328 12.478 -0.135 12.314 12.918 12.613 12.405 12.205 12.145 12.061 12.025 12.201 12.113 12.038 11.996 11.946 11.918 11.896 11.925 11.939 11.919 11.906 11.896 13.143 12.71 12.56 12.594 12.695 12.676 12.561 12.596 12.675 12.757 12.511 12.631 12.238 12.528 12.669 12.258 17.858 14.732 750.9
8000.0 7.5 0.33 12.191 -0.179 11.964 12.625 12.371 12.192 12.024 12.006 11.941 11.919 12.047 11.975 11.918 11.891 11.854 11.835 11.839 11.869 11.849 11.835 11.83 11.828 12.794 12.435 12.34 12.403 12.526 12.409 12.342 12.406 12.502 12.596 12.281 12.369 12.049 12.297 12.41 12.069 16.98 14.206 638.1
8500.0 7.5 0.331 11.922 -0.241 11.662 12.373 12.163 12.009 11.868 11.884 11.835 11.826 11.913 11.854 11.812 11.798 11.779 11.774 11.795 11.793 11.777 11.773 11.778 11.786 12.492 12.199 12.151 12.239 12.379 12.18 12.153 12.242 12.354 12.456 12.081 12.142 11.885 12.098 12.186 11.906 16.248 13.748 545.8
9000.0 7.5 0.333 11.668 -0.304 11.384 12.141 11.972 11.842 11.726 11.774 11.74 11.742 11.791 11.745 11.716 11.715 11.707 11.71 11.732 11.721 11.707 11.708 11.717 11.726 12.215 11.982 11.978 12.089 12.245 11.969 11.981 12.093 12.218 12.329 11.897 11.933 11.736 11.913 11.979 11.757 15.552 13.325 469.3
9500.0 7.5 0.335 11.426 -0.375 11.134 11.934 11.801 11.692 11.598 11.675 11.655 11.666 11.682 11.647 11.631 11.64 11.643 11.65 11.671 11.657 11.644 11.649 11.659 11.668 11.965 11.787 11.823 11.955 12.126 11.781 11.826 11.959 12.097 12.216 11.732 11.745 11.602 11.748 11.794 11.624 14.944 12.943 405.3
10000.0 7.5 0.337 11.197 -0.451 10.909 11.746 11.647 11.557 11.483 11.586 11.578 11.598 11.583 11.559 11.553 11.572 11.583 11.595 11.613 11.597 11.585 11.593 11.604 11.612 11.74 11.611 11.684 11.834 12.018 11.61 11.687 11.839 11.987 12.113 11.582 11.575 11.481 11.597 11.626 11.504 14.406 12.598 351.1
11000.0 7.5 0.341 10.77 -0.607 10.522 11.422 11.378 11.319 11.278 11.423 11.434 11.467 11.405 11.396 11.408 11.442 11.468 11.486 11.502 11.489 11.472 11.484 11.497 11.504 11.353 11.306 11.44 11.619 11.825 11.313 11.443 11.624 11.791 11.928 11.318 11.278 11.267 11.333 11.333 11.29 13.5 12.007 265.4
12000.0 7.5 0.345 10.382 -0.766 10.199 11.149 11.148 11.117 11.105 11.287 11.315 11.36 11.255 11.261 11.289 11.336 11.372 11.39 11.402 11.39 11.376 11.388 11.399 11.403 11.031 11.047 11.232 11.437 11.661 11.062 11.235 11.443 11.625 11.772 11.093 11.025 11.085 11.108 11.084 11.108 12.759 11.517 201.8
13000.0 7.5 0.347 10.026 -0.919 9.925 10.911 10.945 10.936 10.948 11.162 11.205 11.26 11.118 11.136 11.178 11.236 11.278 11.296 11.307 11.298 11.282 11.294 11.304 11.308 10.758 10.821 11.046 11.273 11.513 10.841 11.05 11.28 11.475 11.631 10.894 10.803 10.921 10.907 10.864 10.945 12.14 11.107 153.9
14000.0 7.5 0.35 9.694 -1.062 9.688 10.699 10.756 10.768 10.8 11.041 11.097 11.159 10.987 11.016 11.069 11.135 11.182 11.201 11.213 11.204 11.187 11.199 11.209 11.213 10.522 10.616 10.874 11.12 11.373 10.639 10.878 11.127 11.333 11.495 10.71 10.602 10.768 10.723 10.665 10.792 11.614 10.759 117.4
15000.0 7.5 0.354 9.385 -1.194 9.48 10.505 10.579 10.608 10.657 10.919 10.987 11.056 10.857 10.896 10.959 11.033 11.084 11.104 11.116 11.102 11.089 11.102 11.112 11.117 10.315 10.427 10.711 10.972 11.235 10.453 10.714 10.979 11.194 11.362 10.537 10.417 10.62 10.551 10.482 10.645 11.161 10.459 89.66
16000.0 7.5 0.357 9.095 -1.32 9.298 10.331 10.415 10.458 10.522 10.8 10.877 10.952 10.729 10.776 10.849 10.928 10.985 11.006 11.017 11.0 10.99 11.004 11.014 11.019 10.133 10.255 10.559 10.832 11.104 10.282 10.562 10.84 11.062 11.232 10.378 10.248 10.48 10.391 10.314 10.505 10.766 10.197 68.99
17000.0 7.5 0.36 8.822 -1.445 9.138 10.176 10.267 10.324 10.399 10.686 10.772 10.851 10.61 10.663 10.744 10.828 10.889 10.913 10.929 10.916 10.895 10.911 10.922 10.928 9.974 10.102 10.422 10.706 10.984 10.129 10.425 10.714 10.942 11.112 10.235 10.098 10.354 10.249 10.164 10.379 10.417 9.966 53.76
18000.0 7.5 0.363 8.564 -1.574 8.998 10.041 10.139 10.208 10.292 10.585 10.678 10.759 10.504 10.562 10.65 10.736 10.804 10.831 10.853 10.847 10.81 10.829 10.843 10.851 9.834 9.969 10.304 10.597 10.879 9.997 10.306 10.605 10.837 11.007 10.111 9.968 10.245 10.124 10.034 10.27 10.107 9.76 42.55
19000.0 7.5 0.366 8.32 -1.71 8.875 9.926 10.03 10.11 10.203 10.5 10.599 10.681 10.416 10.478 10.57 10.658 10.73 10.761 10.79 10.788 10.737 10.758 10.775 10.785 9.713 9.856 10.205 10.506 10.792 9.884 10.207 10.514 10.751 10.919 10.006 9.856 10.153 10.019 9.923 10.179 9.831 9.578 34.22
20000.0 7.5 0.369 8.088 -1.854 8.771 9.828 9.942 10.03 10.131 10.432 10.535 10.617 10.345 10.409 10.506 10.595 10.668 10.701 10.735 10.736 10.676 10.698 10.716 10.729 9.609 9.761 10.123 10.431 10.722 9.79 10.125 10.44 10.68 10.848 9.919 9.763 10.079 9.932 9.831 10.104 9.589 9.422 27.87
21000.0 7.5 0.373 7.867 -2.01 8.693 9.756 9.877 9.972 10.079 10.383 10.488 10.57 10.295 10.361 10.459 10.547 10.621 10.654 10.69 10.693 10.628 10.651 10.67 10.683 9.532 9.691 10.064 10.378 10.671 9.721 10.066 10.386 10.63 10.798 9.855 9.694 10.025 9.868 9.762 10.051 9.391 9.302 22.91
22000.0 7.5 0.376 7.656 -2.184 8.649 9.714 9.839 9.938 10.048 10.354 10.459 10.54 10.265 10.332 10.43 10.517 10.588 10.621 10.658 10.661 10.595 10.618 10.636 10.65 9.487 9.65 10.03 10.347 10.641 9.681 10.031 10.355 10.6 10.768 9.818 9.655 9.993 9.831 9.723 10.019 9.268 9.234 18.95
23000.0 7.5 0.379 7.454 -2.354 8.612 9.678 9.808 9.909 10.022 10.328 10.432 10.512 10.239 10.306 10.403 10.489 10.558 10.59 10.627 10.631 10.565 10.587 10.605 10.619 9.45 9.615 10.0 10.319 10.615 9.647 10.002 10.328 10.574 10.743 9.787 9.621 9.966 9.8 9.69 9.992 9.157 9.179 15.71
24000.0 7.5 0.382 7.26 -2.51 8.564 9.634 9.77 9.874 9.989 10.296 10.399 10.478 10.208 10.274 10.371 10.455 10.523 10.554 10.593 10.598 10.53 10.551 10.57 10.584 9.403 9.573 9.964 10.286 10.583 9.606 9.966 10.295 10.541 10.711 9.748 9.58 9.932 9.761 9.648 9.958 9.022 9.108 13.04
25000.0 7.5 0.385 7.075 -2.645 8.498 9.574 9.719 9.826 9.945 10.256 10.359 10.438 10.167 10.234 10.33 10.415 10.482 10.514 10.554 10.56 10.489 10.511 10.53 10.545 9.337 9.516 9.916 10.241 10.54 9.551 9.918 10.25 10.498 10.669 9.696 9.524 9.887 9.709 9.593 9.913 8.873 9.011 10.86
26000.0 7.5 0.388 6.896 -2.764 8.419 9.505 9.66 9.771 9.895 10.21 10.314 10.394 10.119 10.188 10.285 10.371 10.439 10.471 10.513 10.52 10.446 10.468 10.487 10.503 9.258 9.45 9.859 10.189 10.491 9.487 9.862 10.198 10.449 10.621 9.635 9.458 9.835 9.648 9.528 9.861 8.728 8.903 9.083
27000.0 7.5 0.391 6.725 -2.876 8.337 9.434 9.6 9.714 9.843 10.164 10.269 10.35 10.071 10.142 10.24 10.327 10.396 10.429 10.472 10.48 10.403 10.426 10.445 10.462 9.177 9.383 9.802 10.136 10.441 9.421 9.804 10.145 10.398 10.572 9.573 9.391 9.782 9.585 9.462 9.808 8.589 8.794 7.661
28000.0 7.5 0.393 6.559 -2.982 8.256 9.364 9.54 9.657 9.791 10.117 10.224 10.306 10.023 10.095 10.195 10.283 10.354 10.387 10.431 10.441 10.361 10.384 10.404 10.421 9.096 9.317 9.744 10.082 10.39 9.357 9.746 10.091 10.347 10.522 9.511 9.325 9.728 9.523 9.396 9.754 8.457 8.688 6.509
29000.0 7.5 0.396 6.399 -3.083 8.176 9.296 9.482 9.601 9.739 10.071 10.179 10.263 9.975 10.049 10.15 10.24 10.312 10.346 10.391 10.402 10.319 10.343 10.363 10.38 9.016 9.252 9.687 10.029 10.34 9.294 9.69 10.038 10.296 10.473 9.451 9.259 9.674 9.463 9.332 9.701 8.33 8.586 5.571
30000.0 7.5 0.399 6.244 -3.181 8.099 9.23 9.424 9.545 9.688 10.025 10.135 10.22 9.928 10.004 10.106 10.198 10.27 10.305 10.352 10.365 10.278 10.302 10.323 10.34 8.939 9.189 9.631 9.977 10.29 9.232 9.634 9.986 10.246 10.425 9.391 9.196 9.622 9.403 9.269 9.648 8.206 8.486 4.786
31000.0 7.5 0.402 6.094 -3.274 8.023 9.165 9.368 9.491 9.637 9.98 10.091 10.178 9.881 9.958 10.062 10.155 10.229 10.264 10.314 10.329 10.237 10.261 10.283 10.301 8.863 9.127 9.576 9.925 10.24 9.171 9.579 9.934 10.196 10.377 9.333 9.133 9.57 9.345 9.208 9.596 8.086 8.389 4.12
32000.0 7.5 0.404 5.949 -3.363 7.949 9.101 9.312 9.437 9.587 9.935 10.048 10.136 9.834 9.913 10.019 10.113 10.188 10.225 10.276 10.294 10.196 10.221 10.243 10.262 8.789 9.066 9.522 9.873 10.192 9.112 9.525 9.883 10.147 10.329 9.276 9.072 9.519 9.287 9.147 9.545 7.968 8.294 3.541
33000.0 7.5 0.407 5.808 -3.449 7.876 9.038 9.256 9.384 9.537 9.89 10.004 10.094 9.788 9.868 9.975 10.071 10.148 10.185 10.238 10.26 10.156 10.182 10.204 10.224 8.716 9.006 9.468 9.822 10.143 9.053 9.471 9.832 10.098 10.282 9.218 9.011 9.468 9.23 9.087 9.494 7.852 8.2 3.029
34000.0 7.5 0.41 5.671 -3.531 7.804 8.977 9.202 9.332 9.488 9.845 9.961 10.053 9.742 9.824 9.932 10.03 10.108 10.146 10.202 10.227 10.116 10.143 10.166 10.187 8.645 8.947 9.415 9.772 10.095 8.995 9.418 9.782 10.049 10.236 9.162 8.951 9.417 9.173 9.028 9.444 7.738 8.109 2.581
35000.0 7.5 0.412 5.539 -3.61 7.734 8.916 9.148 9.28 9.439 9.801 9.919 10.012 9.697 9.78 9.89 9.989 10.069 10.107 10.167 10.196 10.077 10.104 10.128 10.15 8.575 8.889 9.363 9.723 10.048 8.938 9.366 9.732 10.001 10.189 9.107 8.892 9.368 9.118 8.97 9.394 7.624 8.02 2.193
36000.0 7.5 0.415 5.41 -3.685 7.665 8.856 9.094 9.228 9.39 9.758 9.877 9.971 9.652 9.737 9.847 9.948 10.029 10.069 10.132 10.165 10.038 10.066 10.091 10.114 8.505 8.831 9.31 9.673 10.0 8.882 9.314 9.683 9.954 10.143 9.052 8.833 9.318 9.063 8.912 9.345 7.511 7.931 1.859
37000.0 7.5 0.417 5.284 -3.757 7.596 8.796 9.041 9.177 9.342 9.714 9.834 9.93 9.607 9.693 9.805 9.908 9.99 10.031 10.098 10.135 9.999 10.028 10.054 10.078 8.437 8.773 9.258 9.624 9.953 8.825 9.262 9.634 9.906 10.097 8.997 8.775 9.269 9.008 8.854 9.296 7.396 7.843 1.577
38000.0 7.5 0.42 5.162 -3.825 7.527 8.736 8.987 9.125 9.293 9.67 9.792 9.889 9.561 9.649 9.762 9.867 9.951 9.994 10.065 10.104 9.96 9.99 10.017 10.043 8.368 8.715 9.206 9.574 9.906 8.768 9.21 9.584 9.858 10.051 8.942 8.716 9.219 8.952 8.796 9.246 7.281 7.754 1.343
39000.0 7.5 0.422 5.043 -3.889 7.457 8.675 8.932 9.072 9.244 9.625 9.749 9.848 9.515 9.604 9.719 9.826 9.912 9.956 10.032 10.073 9.921 9.952 9.981 10.008 8.298 8.657 9.153 9.524 9.857 8.711 9.157 9.534 9.81 10.004 8.886 8.657 9.169 8.896 8.738 9.196 7.164 7.664 1.151
40000.0 7.5 0.425 4.927 -3.949 7.386 8.613 8.876 9.019 9.193 9.579 9.705 9.806 9.468 9.558 9.676 9.784 9.872 9.918 9.998 10.041 9.882 9.914 9.944 9.973 8.227 8.597 9.099 9.472 9.808 8.652 9.103 9.482 9.76 9.956 8.829 8.596 9.117 8.839 8.678 9.144 7.044 7.573 0.9911
42500.0 7.5 0.43 4.649 -4.087 7.206 8.457 8.736 8.884 9.066 9.463 9.593 9.698 9.349 9.443 9.563 9.676 9.77 9.818 9.89 9.907 9.78 9.814 9.844 9.871 8.047 8.447 8.963 9.343 9.684 8.505 8.967 9.353 9.635 9.835 8.686 8.444 8.988 8.695 8.528 9.015 6.754 7.34 0.6778
45000.0 7.5 0.436 4.388 -4.168 6.972 8.256 8.555 8.711 8.903 9.318 9.454 9.565 9.2 9.298 9.424 9.544 9.642 9.691 9.752 9.742 9.652 9.687 9.716 9.74 7.814 8.254 8.788 9.177 9.526 8.316 8.792 9.187 9.476 9.682 8.501 8.247 8.823 8.51 8.333 8.85 6.46 7.062 0.4513
47500.0 7.5 0.44 4.141 -4.203 6.71 8.027 8.344 8.493 8.684 9.109 9.24 9.35 8.995 9.088 9.21 9.329 9.42 9.465 9.522 9.527 9.43 9.461 9.488 9.509 7.551 8.033 8.571 8.957 9.31 8.101 8.576 8.967 9.258 9.474 8.28 8.019 8.606 8.288 8.108 8.633 6.254 6.823 0.2933
50000.0 7.5 0.445 3.907 -4.367 6.626 7.951 8.274 8.421 8.613 9.039 9.168 9.278 8.926 9.018 9.139 9.257 9.349 9.395 9.458 9.469 9.359 9.391 9.419 9.443 7.466 7.959 8.5 8.885 9.239 8.028 8.505 8.895 9.186 9.405 8.207 7.943 8.534 8.215 8.033 8.561 6.17 6.741 0.1941
52500.0 7.5 0.45 3.683 -4.544 6.571 7.901 8.227 8.375 8.568 8.995 9.125 9.235 8.882 8.975 9.095 9.213 9.306 9.352 9.416 9.428 9.316 9.348 9.376 9.401 7.412 7.91 8.453 8.839 9.194 7.98 8.459 8.85 9.141 9.361 8.159 7.894 8.488 8.167 7.985 8.516 6.106 6.683 0.1313
55000.0 7.5 0.453 3.473 -4.717 6.528 7.86 8.19 8.338 8.532 8.961 9.09 9.2 8.847 8.94 9.06 9.178 9.271 9.317 9.381 9.393 9.28 9.313 9.341 9.366 7.369 7.871 8.416 8.803 9.159 7.941 8.422 8.814 9.106 9.326 8.121 7.854 8.452 8.129 7.945 8.479 6.051 6.635 0.0
57500.0 7.5 0.455 3.275 -4.882 6.49 7.825 8.157 8.306 8.501 8.93 9.059 9.169 8.816 8.91 9.03 9.148 9.24 9.286 9.351 9.362 9.25 9.282 9.31 9.335 7.331 7.836 8.384 8.772 9.127 7.907 8.389 8.782 9.074 9.295 8.087 7.819 8.42 8.095 7.911 8.447 6.001 6.591 0.0
60000.0 7.5 0.459 3.081 -5.039 6.449 7.786 8.121 8.27 8.466 8.896 9.025 9.136 8.781 8.876 8.996 9.114 9.206 9.252 9.317 9.328 9.216 9.249 9.277 9.302 7.29 7.798 8.348 8.737 9.093 7.869 8.353 8.747 9.04 9.261 8.05 7.781 8.385 8.058 7.873 8.412 5.947 6.545 0.0
65000.0 7.5 0.474 2.699 -5.329 6.348 7.688 8.028 8.179 8.376 8.808 8.938 9.049 8.693 8.788 8.909 9.027 9.12 9.167 9.232 9.241 9.13 9.163 9.192 9.217 7.189 7.702 8.256 8.647 9.004 7.774 8.261 8.657 8.951 9.172 7.956 7.685 8.295 7.964 7.777 8.322 5.819 6.431 0.0
70000.0 7.5 0.486 2.35 -5.59 6.253 7.596 7.94 8.093 8.292 8.727 8.857 8.969 8.61 8.706 8.828 8.947 9.041 9.089 9.155 9.16 9.051 9.085 9.114 9.139 7.094 7.611 8.169 8.562 8.921 7.683 8.175 8.573 8.867 9.089 7.867 7.594 8.21 7.875 7.687 8.237 5.695 6.323 0.0
75000.0 7.5 0.491 2.038 -5.826 6.17 7.516 7.864 8.018 8.22 8.657 8.789 8.902 8.539 8.637 8.759 8.88 8.976 9.024 9.089 9.09 8.986 9.02 9.05 9.075 7.011 7.532 8.094 8.489 8.849 7.605 8.1 8.5 8.796 9.017 7.79 7.515 8.137 7.798 7.608 8.164 5.584 6.226 0.0
80000.0 7.5 0.505 1.729 -6.043 6.07 7.42 7.771 7.927 8.132 8.571 8.705 8.819 8.452 8.551 8.675 8.798 8.894 8.944 9.007 9.0 8.905 8.94 8.969 8.994 6.912 7.437 8.003 8.4 8.761 7.51 8.009 8.411 8.707 8.93 7.697 7.42 8.047 7.704 7.513 8.075 5.457 6.113 0.0
85000.0 7.5 0.521 1.43 -6.243 5.965 7.318 7.673 7.83 8.037 8.48 8.616 8.731 8.36 8.46 8.586 8.71 8.808 8.857 8.916 8.903 8.819 8.853 8.882 8.906 6.807 7.336 7.906 8.305 8.668 7.41 7.912 8.316 8.614 8.837 7.598 7.319 7.952 7.605 7.412 7.98 5.326 5.995 0.0
90000.0 7.5 0.534 1.157 -6.429 5.871 7.226 7.585 7.744 7.954 8.4 8.537 8.654 8.278 8.38 8.507 8.632 8.731 8.779 8.832 8.811 8.742 8.776 8.803 8.825 6.713 7.246 7.82 8.221 8.585 7.32 7.825 8.231 8.531 8.755 7.509 7.229 7.868 7.517 7.322 7.895 5.207 5.889 0.0
100000.0 7.5 0.554 0.658 -6.764 5.695 7.056 7.422 7.584 7.798 8.25 8.389 8.506 8.126 8.23 8.359 8.485 8.581 8.626 8.663 8.628 8.591 8.622 8.646 8.662 6.537 7.078 7.659 8.064 8.431 7.153 7.664 8.075 8.377 8.602 7.345 7.061 7.71 7.352 7.155 7.738 4.984 5.689 0.0
110000.0 7.5 0.585 0.186 -7.05 5.498 6.864 7.236 7.401 7.619 8.071 8.21 8.324 7.948 8.052 8.18 8.302 8.392 8.43 8.449 8.402 8.401 8.427 8.446 8.455 6.34 6.888 7.475 7.883 8.252 6.964 7.481 7.894 8.198 8.423 7.158 6.87 7.529 7.165 6.965 7.557 4.743 5.47 0.0
120000.0 7.5 0.612 -0.241 -7.279 5.292 6.662 7.038 7.204 7.421 7.868 8.003 8.111 7.747 7.848 7.973 8.089 8.169 8.2 8.199 8.14 8.177 8.197 8.211 8.212 6.135 6.687 7.277 7.686 8.053 6.763 7.283 7.697 8.0 8.222 6.958 6.669 7.332 6.965 6.764 7.359 4.503 5.246 0.0
130000.0 7.5 0.638 -0.634 -7.473 5.094 6.464 6.839 7.005 7.22 7.66 7.79 7.893 7.541 7.639 7.76 7.871 7.944 7.969 7.953 7.893 7.951 7.967 7.975 7.971 5.937 6.489 7.078 7.486 7.85 6.564 7.084 7.497 7.797 8.017 6.759 6.471 7.13 6.766 6.566 7.158 4.283 5.037 0.0
140000.0 7.5 0.662 -0.996 -7.668 4.928 6.298 6.673 6.837 7.051 7.487 7.615 7.717 7.37 7.467 7.586 7.694 7.762 7.782 7.759 7.705 7.768 7.781 7.786 7.778 5.771 6.323 6.911 7.318 7.681 6.398 6.917 7.329 7.628 7.847 6.592 6.304 6.962 6.599 6.399 6.99 4.106 4.865 0.0
150000.0 7.5 0.686 -1.334 -7.866 4.787 6.157 6.531 6.695 6.908 7.342 7.469 7.568 7.226 7.322 7.439 7.545 7.61 7.627 7.603 7.556 7.615 7.625 7.629 7.621 5.63 6.181 6.769 7.175 7.537 6.256 6.775 7.186 7.485 7.703 6.45 6.163 6.819 6.458 6.258 6.847 3.959 4.722 0.0
3250.0 8.0 0.567 16.764 -1.021 19.855 19.219 17.785 16.865 15.981 14.999 14.579 14.66 15.392 14.95 14.564 14.651 15.038 15.213 15.114 14.634 15.081 15.203 15.281 15.269 20.698 18.569 17.225 16.597 16.218 18.357 17.205 16.583 16.265 16.095 17.079 17.981 16.17 17.103 17.989 16.178 34.531 25.552 9230.0
3500.0 8.0 0.567 16.442 -0.805 19.027 18.543 17.247 16.42 15.616 14.751 14.39 14.49 15.1 14.704 14.373 14.479 14.811 14.968 14.848 14.394 14.85 14.959 15.02 14.994 19.87 17.951 16.749 16.203 15.884 17.76 16.733 16.191 15.922 15.783 16.645 17.444 15.79 16.668 17.454 15.799 32.636 24.349 8749.0
3750.0 8.0 0.567 16.142 -0.63 18.292 17.944 16.773 16.027 15.297 14.535 14.218 14.309 14.845 14.49 14.2 14.297 14.603 14.733 14.592 14.161 14.637 14.726 14.768 14.731 19.133 17.403 16.331 15.858 15.593 17.232 16.318 15.848 15.624 15.513 16.259 16.966 15.457 16.28 16.977 15.467 30.955 23.277 8271.0
4000.0 8.0 0.568 15.862 -0.497 17.651 17.423 16.359 15.683 15.015 14.341 14.054 14.122 14.619 14.297 14.035 14.107 14.391 14.527 14.42 13.985 14.424 14.519 14.576 14.553 18.49 16.925 15.966 15.555 15.336 16.771 15.955 15.547 15.359 15.273 15.915 16.545 15.163 15.936 16.558 15.174 29.468 22.334 7781.0
4250.0 8.0 0.568 15.598 -0.383 17.058 16.942 15.981 15.37 14.763 14.168 13.911 13.965 14.417 14.127 13.891 13.949 14.209 14.319 14.174 13.764 14.238 14.313 14.344 14.303 17.895 16.486 15.634 15.283 15.105 16.348 15.625 15.275 15.123 15.058 15.599 16.157 14.897 15.619 16.172 14.91 28.084 21.457 7313.0
4500.0 8.0 0.568 15.349 -0.296 16.546 16.522 15.645 15.087 14.532 14.011 13.779 13.825 14.233 13.97 13.759 13.807 14.036 14.141 13.996 13.591 14.062 14.135 14.164 14.122 17.381 16.099 15.335 15.034 14.894 15.974 15.328 15.028 14.907 14.862 15.311 15.81 14.655 15.331 15.827 14.668 26.889 20.699 6849.0
4750.0 8.0 0.568 15.114 -0.226 16.07 16.136 15.34 14.834 14.327 13.871 13.658 13.681 14.07 13.832 13.638 13.662 13.871 13.962 13.799 13.411 13.896 13.958 13.974 13.924 16.904 15.745 15.067 14.814 14.708 15.633 15.061 14.809 14.715 14.688 15.05 15.492 14.439 15.069 15.512 14.453 25.763 19.988 6374.0
5000.0 8.0 0.569 14.891 -0.177 15.648 15.793 15.068 14.605 14.141 13.74 13.54 13.54 13.919 13.702 13.52 13.519 13.695 13.776 13.612 13.24 13.717 13.772 13.785 13.735 16.481 15.429 14.826 14.614 14.537 15.328 14.822 14.61 14.541 14.529 14.812 15.207 14.243 14.831 15.228 14.258 24.751 19.353 5836.0
